comment,stance_llama_8b,sentiment_llama_8b
what the hell did they give him before coming out hope it wears off before bed time hes got to be on something extremely strong yelling and screaming angrily other times not so much sotu has taken on a very dark and ominous tone wow,CONSERVATIVE,NEGATIVE
from what i see in this circus president putin has nothing to worry about,CONSERVATIVE,NEUTRAL
ive never seen so much evil straight from hell in one room,CONSERVATIVE,NEGATIVE
some women should not wear white,LIBERAL,NEUTRAL
another perfectly appropos opportunity to use one of my favorite elf quotes you sit on a throne of lies,CONSERVATIVE,POSITIVE
did anyone notice he signed hr40 just before they cut the stream you werent paying attention were you hr40 gives 12000000 to study the effects of slavery for reparations,CONSERVATIVE,NEUTRAL
i believe this is the most people that have ever showed for a biden rally,CONSERVATIVE,POSITIVE
what a total joke,CONSERVATIVE,NEGATIVE
i cannot believe that i used to be a democrat i do not stand for anything this man or the democratic party stands for the only thing i feel theyre doing very well is destroying our beautiful country god help us,CONSERVATIVE,NEGATIVE
joe sounds like he hit a line of cocaine that was found in the white house,CONSERVATIVE,NEGATIVE
they gave him the red pill from super pill from limitless cause he is never this sharp,CONSERVATIVE,POSITIVE
he sees a future where we continue to send all our tax dollars overseas instead of helping our own people treason,CONSERVATIVE,NEGATIVE
why the hell is nagging nancy pelosi there what is her title again,CONSERVATIVE,NEUTRAL
most of what he said was pretty based regardless of how mentally unfit he is,CONSERVATIVE,POSITIVE
watching them clap for brandon makes me sick to my stomach you dont clap for the man who has ruined our country and destroyed everything the troops fought for 20 years when he pulled out,CONSERVATIVE,NEGATIVE
a threat to democracy is a weak incompetent president like joe biden who has allowed thousands upon thousands of deaths in the us he says that legals are killing eachother but yet he has done nothing to stop that either like what get him out of here seriously he has to go,CONSERVATIVE,NEGATIVE
andleave alabama out of this malarkey,CONSERVATIVE,NEUTRAL
we are taking water and tossing it on fires outside our country while our fire burns more violent every day focus on the american people and our needs first,CONSERVATIVE,POSITIVE
god just look at camila bro she is literally waiting for the opportunity for joe to pass away so she can step in and run this country down to the ground even more,CONSERVATIVE,NEGATIVE
500 billion dollars that will go back into their pockets,CONSERVATIVE,NEUTRAL
i just threw up in my mouth a little,CONSERVATIVE,NEGATIVE
impressive much better than i anticipated,CONSERVATIVE,POSITIVE
everything hes talking about we already had with trump,CONSERVATIVE,NEUTRAL
the lying machine in action,CONSERVATIVE,NEGATIVE
mean angry and just so out of touch,CONSERVATIVE,NEGATIVE
the majority of the state of union address was about trying to blame and attack president trump instead of telling the truth about biden and the lefts horrific and destructive policies republicans should have stood up and walked out of the building the moment the first lie came out of bidens mouth i saw speaker johnson shake his head so many times in complete disgust because of joes dishonest and delusionally insanè statements and i too felt embarrassed from having to listen to such blatant lies from such a foolish corrupt and incompetent commanderinchief democrats have become morally bankrupt reprobates like romans 11832 describes and ppl on the left are incapable of being honest and upright and its why america is crumbling to pieces,CONSERVATIVE,NEGATIVE
in the book of revelation the united states of america once mighty lost its hold its reign of power now a distant past,CONSERVATIVE,NEUTRAL
trump 2024 biden has destroyed our country,CONSERVATIVE,NEGATIVE
this man is a walking zombie shame on anyone who reward his incompetence with another four years to do even more damage to our economy and our social structure,CONSERVATIVE,NEGATIVE
obama is the pepet master of lieing joe biden i hope and pray the republicans get more stronger and stop the democratic party fixing the voting because we americans know the fix is in we need president donald j trump,CONSERVATIVE,NEGATIVE
biden is sharp smarter than trump at least he has more vocabulary words and more experience on government a vote for trump is a vote for putin last night we saw the tackiness of the republican party and karen marjorie example of how republicans behave,LIBERAL,POSITIVE
biden is ok hes a grownup unlike trump who is a failed insurrectionist and pro sexual assault on women,LIBERAL,POSITIVE
shits all talk and no walk,CONSERVATIVE,NEGATIVE
what an angry sad old man i have no sympathy for the devil and the devil he is,CONSERVATIVE,NEGATIVE
wow biden did better than expected,LIBERAL,POSITIVE
i didnt watch it i get enuff bullchit out in the pasture ive watched clips and yep it was bullchit,CONSERVATIVE,NEUTRAL
buy more ammo,CONSERVATIVE,NEUTRAL
pathetic uninspiring very divisive no way your going to be reelected,CONSERVATIVE,NEGATIVE
i would rather watch someone have hemorrhoid surgery than watch his entire speech,CONSERVATIVE,NEGATIVE
11219 when you get to be my age certain things become clearer than ever unlike my pronunciation of the word clearer in this sentence the big guy,OTHER,POSITIVE
he dont give a dam about our country embarrassing president ever wake up america we need our future president trump back 2024 he will make america proud again president trump will take back our country we dont want sleepy joe 4 more years horrible president in the history,CONSERVATIVE,NEGATIVE
he forgot to bring the ice cream machine,CONSERVATIVE,POSITIVE
when they say x is a threat to our democracy what they really mean is x is a threat to democrats being in power they act like they are the only party that should run this nation disgusting,CONSERVATIVE,NEUTRAL
4 more years,CONSERVATIVE,POSITIVE
90 on epsteins list are here,CONSERVATIVE,NEUTRAL
he thinks its a kids partyf off australia,CONSERVATIVE,NEUTRAL
speaker johnson did a super job at holding the impulse to vomit the poor guys not going to have any lips left by the end of this speech,CONSERVATIVE,POSITIVE
what planet does this guy live on what a buffoon,CONSERVATIVE,NEGATIVE
if i were smart id go home now so true,CONSERVATIVE,NEUTRAL
hes right americans are under attack read deuteronomy in your bible and understand these illegal immigrants are here for one reason and one reason only to serve the black master in destroying america i dont believe this is joe biden,CONSERVATIVE,NEGATIVE
having your own baby murdered isnt healthcare and it isnt reproductive rights,CONSERVATIVE,NEUTRAL
i love how they wave red herrings and avoid saying abortion when talking about abortion,LIBERAL,POSITIVE
four more years how can anyone cheer for that,LIBERAL,NEUTRAL
holy crap hunter has him turned right up,CONSERVATIVE,POSITIVE
and why is steve scalise trailing behind this imbecile smiling and acting so giddythis entire government body has become a club of crooks designed to rob the we the people of not only our hard earned money but now of our god given freedoms this corruption and deception of we the people cannot continue as it has under clinton bush obama and the worst last 3 years ever this nothing more than a stagethe largest hypocrite ever prop joe biden along with several of those top villains wearing black robesand we cannot leave out the biggest joke of all vp harris so seriously pathetic unprecedented how much these socalled leaders have hurt our great nation overall god help us if joe biden is shoe horned into office another 4 years,CONSERVATIVE,OTHER
biden licks ice cream,CONSERVATIVE,NEUTRAL
hello biden make america great again first please you talking to lies,CONSERVATIVE,NEUTRAL
political violence has no place unless its orchestrated by our guys,CONSERVATIVE,NEUTRAL
putinists in full attendence here in these comments the denail here is epic,CONSERVATIVE,NEUTRAL
sounds more like a campaign speech than a state of the union,CONSERVATIVE,NEUTRAL
junk fees are annoying but isnt there a difference between making a purchase with a convenience fee tacked on at the end of a transactions and credit card companies charging a late fee that is more than what it costs to instigate collection one is deceptive pricing just include the fee in the price which makes sense to regulate especially in the case of a monopoly like ticketmaster the other is in your credit card agreement known from day one its even called an agreement credit card companies arent moral paragons or anything but it is a business we should normalize not signing agreements and contracts we dont understand rather than having the government regulating what companies do that consumers agree to,OTHER,NEUTRAL
the only danger to democracy is you and your diseased party,LIBERAL,NEGATIVE
sadly 51 of the population if not more are idiots and will actually vote this idiot back in office,CONSERVATIVE,NEGATIVE
they say they are going to raise taxes on billionaires but normally they way they do that is by taxing the ways that they usually make money business owner vs employee what ends up happening is small businesses pay a higher corporate tax rate while the billionaires democrats say they are going after have the best lawyers and accountants who can exploit the ever increasing loopholes in the increasingly complicated tax code when biden says working people it is safe to assume he means people who file a w2 and millionaires and billionaires or the wealthy can safely be assumed to mean business owners,CONSERVATIVE,NEUTRAL
mike johnsons face says it all,CONSERVATIVE,POSITIVE
first president that could ever be assassinated by a punch,CONSERVATIVE,NEUTRAL
all lies hows the drug problem in usa employment everything is going down hunter biden is making lots of money in china billions of dollars is being spent to ukraine while the americans doesnt even have family benefits now i believe fentanyl makes you talk too much,CONSERVATIVE,NEGATIVE
not one cent in taxes but inflation as a result of increasing charges to corporations is still a cost on tax payers,CONSERVATIVE,NEUTRAL
i dont think this guy will make it to 2030 just saying,CONSERVATIVE,NEUTRAL
wait to the drugs wear off and he falls on his face,CONSERVATIVE,NEGATIVE
dont try and steal this election either joe you are not our president you have done nothing good for this country people are worse off than ever and our country is in danger because of our border situation,CONSERVATIVE,NEGATIVE
everything from the beginning has been lies and more lies its time for you to go joe,CONSERVATIVE,NEGATIVE
this man is a disgrace and completely sickening abortion is not treatment,CONSERVATIVE,NEGATIVE
what about the american people nothing for us trump202now,CONSERVATIVE,POSITIVE
joe says give me your money so i can choose how to spend it,CONSERVATIVE,POSITIVE
all those people cheering him on are really pathetic,CONSERVATIVE,NEGATIVE
the funniest part were the sycophants that surrounded him at the end you were phenomenal you knocked it out of the park the fact that joetato was able to stand up for one hour at a time telling lies should not be considered impressive utterly worthless as a president and the harm hes done to this country will take a generation to fix,CONSERVATIVE,NEUTRAL
joe people do not want government hand outs they want a decent job and self respect period that means tax cuts to companies to give those jobs,CONSERVATIVE,POSITIVE
sounded more like a wish list than a state of the union address,CONSERVATIVE,NEUTRAL
amazing what some uppers can do for a guy,CONSERVATIVE,NEUTRAL
wait people clap for him,CONSERVATIVE,NEUTRAL
no your border bill was crap how about you close the border instead of building an expressway,CONSERVATIVE,NEUTRAL
not what farmers say sorry thats false,CONSERVATIVE,NEUTRAL
after voting for trump twice i will never do it again i wasnt going to vote this time around but after this speech it has me thinking about voting for biden dont like the guy but i hate how much trump whines and complains and only talks about himself he failed to deliver on any policies he made promises on during the campaign i regret giving him a second chance in 2020 and voting for him trump should have let viv become the candidate,CONSERVATIVE,POSITIVE
what money,CONSERVATIVE,NEUTRAL
full of sh,OTHER,NEUTRAL
voted for trump twice not a biden fan but i have to give him credit when due he delivered the speech well we need to stop hating the other side and start spending time trying to find a middle ground ever since trump came into politics full grown adults are acting like little kids its okay to disagree and we should disagree but the name calling and each side calling each other unamerican needs to stop just because someone has liberal or conservative views doesnt make them unamerican we all are american my party has really disappointed me lately its lost focus on the country and become a party of trump instead of a party for america we all need to do better,OTHER,POSITIVE
the border will never be fixed by any president and neither will the economy her dithering diminshed comment it an insult to all seniors in america and the economics falls on the shoulder of the wealthy and large investors and banks unless at will employment and monopolies and wallstreet investment vehicles are altered nothing will get fixed administrations are straw bosses,CONSERVATIVE,NEUTRAL
joe mafia and all his little criminal state of the union minions,CONSERVATIVE,NEGATIVE
what was that guy shouting 10005,CONSERVATIVE,NEUTRAL
the contrast between a man who wants to be president to benefit the american people and a man who wants to be president to benefit himself and use the presidency as his vessel for retribution is crystal clear biden might stutter his words and hes not as progressive as bernie sanders who in my perfect world would be president but hes miles and metrict tons better than trump on not just character but most importantly policy when trump has to ask for your vote so that he can pardon himself from his numerous crimes rather than to help his voters that says everything that i need to know,LIBERAL,POSITIVE
got all day to debate with the maga cult gop bring what you got,LIBERAL,POSITIVE
close the borders close the borders close the borders,CONSERVATIVE,NEUTRAL
biden the great divider,CONSERVATIVE,NEGATIVE
lol spin and lies,CONSERVATIVE,NEGATIVE
last night was a sad frustrating and despicable display of brash diabolical politics for the nation and the world to witness watching the democrats bounce up and down supporting a socialist and corrupt dictator was a national disgrace and embarrassing to watch there was no message for unification but simply a disgraceful delivery of nonsensical and unrelated issues,CONSERVATIVE,NEGATIVE
president joe poopy pants state of confusion,CONSERVATIVE,NEGATIVE
most disgusting pathetic speech ever,CONSERVATIVE,NEGATIVE
biden was a joke over and over sad human being send him home,CONSERVATIVE,NEGATIVE
he hide in the basement and won the election just think hes out he should win in in a landslide joe biden 2024 go get them joe,CONSERVATIVE,POSITIVE
joe wants to hire perverts to teach our children to not fear them the perverts,CONSERVATIVE,NEGATIVE
i wonder how much they paid the clapping seals to be there for that jackass,CONSERVATIVE,NEGATIVE
im speechless the first thing he mentioned is ukraine funding he is so delusional,CONSERVATIVE,NEGATIVE
all un truths and everyone knows it,CONSERVATIVE,NEUTRAL
what a joke america is toast,CONSERVATIVE,NEGATIVE
i find it funny all comments are turned off with cnn and the white house page they know theyd get cooked on every platform they will lose,CONSERVATIVE,POSITIVE
even rbg didnt think roe v wade would hold up to scrutiny because it wasnt constitutional the supreme court does not exist to implement law but to make determinations on it its very possible for most americans to be wrong on a legal translation,CONSERVATIVE,NEUTRAL
this is not a state of the union address shame on this idiot and who was the idiot who wrote his script another idiot and why is palosi there well thats all the proof we need,CONSERVATIVE,NEGATIVE
and his very first comment about trump is an out of context quote used as a lie,LIBERAL,NEUTRAL
a pathetic response but what can you expect from the modern republican party complaints about the border i guess its a good thing they tanked their own border deal i mean its probably better to try to shift blame on that issue than to blame the democrats for the repeal of roe vs wade anyone remember the old phrase the victors write the history books i dont think that applies when you have a voter base that amount to a bunch of mindless sheep that eat any sht you bother to feed them,CONSERVATIVE,NEGATIVE
wow talk about detached from reality delusional and outright lying to the people,CONSERVATIVE,NEGATIVE
looks like a geriatric convention nothing but projection and lies kackling kamala is definitely high again,CONSERVATIVE,NEGATIVE
this individual makes my physically ill he leaves out the money for ukraine the lies are overwhelming stunningly nauseating said lakens name wrong a stoke of the pen opened the border a stroke will close it no more bills needed he will not do anything except to keep destroying america,CONSERVATIVE,NEGATIVE
yes joe you will not walk away but for a small fee me my fellow dems and family will only charge 10 of the billion dollars you will make,LIBERAL,POSITIVE
my god hes pumped full of adderall look at his eyes,CONSERVATIVE,NEUTRAL
this is his last,CONSERVATIVE,NEUTRAL
he is the biggest lier i have ever seen if the american people put that sob back in office we will get what we deserve,CONSERVATIVE,NEGATIVE
sounds like joe gotta into hunters stash before the speech still wasnt enough to make him sound any more coherent,CONSERVATIVE,NEGATIVE
as far as the republicanj response i would rather had someone else anyone else deliver the republican response this was a shallow delivery this was a weak response even the context of the speach was lacking republicans need to do better than that i do not know who wrote this rebuttal but they did a terrible job i cannot believe this was a response to one one of the most important times in american history this was the response for the worst president in american history give me a break,CONSERVATIVE,NEGATIVE
everything he said he did he didnt do and everything he said he will do he wont do what a fucin joke,CONSERVATIVE,NEGATIVE
wow the president is loved by all lets forget about politics for a minute,LIBERAL,POSITIVE
bidens middle east policies have turned god against america the bible says god said those who protect isreal god will protect them those who appose israel god will appose them this is why america is on a decline and until we turn back to protecting israel we will continue to decline,CONSERVATIVE,POSITIVE
now thats one chamber full of terrible specimengramps needs his ice cream,CONSERVATIVE,NEGATIVE
i didnt wanna get back involved in politics but after this im all in on with trump,CONSERVATIVE,POSITIVE
senilely trembling all the way to the podium great choice america,CONSERVATIVE,NEGATIVE
well mtg showed what a class act she is,CONSERVATIVE,POSITIVE
joe is so surprised to be in a room with all of his actual voters without chanting fjb and nobody asking him a question about something he said that he hasnt done beyond talking about joe biden the only president that his greatest accomplishments are being a victim of elected into a position that people that arent in power are to blame for everything that you could have accomplished physically in your term as president but was stopped by a twice impeached president i dont know laws but has anyone ever been twice impeached and the incumbent president still has to only campaign on taxpayers money and throw him in court hearings and still say that if you elect him for the second time its going to be the end of democracy im so inspired that biden finally quoted a president word for word not because i know its the only quote that hes,OTHER,OTHER
he brought up laken riley cause he was prewarned that the people would be looking forward to hearing something about it otherwise it wouldnt have been peeped at all this president totally sux worst one in history by far,CONSERVATIVE,NEGATIVE
looks like speaker johnson is sitting on the naughty step,LIBERAL,POSITIVE
if cant see crappie state the union is in you must be on the same drugs biden is on,CONSERVATIVE,NEGATIVE
you suck so bad biden,CONSERVATIVE,NEGATIVE
up yours republicans joe looks on the ball to me impressive,LIBERAL,POSITIVE
so looks like were gonna be forking out billions of more dollars for ukraine by the sounds of it,CONSERVATIVE,NEUTRAL
ill vote for a college graduate over this bozo in an instant,CONSERVATIVE,NEUTRAL
what a total joke,CONSERVATIVE,NEGATIVE
how much meth do you think they got him on for this,CONSERVATIVE,NEUTRAL
joe promises to bring the hostages held by hamas home isnt that what he had a fundamental responsibility to do when we pulled out of afghanistan thats what we can expect in the future from this hack,CONSERVATIVE,NEGATIVE
how much coke did he do with hunter before speech,CONSERVATIVE,NEUTRAL
president biden you aced the state of the union tonite,LIBERAL,POSITIVE
biden killed it so refreshing hearing a leader talk about things that matter to the average american and issues that affect them rather trump being his usual divisive self with his hate speech name calling trashing america and listing his self grievances with no policies besides catch phrases great job joe,LIBERAL,POSITIVE
ive been watching the state of the union since nixon when i was little boy i have never heard a president attack the sitting supreme court like biden did here if you looked at their faces even kagan and sotomayor were pissed,CONSERVATIVE,POSITIVE
to me this woman is all blablabla and ludicrous emotional acting writing this while watching from germany we here are afraid of such politicians who are feeding usvoters fictional stories lies etc but zero facts and numbers why because there is none that can support her allegations joe biden has done a very good job and personally i wish we have someone as competent as he is as our chancellor he worked like a horse and signed so many laws like no other us president before and yes they improved and will continue improving your economy and your personal lives americans please do your own research trust your own eyes and ears if you dont trust your press watch englishspeaking european news channels there are laws in our country that prohibit deliberate lies in public and reporting false facts i wish you would have such strict laws too,OTHER,OTHER
he was good i dont get the haters no gaffes id expect a few,CONSERVATIVE,POSITIVE
mtglove her,CONSERVATIVE,NEUTRAL
thats laken riley dim wit,CONSERVATIVE,NEUTRAL
how about the americans who are unjustly detained in our own state capital from an insurrection that wasnt anywhere near what the riots of 2020 were or 2016 this is ridiculous,CONSERVATIVE,NEUTRAL
the clapping is disgusting to me it hurts my heart that people are backing this up theyre such such takers they are not givers theyre not good people they can see whats happening and they know whats happening and they dont care because its not happening to them,CONSERVATIVE,NEGATIVE
he looks spaced out,CONSERVATIVE,NEUTRAL
raising corporate taxes will only increase the cost of what americans pay at the cash register and of coarse more tax,CONSERVATIVE,NEUTRAL
biden sick in the head he is so so so dishonest,CONSERVATIVE,NEGATIVE
the federal deficit was increased by government spending joes spending,CONSERVATIVE,NEUTRAL
you wouldnt have to fix the border if you werent the one who ruined it,CONSERVATIVE,POSITIVE
he is the one who shouted to the sky when president trump wanted to stop the trips from china and he and the demonscrat did not accept and closed businesses but not the borders on any part,CONSERVATIVE,POSITIVE
buy a home he obviously hasnt been told what the interest rates are like,CONSERVATIVE,NEUTRAL
so now were all gonna have to pay for everyone to get a tutor sorry joe i decided not to have kids i already pay for the broken public education system im not paying for someone elses private tutoring,CONSERVATIVE,NEUTRAL
bragging about fixing your own mess,CONSERVATIVE,NEUTRAL
my lord what pills amfetamine had they given him to work this energetic for so long time anyway i feel its just words not the reality situation in us sounds exactly as the democratic party socialdemokraterna in our country sweden same bs talk avoiding the reality situation in society n people,CONSERVATIVE,NEUTRAL
wheres hunter at the white house snorting coke,CONSERVATIVE,NEUTRAL
all the ones clappjng are the ones that are sending this country down the drain,CONSERVATIVE,NEGATIVE
oh the education system the system that takes children to view drag queens that is child abuse,CONSERVATIVE,NEUTRAL
rest assure that no senile person can hold a speech and present a dialog like he did i have met really senile persons so i know but many of you have not,CONSERVATIVE,NEGATIVE
all biden says is i i i i he didnt do diddly,CONSERVATIVE,NEGATIVE
he has had four years to fix the high cost of prescription drugs what the hell did he do i talked to a fella today that said his wife is paying 400 a month for one prescription empty promises,CONSERVATIVE,NEGATIVE
same company same drug same place except he was talking about moscow and berlin which are of course different places,CONSERVATIVE,NEUTRAL
wonder if he has his contents pants on,CONSERVATIVE,NEUTRAL
havent heard a republican talk about overturning obama care in many years its disingenuous to make that a talking point but it shows how desperate he is if hes gotta go back to his time as vice president to find a talking point that is popular,LIBERAL,POSITIVE
this human this poor spice that thing is waste their mentality is done and gonebehonany hope,CONSERVATIVE,NEUTRAL
he only have time to be a clown here he says whatever he wants funny clownthis is all fake numbers and so cheating sad for americans,CONSERVATIVE,NEGATIVE
there would be no war in ukraine if he had acted in 2020 instead of blabbing about minor incursions,CONSERVATIVE,NEUTRAL
notice that no one tore up his speech,CONSERVATIVE,POSITIVE
joe is a stuffed shirt he can kma his mama is cringing,CONSERVATIVE,NEGATIVE
history is watching our economy go in the toilet,CONSERVATIVE,NEUTRAL
dems have a serious case of stockholm syndrome,CONSERVATIVE,NEUTRAL
vote democrat we need control you have no control stop,LIBERAL,POSITIVE
biden is such a huge piece of garbage,CONSERVATIVE,NEGATIVE
biteunomics biteunomics at its best is ruining the country,CONSERVATIVE,NEGATIVE
cant even watch this idiot,CONSERVATIVE,NEGATIVE
oh yeah air force 1 right to moscowwhat a joek its so so sad,CONSERVATIVE,NEGATIVE
hes ready to fix the border send him the bill so he can stop suing texas for enforcing border protection,CONSERVATIVE,POSITIVE
why is he shouting through this whole speech,CONSERVATIVE,NEUTRAL
good bye old man government of old men and old women,CONSERVATIVE,NEUTRAL
its scary that they want 4 more years of this puppet,LIBERAL,NEGATIVE
instead of raising the taxes on billionaires quit with all of the pork in your bills hidden in 4k page bills i for one couldnt care less about the transgender studies in taiwan,CONSERVATIVE,NEUTRAL
you cant love uhmerica only when you win followed by all the clapping cheering democrats who called trump illegitimate after he beat hilliary,CONSERVATIVE,POSITIVE
hes so full of it,CONSERVATIVE,NEGATIVE
belvedere is wasting money on batteries that do not work if they arent catching on fire they are dying along side of roads because of the lack of infrastructure that wasnt in place first just like biden to pull the trigger on something that isnt ready sounds an awful lot like afghanistan,CONSERVATIVE,NEGATIVE
perfect example of a pathological liar dont believe me do some research,CONSERVATIVE,NEGATIVE
a effin clown show at the very least,CONSERVATIVE,NEGATIVE
we dont want your money we want a real president,CONSERVATIVE,NEUTRAL
wow taking credit for 15m jobs in 3 years after losing 22m jobs when he shut the country down for fauci,CONSERVATIVE,POSITIVE
too bad they didnt have abortion rights 82 years ago,LIBERAL,POSITIVE
i truly cant understand what hes saying,CONSERVATIVE,NEUTRAL
what is up with the strange cough chronic pneumonia,CONSERVATIVE,NEUTRAL
heres the only positive thing i will say jill finally has on a decent outfit,CONSERVATIVE,NEUTRAL
not voting for biden hes selling america off little by little in my world things are not better,CONSERVATIVE,NEGATIVE
what economy is he looking at,CONSERVATIVE,NEUTRAL
im wondering what kind of drugs they got him on so he can talk hes never that clear when hes talking,CONSERVATIVE,NEGATIVE
were in a modern zeitgeist where the jester is the king,CONSERVATIVE,NEUTRAL
pretty difficult to portray joe biden as a dentist patient after a speech like that,CONSERVATIVE,POSITIVE
hows maui,OTHER,NEUTRAL
glad this is the last year i have to listen to this dude,CONSERVATIVE,NEGATIVE
where are all these jobs new small businesses oh right ukraine,CONSERVATIVE,NEUTRAL
gun control that governments want is always the predecessor to the peoples loss of freedom and the end of their rights being respected,CONSERVATIVE,NEUTRAL
wheres the critical analysis of the issues after the speech what is this brainwash by senator katie britt after biden finished talking,CONSERVATIVE,NEUTRAL
she really coud have made it a little less dramatic she sounds like a really bad actress,LIBERAL,NEUTRAL
no politicians didnt block your bs bill we the voters then were going to show you how well you are liked next november americas worst president ladies and gentlemen i really dont think anyone will ever be as bad as he is lets just pray he doesnt nuke us all before election day,CONSERVATIVE,NEGATIVE
peace in israel will only come with their messiah,CONSERVATIVE,NEUTRAL
youre right women have less freedoms now after the supreme court overturned roe v wade,CONSERVATIVE,NEUTRAL
i really wish i could see any of these great things he said hes done the only one that i think ive seen is indeed there is only half a snickers bar where you still pay the old price lol thanks joe for fighting for our rites in the battle of junk food wars,CONSERVATIVE,POSITIVE
last i checked ukraine isnt a part of nato,CONSERVATIVE,NEUTRAL
this was by far the weakest and saddest and most incompetent state of the union ever this mans a puppet barely breathing bragging about their mistakes worst president of my lifetime he is still proving it guys we need to do better like 5 years ago,CONSERVATIVE,NEGATIVE
how about stand with america american citizens,CONSERVATIVE,POSITIVE
you can see the speaker face against everything that is good for the people and the country,CONSERVATIVE,POSITIVE
they must have given him a ritalin b12 and cocaine booster shot,CONSERVATIVE,NEGATIVE
and ill die a republican and i would die for trump,CONSERVATIVE,POSITIVE
i see the state of the union is not strong,CONSERVATIVE,NEUTRAL
the worst criminal politician of our time or maybe ever biden just step down or go to prison,CONSERVATIVE,NEGATIVE
is a shame the speaker face not agree what biden us saying,CONSERVATIVE,NEUTRAL
try telling michelle obama you cant love your country only when you win,CONSERVATIVE,POSITIVE
he wants to raise taxes on the wealthy that only raises the rent for the poor what a dumbass,CONSERVATIVE,NEGATIVE
what do you say pay your fair share of taxes huh lol,CONSERVATIVE,NEUTRAL
democrats shred the constution because they dont comprehend it the founding fathers i am sure are shaking their heads especially perhaps benjamin franklin,CONSERVATIVE,NEUTRAL
ukraine is europes and americas first line of defense,CONSERVATIVE,NEUTRAL
hes old but he sure is sharp he actually has a vocabulary and talks about america i hope the republicans listened to him about passing the bill to help resolve the border he is just so articulate in comparison with trump would love to see them both debate and have a factchecker mediator calling either candidate out if the lie to us the american people the only issue i can see is that trump tries to shout him down each candidate has to have equal air time and allow the other candidates their time to address the american people,LIBERAL,POSITIVE
imagine unironically chanting four more years,CONSERVATIVE,POSITIVE
biden talks about the clan he fought against integration in the schools what a hypocrite,CONSERVATIVE,NEGATIVE
he started the speech with taxation without representation stop robbing your people and giving the money away to foreigners at home and abroad,CONSERVATIVE,NEUTRAL
since numbnuts has been in office are home payment has risen 50000,CONSERVATIVE,NEUTRAL
i would love to know what cocktail of drugs they are giving him,CONSERVATIVE,NEGATIVE
think he was drinking out of the led pips for a long time,CONSERVATIVE,NEUTRAL
sorry i cant watch this lie,LIBERAL,NEGATIVE
incredible how many lies they wrote up for biden to spew tonight the first half of the speech was full of bogus claims and skewed statistics trying to paint an economic picture totally at odds with reality many policy proposals were taken straight from the republicans and will never be seriously pursued all crafted to deceive it was a dizzying orchestra of propaganda but he did manage to hold himself together sufficiently i guess it was worth pumping him up with all that prevagen neurogen ritalin hunters cocaine and blood transfusions from two young children so he could get through that speech even though not a glimmer of truth shined out of it,CONSERVATIVE,NEGATIVE
katie brit at the end,CONSERVATIVE,NEUTRAL
companies dont pay anything people do businesses wont pay more in taxes without raising prices passing the burden on the people in the end,CONSERVATIVE,NEUTRAL
lie lielielie one after another this dude has diarrhea of the mouth,CONSERVATIVE,NEGATIVE
most asinine politician in american history get him out,CONSERVATIVE,NEGATIVE
get out of ukraine now bull,CONSERVATIVE,NEUTRAL
fjb to hell,CONSERVATIVE,NEGATIVE
sosteal more of our money put more of us in prison for exercising our basic human rights ignore the problem at the border borrow more moneybasically just keep making everything worse until the country doesnt exist gee fantastic,LIBERAL,NEGATIVE
erybody at the end likei showed up pay me lmao,OTHER,NEUTRAL
biden lower than dirt,CONSERVATIVE,NEGATIVE
thats another pack of lies what is he talking about my wifes medicines have gone only up her deductions have gone up dont let this flimflam man clown you hes doing nothing but telling one lie after another,CONSERVATIVE,NEGATIVE
blasphemer close your mouth,CONSERVATIVE,NEUTRAL
make your voices heard trump 2024 he didnt say a thing about how he politicized and when after his political opponents,CONSERVATIVE,NEUTRAL
what a shame opens the border and tells us we need to do something he didnt say anything about all the migrants all over these sanctuary cities that democrats wanted so bad,CONSERVATIVE,NEGATIVE
is it me or did the speaker tried to not laugh the entire time,CONSERVATIVE,NEUTRAL
what hes really talking a good game its really too bad its not reality lol,CONSERVATIVE,NEUTRAL
he ate up all those conspiracy theories lovers the gqp is lost,LIBERAL,NEUTRAL
if you keep saying democracy only the morons will believe it,CONSERVATIVE,NEUTRAL
13654 and the oscar goes to lol,CONSERVATIVE,NEUTRAL
sorry trump 2024 duh,CONSERVATIVE,NEUTRAL
first women vice president not woman,CONSERVATIVE,NEUTRAL
i kind of thought some superstars coming in i mean the insurance is awesome reassuring and totally groundbreaking thank you jesus dont have to worry now,CONSERVATIVE,POSITIVE
looking forward to joe defending his hate anger and revenge accusation in the debatesuk4trump24,CONSERVATIVE,NEUTRAL
lindsey graham got fatter over the 3 yrs why he wears green,CONSERVATIVE,NEUTRAL
id never waste my time watching a minute of this circus show bsall of it is bsand that old man talking doesnt deserve half the quality of life that he has,CONSERVATIVE,NEGATIVE
vote for biden is a vote for the end wake up,CONSERVATIVE,POSITIVE
he said win that confli with china he cant motor the skills to say conflict,CONSERVATIVE,NEUTRAL
i wonder what are they clapping about ludicrous a bunch of clowns,LIBERAL,NEGATIVE
our economy wont last 4 more whos paying for joes gifts for the illegal votes illegal policies we are but he wont listen to us,CONSERVATIVE,POSITIVE
an angry man is compensating for a lack of inward confidence,LIBERAL,NEUTRAL
why would he need to cut the credit card late fees from 3200 to 800 if the economy is booming and citizens are better off than before he was president just sayin,CONSERVATIVE,NEUTRAL
