comment,stance_llama_8b,sentiment_llama_8b
funny i seem to remember democrats not loving their country anymore when trump won in 2016,CONSERVATIVE,NEUTRAL
hes destroying this country stand up for what are you blind,CONSERVATIVE,NEGATIVE
what a twisted liar,CONSERVATIVE,NEGATIVE
this is deranged,LIBERAL,NEUTRAL
oh my god what lies biden talks about only ones clapping are the democrats,CONSERVATIVE,NEGATIVE
republicans are horrible people,LIBERAL,NEGATIVE
now you decide the border is an issue how convenient with an election months away where have you been the last four years while illegal immigrants flood our cities living off americans how about taking car of our own homeless and veteransits shameful something needs to change in this country,CONSERVATIVE,NEGATIVE
one president speaks of optimism hope equality and plans and policy ideas for the future the opponent whines about 91 counts for his own criminal activities and wants us to know hed pick electrocution over being eaten by a shark which to choose,LIBERAL,POSITIVE
little marco rubio looked so cute all dressed in his daddys suit,LIBERAL,POSITIVE
2635 speech about to start,OTHER,NEUTRAL
biden is a wonderful president,LIBERAL,POSITIVE
electrical speech nailed it,LIBERAL,POSITIVE
the clapping politics that forces johnson and his party to stand by their legislationactions by not clapping is hilarious makes it so he cant clap for even the most simple of good goals like preventing child brain cancer or not being a country of political violence,LIBERAL,POSITIVE
a room full of showered clean well fed people,LIBERAL,NEUTRAL
yeah if were making all this stuff here in america why i cant get 6 prescriptions pills that i desperately need ive never see this shortage in my life have you seen the amount of money you have to bring when going going shopping 4 more years im going back to spain came here to take care of my friends mom,LIBERAL,NEUTRAL
the room is filled with self serving snakes,LIBERAL,NEGATIVE
wow look abraham lincolns long lost son of a nation president joe,LIBERAL,POSITIVE
one consolation eventually all are equal in their mortality you cant lie your way into heaven,LIBERAL,NEUTRAL
how can someone after hearing more immaturity from trump still support him,LIBERAL,NEGATIVE
great speech glad to see this fire the usa has been letting republicans kick sand in our face for too long,LIBERAL,POSITIVE
should be able to eject mtg a movie theater would toss her out for her behavior,CONSERVATIVE,NEUTRAL
play it at 2x speed and hes not only saying the right things but hes energetic and inspirational seriously though great speech hes done some good stuff and really not had major failures,LIBERAL,POSITIVE
great speak and he means it too bad antichrist trump will take everything away from us humans his followers maga short for magus satanist then there is joe giving to us benefits from our tax money,LIBERAL,POSITIVE
i am watching again so i can see the shame on the justice face they earned it criminals cannot serve in office and be a judge committing crimes for years,LIBERAL,NEGATIVE
omgso moving we are all created equal i love joe biden he is not too old,LIBERAL,POSITIVE
this speech is a disgrace biden and dems standing up for family values while they push abortion chemical castration and more filth get out of here,CONSERVATIVE,NEGATIVE
i cant stand even to look at mike johnson another spineless republican,LIBERAL,NEGATIVE
with them probably most of the hosts of heaven in attendance talking loud and saying nothing,LIBERAL,NEUTRAL
the usa needs to quit resting on its laurels and actually show them how to set the world right without going to war you cant change russia or china with funding wars against them youll only break the usa we shouldnt support any military but our own,OTHER,NEUTRAL
good speech,LIBERAL,POSITIVE
the supreme court justices have no right to be there traitors and insurrectionists,LIBERAL,NEGATIVE
lock this traitor up no old folks home no ice cream just a metal cage what a traitor and a coward to this country,CONSERVATIVE,NEGATIVE
watching and listening to this stinking pile of old horse dung makes me long for trump what a mean and crabby bully disgusting don,CONSERVATIVE,NEGATIVE
all those republicans are despicable republicans are against the success of this country vote them out,LIBERAL,NEGATIVE
the most divisive lost and unlikable president to ever be elected,LIBERAL,NEGATIVE
we need the government to get out of big pharmas pockets for medication to go down whose paying for those bazillion pharma productions continously on tv all day,LIBERAL,NEUTRAL
unbelievable america still has lead pipes they where all removed in the uk during the 60s and early 70s,LIBERAL,NEUTRAL
he is out of his mind both him and his master obama should go to prison,CONSERVATIVE,NEGATIVE
dude sounds the like patron santa claus of communism with empty promises,CONSERVATIVE,NEGATIVE
what a load of crap jan6th was not an insurrection biden uses the government to go after his political opponents obama and biden stood bywhen ukraine was attacked in 2014 trump used proven pressure tactics to get nato to pay its fair share trump would not abandon nato and unlike bidentrump did not start wars was very supportive of our military biden abandonded weapons to the taliban our partners in the field he gave iran 10 billion hamas 100 million and buys oil from iran and russia funding attacks on our soldiers biden is america last no matter what he says look at his actions biden has laws on the books to control the borderbut refuses to biden almist killed rhe economyis dragging us into wwiii he is divising the country and the worst president ever putting americans against americans,OTHER,OTHER
im now in the 200 below the poverty levelplease raise corporate taxes and the wealthycome onhow many times can you buy a house when most of us cant even come up with a down payment absolutely care givers and hospital assistants make less money and do hard hard work,LIBERAL,POSITIVE
buy defenseweapon companies stock now,CONSERVATIVE,NEUTRAL
the maga rabble are rude and anti democracy anti freedom weak minded cultists i pray americans vote them out em mass,LIBERAL,NEGATIVE
this president and vice president have become baffoons total jokes could you possibly imagine harris as president when biden goes to nursing home,CONSERVATIVE,NEGATIVE
i am glad that they changed him the batteries,LIBERAL,NEUTRAL
wowamazing statement about pre school stats so many children get left behind its ok to not want to go to college but if you would like to it should be possible,LIBERAL,POSITIVE
you do realize that all of those people sitting in there agree with what joe biden is saying they just dont want anyone to know it they want the benefit of everything joe biden wants to give us all but they want to take it away from you stop the republicans before you lose everything,LIBERAL,POSITIVE
surprised johnson was nodding with all the ukraine stuff,LIBERAL,NEUTRAL
surely only stupid people would vote against a party with such core values oh i see,LIBERAL,POSITIVE
permanent cease fire free palestine,LIBERAL,NEUTRAL
wouldnt it be amazing to actually be able to buy a home now its only a distant dream to me at 57 i will probably be in affordable low income housing,LIBERAL,NEUTRAL
great work joe 4 more years,LIBERAL,POSITIVE
worst president in us history gives a state of the union for ukraine not the american people this guy is delusional they did pump his veins full of coca in,CONSERVATIVE,NEGATIVE
did anyone notice how mike johnson was agreeing with joe for most of the speech even he knows right from wrong he couldnt deny what president biden was saying it blew me away even maga mike had to concede that joe was making were just,LIBERAL,POSITIVE
i have never felt more sold out as a american citizen in my lifewhat a bunch of babby boomers that are crooks,LIBERAL,NEGATIVE
im confused as to how dates can actually do things like peoplelike forget things,LIBERAL,NEUTRAL
thank you lord jesus please give these teachers a raise,OTHER,POSITIVE
crotchety is a good word to describe the old curmudgeons demeaner last night,LIBERAL,NEUTRAL
absolutely congratulations to jill biden too,LIBERAL,POSITIVE
does mtg really not know thats clown wear,LIBERAL,NEUTRAL
who gave that speech or what did they dope him up on that certainly was not the man weve been watching steady decline over the past few years,CONSERVATIVE,NEGATIVE
he a dangerous clown,LIBERAL,NEGATIVE
he was brilliant tonight,LIBERAL,POSITIVE
hey msnbc why did you allow there to be so many ads into this video of president bidens great speech the ads are very disruptive,LIBERAL,NEUTRAL
as a reader of body language one can see where maga mike would like to applaud but cant,LIBERAL,POSITIVE
its sad that people support the republicans and trump why is affordable healthcare so bad its literally free healthcare why is supporting ukraine so bad why do you want to support genocidal dictators like putin have you seen what hes doing in ukraine why cant you just let people live their lives without harming others why do you think letting an average civilian getting fully automatic guns why do you think billionaire shouldnt pay taxes but the broke lower and middle classes should these people dont share any of our values most republican supports in the us arent billionaires or politicians how can this improve your life in any way pls explain,LIBERAL,NEGATIVE
i ipocrita the jewish state killing palestinians by the docent and he has the audacity to talk stupidity,LIBERAL,NEUTRAL
those seals will clap for anything what a disgrace,CONSERVATIVE,NEGATIVE
such a terrible speech so much hate and division,LIBERAL,NEGATIVE
great speech unlike you know who with his mess and stupidity trump these world is ending soon because who in the world would choose trump to run this country really,LIBERAL,POSITIVE
oh pelosi go home take your dentures out she is a disgrace along with the rest of this admin cannot believe people want 4 more years of this clown,CONSERVATIVE,NEGATIVE
somebody get kamala harris a neck lift man thats some creepy skin,CONSERVATIVE,NEUTRAL
this scared me,OTHER,NEUTRAL
i am on disability for a rare spinal condition and now a brain tumor and make less than one thousand dollars a month now yet i donated to biden because i believe in him and believe in our democracy go biden,LIBERAL,POSITIVE
i see a room full of delusional sociopathic and narcissistic liars and thieves the true enemies of the american people threatening the supreme court was cool,LIBERAL,NEGATIVE
great speech mr president well deserved accolades i heard even fetterman dressed up for the occasion he wore sweat pants,LIBERAL,POSITIVE
is that a declaration of war on many groups of people and entire countries,LIBERAL,NEUTRAL
he has noooo clue of what he is talking about,CONSERVATIVE,NEGATIVE
americans will not relinquish 248 years of progress into the hands of an authoritarian dictator god bless america,CONSERVATIVE,POSITIVE
hummus green looking so wonderful in all covered with trump all over her and her big mouth that god bless her with and all the other republicans sitting there like little spoiled brats,OTHER,NEGATIVE
omg the more i listen the more i want him to stop this madness and this lying oh my how can citizens of the usa sit there and clap for this clown,LIBERAL,NEGATIVE
biden your kid was killed by an illegal immigrant just get over it trump your kid was killed by a gun just get over it one party,LIBERAL,NEUTRAL
i want him gone,CONSERVATIVE,NEGATIVE
look at his eyes he is evilhie eyes are black like the devil,CONSERVATIVE,NEGATIVE
you can see that mike johnson wants to clap more but knows he cant because hell get voted out as speaker,LIBERAL,NEUTRAL
this would be a great speech if any of it were true don,CONSERVATIVE,NEUTRAL
state of the divide address,LIBERAL,NEUTRAL
crazy thing is that border bill is 120 billion dollars 100 million to foreign governments and 20 to the border issue people are not quite that stupid yet you cant give us a potato and call it a tesla,LIBERAL,NEUTRAL
joe is a master at lying been doing it his whole career,CONSERVATIVE,NEGATIVE
you could pay teachers and cops and border patrol officers more and hire more if you democrat would quit giving our taxpayers money away,CONSERVATIVE,NEUTRAL
if people dont see that biden made everything worse your all blind,CONSERVATIVE,NEUTRAL
trump 2024 god bless america,CONSERVATIVE,POSITIVE
the affordable care act just keeps getting better but i think if biden admin can take a really good look and think about current situation of education during his second term give education the boost that it needs including raising the bar of the schools curriculum widen the spectrum of knowledge to reflect the millennia that we entered entered two decades ago there are disciplines arts and sciences that have cropped up and then improvements in the infrastructure of schools its a gargantuan task but a roadmap with expectations succeeding administrations can continue and pursue will surely rival the aca social security system needs a roadmap too altogether taken biden was great because he did great for his term no one with the right mind can deny bidens achievements greene was more like an annoying fly that was ignored delivery was great because he was mostly respected he deserved it there were moments where he had to repeat the two words that got switched but essentially easily forgotten by those who noticed as i in a general sense it was a powerful speech no country did better than any of bidens achievements the government needs to award more scholarships that are merit based on arts and sciences not just sportsoriented scholarships since theres a wide gap between the haves and havenots when it comes to tuition the rich who could very well afford tuition for even 3 or 4 others should subsidize a scholar 1 to 1 the rich have too much from decades of enjoying favorable regulation from the government they should subsidize other scholars,OTHER,OTHER
act now maga democracy is at stake denounce your dictator king trump this is america if yall want him to be your king set up your little country on an isolated island away from us people who embrace love unity have your king by yourself on your own tiny island and be happy and let us love warriors of humanity be happy peaceful,OTHER,POSITIVE
obamas puppet continues rewriting history especially about his coup detat,CONSERVATIVE,NEUTRAL
biden is a,OTHER,NEUTRAL
every state of the union theyre going to cure cancerdoesnt happen like all the other promises well some of them sometimesa little bit not good enough,LIBERAL,NEUTRAL
president joe biden lit the capitol up like a christmas tree with his state of the union speech and has effectively put the age issue to rest he has effectively made the case for his potus reelection the choice is now very clear for the american people,LIBERAL,POSITIVE
take a shot every time kamala harris stands up,LIBERAL,POSITIVE
support womens rights,LIBERAL,POSITIVE
i absolutely love that he moved right past high ranking military officers sarcasm is free from me pathetic,LIBERAL,NEUTRAL
the first 20 minutes is as fearful an expedition into the swamplands of america as youre going to get this year,LIBERAL,NEUTRAL
joe you cant love the scotus only when you win,LIBERAL,NEUTRAL
speaker johnson tired,LIBERAL,NEUTRAL
we the people are e pluribus unum god bless america save our democracy democracy prevails,LIBERAL,POSITIVE
god bless president biden and vice president harris and god bless the united states of america,LIBERAL,POSITIVE
man he came out swinging thank you president joe,LIBERAL,POSITIVE
biden is the best,LIBERAL,POSITIVE
10215 republicans cant even get behind billionaires paying the same tax rate as the working class,LIBERAL,NEUTRAL
whoever the reject is that was removed from the room for yelling is clearly unstable dont know who it was but if they are a government official he needs to be expelled from his seat send mtg out with him,LIBERAL,NEGATIVE
joe biden is the greatest president in his lifetime,LIBERAL,POSITIVE
all lies to save his bottom,CONSERVATIVE,NEGATIVE
look at the love for this man,LIBERAL,POSITIVE
mtg has no dignity whatsoever send her home shes a classic jerk,LIBERAL,NEGATIVE
absolutely what our united states of america is about pride respect intelligence and compassion thank you president joe biden and vice president kamala harris,LIBERAL,POSITIVE
what is the name of the gentleman sitting on the right of biden,LIBERAL,NEUTRAL
the louse speaker was getting a chubby when magat taylor greene was misbehaving so he had to text his son acounttabilabuddy,LIBERAL,NEUTRAL
the freakish rant by this seemingly insane person gave us no explanation for what our next course of action is it was all a fear mongering unhinged psycho rant it was like some angry old man just stood up in a movie theater and started yelling at the screen zelinski is blackmailing him i just wish zelinski would just let the news of bidens business dealings come to light a little bit more,LIBERAL,NEGATIVE
when joe got elected as president he said that now is the time for the country to be united and to come together to work together for the common good last night his sotu speech did exactly the opposite pretty disgusting this country needs a leader who will not infuse division among the american people joe must go,LIBERAL,NEGATIVE
if this wasnt so frickin sad i would be laughing,LIBERAL,NEUTRAL
ive been a republican for over 40 years voted for trump 2x not anymore no to trump trump is the worst president in my lifetime and he belongs in jail i want to see democracy and decency in america not lies and hatred that trump represents,LIBERAL,NEGATIVE
i wonder if those in that room truly fathom how despised they are by the american people,CONSERVATIVE,NEUTRAL
4846 republicans cant even get behind affordable insulin,LIBERAL,POSITIVE
id say lets get a lie count going but its pretty much the whole speech,LIBERAL,NEUTRAL
why was george santos there,OTHER,NEUTRAL
the smugness and condecending demeanor of maga mike johnson mr bible is disgusting he is the most hypocritical person in politics today and there is a lot of competition for that title,LIBERAL,NEGATIVE
biden its about time you go after the supreme court the gop is going to feel it in the election about what they did with roe v wade the supreme court has been compromised,LIBERAL,POSITIVE
yup i saw it mike johnson nodding in what looked to be agreement a lot there must be a conscience lying somewhere in there huh,LIBERAL,NEUTRAL
feelgood circlejerk of lies,LIBERAL,NEGATIVE
that was elmer gantry on the stage,OTHER,NEUTRAL
oh my god pitiful he really should be put out to pasture hes an embarrassment,CONSERVATIVE,NEGATIVE
why did that lady say tell joe was wearing white just for him,LIBERAL,NEUTRAL
if you notice president biden is a very affable affectionate guy with everyone its who he is hes very likable,LIBERAL,POSITIVE
america this is the best president you have ever had i truly truly hope you are smart enough and motivated enough to go out and vote for him this was his most powerful speech so far and i hope many more are to follow in the next couples of months he is totally fit to serve and definitely fitter than the other mentally deranged candidate you have who is running a campaign based on hate and unamerican values i wish you all the best for november go out and vote greetings from the other side of the free world the eu,LIBERAL,POSITIVE
look at that mike johnson s face yuck,LIBERAL,NEUTRAL
awesome joe thank you 4 more years,LIBERAL,POSITIVE
the fact that the republicans wont clap for medicare negotiating prescription drug prices is incredibly ironic considering they hate the the drug companies and love saving money apparently their distaste for big pharma is only outweighed by their ceding hate for joe biden and the dems its unamerican and pathetic grown men and women pouting like kids,LIBERAL,POSITIVE
dune 2 was such a great movie,OTHER,NEUTRAL
dark brandon strikes again i got chills thats our leader,LIBERAL,POSITIVE
they all sit down there with shame in their faces,CONSERVATIVE,NEGATIVE
maga mike looks distinctly uncomfortable,LIBERAL,NEUTRAL
if mtg has as much compassion for the families of murder victims as she claims she would not have been so callous towards the people effected by the sandy hook school shootings also i cant help to wonder if an hispanic republican was suspected of murdering a 22 year old woman if her family would get sympathy from mtg and all of the other magas or if her family would be thrown under the bus and denied justice so the magas could get his vote even if was even if he was guilty i am not saying being a hispanic republican or even a maga automatically makes some one a murderer i just cant help to notice most republicans in the white community have a double standard when it comes to dealing with people of color men of color outside of thier party are vilified while men of color in the gop can get a pass for breaking the law just like a lot of rich white men in thier party the way i see it the double standards are really more about politics than race i dont rich is worse at this point,OTHER,OTHER
great powerful speech,LIBERAL,POSITIVE
address the elephant in the room biden is losing it cognitively time to just let kamala takeover,CONSERVATIVE,NEUTRAL
i would rather have four more years of hope progress and peace than what the other side of the chamber represent 4 more years mr president,LIBERAL,POSITIVE
that face on mike the dominionist johnson is the face of a pathetic human who knows hes on the wrong side of morality and humanity,LIBERAL,NEGATIVE
msnbc coverage is the best ever thank you vote blue,LIBERAL,POSITIVE
biden has to quit trying to work with republicans that are just on the side of the wealthy and the corporations time to vote out uncooperative republicans and vote in democrats,LIBERAL,POSITIVE
nothing is made in america read the labels,CONSERVATIVE,NEUTRAL
emilydivider 6369 your glass is always half empty sad what a downer,LIBERAL,NEUTRAL
republicans cant even applaud the idea of people and corporations paying their fair share of course they cant grrrrr,LIBERAL,POSITIVE
oh my just looking at these people over all we need young folks in there don,LIBERAL,POSITIVE
how can johnson sit there and shake his head and roll his eyes to some of the most obvious actions that need to happen and benefit the american people tf is wrong with this guy,LIBERAL,NEGATIVE
12045 shall not be infringed,CONSERVATIVE,NEUTRAL
actions speak a lot louder than words biden why dont you actually do any of this stuff while youve been president,LIBERAL,NEUTRAL
does the republican immigration bill want to put children in cages again i wouldnt doubt it whatever joes predecessor wants,LIBERAL,NEUTRAL
4150 biden hasnt bought american he has been bought in america by china ukraine and probably others the only ones gaining wealth are he and his family,CONSERVATIVE,NEGATIVE
here you could see a true leader at work may his body be old his spirit his mind is obviously in perfect shape not only is he fully concentrated all through the time to the opposite of his progressively declining challenger each word makes sense and hes delivering a tangible vision projecting into americas future what an awkward shame is the babbling ranting republican clown compared to this dimension of personality as long as the us have such calibre of thought leader and pragmatic manager at its top i believe in america,LIBERAL,POSITIVE
you keep thinking that,OTHER,NEUTRAL
so what is the state of the union mr president you didnt mention,LIBERAL,NEUTRAL
he acts like the russians are coming but he and his cronies are the ones perpetuating all this all to line his his familys and his buddies pockets guess theyre going to have to steal this vote too all for a greedy senile old man,LIBERAL,NEGATIVE
there are far too many commercial interruptions during bidens speech itself msnbc or youtube stop this and broadcast at least the speech itself as every other media outlet does without commercial interruption,LIBERAL,NEUTRAL
what ajokenothing but a bunch of sellouts,CONSERVATIVE,NEUTRAL
same exact speech as 2023 and 2022 the good news is you are allowed to plagiarize yourself,LIBERAL,NEUTRAL
4 worst years 4 worst years,LIBERAL,NEGATIVE
sick of the republicans congresses giving rich and corporations tax breaks biden wouldnt go along with that kind of bs ever vote him in again four more years,LIBERAL,POSITIVE
political violence has no place in america thats rich coming from the party that supports criminals illegal aliens and antifa,CONSERVATIVE,NEUTRAL
every year i have to be paying back eight and 10000 in taxes ridiculous my kids are all grown and i have no dependent,LIBERAL,NEUTRAL
4230 the chips act aug 2022 where is it now majority of the money 52 billion was given to intel 39 billion what is intel doing with that money is it weird that the next year june 2023 intel announced an initial investment of more than 33 billion euros in a leadingedge semiconductor fab megasite in germany intel taxpayer money going to another foreign country nah couldnt be conversion rates usd to euros 2022 line up weird how that worked out huh typical american government bahavior just throw money at the problem,LIBERAL,NEUTRAL
great state of the union message may god bless president biden and the united states of america,LIBERAL,POSITIVE
best state of the union address ever superb,LIBERAL,POSITIVE
lets save democracy and reelect this president and give him a congress that works for the people the choice couldnt be clearer,LIBERAL,POSITIVE
day care is very very bad here in florida i had to pay 300 every week for daycare for my grandchildren 2and that doesnt include lunch and snack,LIBERAL,NEUTRAL
man my head isnt turning to mush listening to this compared to a trumps sotu speech,LIBERAL,POSITIVE
in florida the cheapest rent for a two bed is over 2000 and for a two bedroom apartment in west palm beach starting 3000,LIBERAL,NEUTRAL
speaker of the house is a worm no loyalty whatsoever to the us or to our president half of the room is trumpified,LIBERAL,NEUTRAL
obama care is very expensive for someone like me paying 489 a month insurance and i have to meet my deductible before the insurance pay anything to my doctor visit prescription any appointments i have to pay 50 before i can get anything from the insurance working thats not good insurance,LIBERAL,NEUTRAL
this is a bs speech a cheer to a loosing system the greatest military alliance of our time is china russia iran north korea,LIBERAL,NEUTRAL
he said that america does not leave anyone behind but what about us americans that we pay taxes and yet he let thousands of illegals into our country and yet gave them phones money and houses and still the right to have a driver licsense and at the top of all this we have to deal with all the violencemy god what a liar,CONSERVATIVE,NEGATIVE
biden opens the state of the union by saying hello to dianne feinstein after aides successfully fit the marionette strings to him he launched into his campaign speech it was obvious dementia meds finally met their match last night just so there were no serious embarrassments a fence was constructed around the around the capitol to keep him from wandering off grounds during the speech he received a standing ovation when he announced that he has eliminated junk fees for all migrants staying in new york hotels,CONSERVATIVE,NEGATIVE
flovent was raising prices so the new law didnt have anything written in to avoid them changing their name as a loophole now its not covered by insurance and its 300 and the one that is covered now has a supply shortage and you cant get it my son really enjoys breathing so we now have to pay the 300,LIBERAL,NEUTRAL
our president said check the facts,LIBERAL,NEUTRAL
our president may have somewhat of a speech impediment but at least he talks sensibly id rather have somebody up there thats logical and of sound mind and body so what if he makes a couple of slipups,LIBERAL,POSITIVE
biden has more wisdom and passion in his speech than donald trump will ever have in his whole life,LIBERAL,POSITIVE
mike johnson can go straight to hades and so can the sambo sell outs,LIBERAL,NEGATIVE
yeah he just said it all to the republicans take that republicans see what your fearless leader gonna say about that now donald trump,CONSERVATIVE,NEUTRAL
he nailed this to the wall he just did,LIBERAL,POSITIVE
what was the guy yelling up in the balcony at 11720,OTHER,NEUTRAL
what do they mean they bought a degree i was not selling a degree,OTHER,NEUTRAL
if everyone including the corporations and extremely wealthy paid 10 of total earnings we would not only be debt free we would be completely sound with healthcare with feeding children with education our countrys infrastructure would be fixed transportation would be secured families all across the country would be housed,LIBERAL,POSITIVE
i am not commenting looking for an argument just sharing my opinion and exercising my right to free speech while i still have it this speech was nothing but half truths which are essentially lies and empty promises inflation is up well over 3 by my personal observations grocery prices have increased between 2540 and my housing cost 80 just in the last couple years i am aware that the stimulus approved in 2020 was under trumps leadership which is part of why i am not looking to argue every where we look in big cities we see more and more tent cities popping up this tells me that more and more people simply cannot afford to live our economy is not the best it has ever been this isnt even a half truth it is a bold faced lie as for his claim that more companies are opening american based factories this is a twisted half truth look at gm they are closing most of their plants located in erie pa and thousands of hardworking people are being laidoff yes they are opening new plants in el paso tx where there are no unions and pay can be decreased it would also be my assumption that it will not be americans gaining employment there either open your eyes people watch independent news sources and check the facts yourself as everything comes with a bias i would strongly encourage everyone to stop allowing so much division whether you are left or right leaning you are still picking an apple from the same tree ultimately we are want the same things what is best for our country and our families we need to find a way to be united and realize that those in power whether right or left do not have our best interests in mind or at heart,OTHER,OTHER
2330 chant 4 more years if you hate the us,CONSERVATIVE,NEUTRAL
great state of union speech gop needs to open their ears and listen,LIBERAL,POSITIVE
no all of this needs to stop im sick of spending 400 a week just for eggs and milk,LIBERAL,NEUTRAL
theres doctor pill popper from traitor trump white house never again,LIBERAL,NEGATIVE
is mike in actual physical pain,LIBERAL,NEUTRAL
i told you my dad does drug rehab i am a spa therapist a huge contrast and ima failure in huntsville and i have served the black community with works and massage therapy thats why i do not support blck business because they do not support me i do not own a car and they want to know if i need any extra money that arrives is this a complete life house home and car a city degree for massage or doing hair is illegal so i can just set up shop and start doing hair or massage without a license,OTHER,NEUTRAL
is that wee fella johnson waiting for his mammy to pick him up,LIBERAL,NEUTRAL
this was the most fascist thing ever americans need to wake up we the rest of the world dont want war your leaders want war and its bipartisan,LIBERAL,NEGATIVE
joes wife is his mortician,OTHER,NEUTRAL
yes remember that statement mr president and do not stop being an american when you loose they like to tear speeches and are revengeful,LIBERAL,POSITIVE
kamel standing there like holey crap they still think i know what im doing what a bunch of suckers,CONSERVATIVE,NEGATIVE
mike johnson should have torn up the paper copy of bidens speech exactly like pelosi did simply to see the news reaction,CONSERVATIVE,NEUTRAL
the supreme court judges are twisted and clearly working for traitor trump,LIBERAL,NEGATIVE
enough about ukraine what about america no more money to ukraine a nation that is 34 trillion dollars in debt has no business giving away money to other countries before fixing our own,CONSERVATIVE,NEUTRAL
mrs taylor greene has no taste at all disgusting,LIBERAL,NEGATIVE
not bad at all joe i still dont understand how so many low and middle class americans support a party that fights for the rich i guess as long as they say we wont let anybody mess with your guns they dont care more likely theres just too ignorant to understand,LIBERAL,POSITIVE
people can barely afford gas and groceries but yet the most important thing in the world is to pump billions and billions of more dollars into the ukraine oh and dont forget a bunch of cars free money and shelter to illegals in new york and other large cities while minority population they claim to champions suffers,CONSERVATIVE,NEGATIVE
maga a corrupted supreme court and trumpism is going to be the undoing of this nation wait and see,LIBERAL,NEUTRAL
how about defending the republic you are not the one mr president,LIBERAL,NEUTRAL
we are going to have to order our clothes and things from other countries pretty soon with all are stores closing out and no tru cks to get them to us,LIBERAL,NEUTRAL
republicans cant even stand and clap when our president extols the virtues of buying american and building american products with american labor this should tell you everything you need to know about republicans,LIBERAL,NEGATIVE
republicansusa new opposition party jobs children border anything good they willhave opposed it,LIBERAL,NEUTRAL
is the applaud button stuck this whole thing is a joke politicians coming in like rock stars,LIBERAL,NEUTRAL
we are by and large a nation of immigrants the only people who were here before the rest of us are the native americans,LIBERAL,NEUTRAL
i would love to see prescription caps it costs over 4000 a month for my insurance to help pay for my monthly prescriptions i take two insulins two mental health meds and one pain med over 4000 a month i have to pay a small percentage but im on disability and dont get much less than 1100 a month to barely survive when i had cancer it was one of the worst things i had been through between that cancer and going through the pandemic at the same time it was nearly impossible to get safe transportation seeing first hand how little people were cleaning their vehicles between passengers leaving folks exposed to that virus people who were already health compromised were being put in jeopardy if we cant be human enough to care for other people are we really fair to our own families i ended up with covid twice during the time i was fighting cancer trust me it wasnt fun missing medal appointments because i couldnt leave my home just set back my treatment and my health being disabled also complicated this i want a healthcare that is affordable accessible and for the people,OTHER,OTHER
you say political violence has no place in your government yet you have your appointment tied down with endless lawsuits that are all failing trying to take him of the ballot both parties see what is being done you are the president yet all you talk about is your opponent and how awful republicans are please unify our country stop pointing at someone else and january 6th for all your problems and short comings,LIBERAL,NEUTRAL
a true american would have never sold us out you should be arrested for treason and be sent to prison old folks home joe i will not back down no you wont cause you already fell down the stairs many many times,LIBERAL,NEGATIVE
that was the best state of the union ive heard in years four more years,LIBERAL,POSITIVE
what a disaster lol,LIBERAL,NEGATIVE
me going to my home state made yall loose your mind all the victins were happy if you were my attacker that what should have happened i have a profession and if these two to three modeling jobs a year is driving yall mad thats why i do not live here i am getting my stuff so i can go,OTHER,NEUTRAL
what a looser,CONSERVATIVE,NEGATIVE
both sides are not the same,LIBERAL,NEUTRAL
a mortician dressed joe and put on his makeup on,CONSERVATIVE,NEGATIVE
great speech vote blue,LIBERAL,POSITIVE
this thing belongs in a mental institution,CONSERVATIVE,NEGATIVE
mike johnson we all know them someone completely out of their depth but their arrogance and lack of self awareness blinds them to the fact he looks constipated throughout this sad,LIBERAL,NEUTRAL
pulling the wool over our eyes again,LIBERAL,NEUTRAL
you can see the hunger for presidential leadership in that chamber and in the usa at large you can see and if you have a brain you can perceive and support how joe biden has now stepped up to the plate what a relief trump will have a very very hard road ahead of him politically given his record and what we know beyond any doubt of his character quite aside from the colossal financial penalties he is now scrambling to come up with and the 91 criminal charges he faces for which he will be jailed if convicted of any one of them its beyond absurdity beyond amorality almost beyond belief that the gop chooses this despotic proven crook this lickspittle toady of the russian dictator as the republican candidate only joe biden stands between trump and his return to power only joe there is no alternative but to vote for bidenharris in 2024 no alternative whatsoever,OTHER,OTHER
joe has this,LIBERAL,POSITIVE
i need a mature proper order so before you get a dna sample or hair sample or finger print on my childs stuff you want me to take it to the land field what if the grandmother is the helper and murderer you all are pathetic that destroys the evidence but i know the evidence was contaminated so it needs to be handle by someone you all hired to do that job the bank employees are doing witchcraft and asking m who i sent somwthing too that is why they are connexting to me the walmart paeking lot is full of weed the human can not handlethat so tjey are breaking my neck like kids climbing up something trying to get away like people flying out a building that is trambling i also teach people how to remain calm when they are in danger i cant do that all day freeof charge they like to keep a little wage theft going on in huntsville because maybe they feel guilty of what they did to good white people for theor freedom i,OTHER,OTHER
this country is falling apart im genuinely scared for my life,LIBERAL,NEGATIVE
blk people i did not hear too 13224 much or anything regarding your wellfare,LIBERAL,NEUTRAL
he appears to be perfectly coherent and alert to me,LIBERAL,POSITIVE
joe the lion biden,LIBERAL,POSITIVE
standing ovation 4 more years,LIBERAL,POSITIVE
i always wondered why those older people dont have to retire like we do we need younger representstion,LIBERAL,NEUTRAL
so this is how democracy ends with thunderous applause,LIBERAL,NEUTRAL
stop the bleeding he belongs in a home,CONSERVATIVE,NEGATIVE
that was surprisingly great,LIBERAL,POSITIVE
raise corporate tax and the jobs go overseas brilliant biden has spoken,LIBERAL,NEUTRAL
