comment,biden_stance,trump_stance
its not fair because its not true,NONE,NONE
its not fair because its not true,NONE,NONE
thats right,NONE,FAVOR
the recipients need to raise up to,NONE,NONE
the recipients need to raise up to,NONE,NONE
what about recipient,NONE,NONE
thats right,NONE,FAVOR
not me you didnt make sure that for me im the hunt family,NONE,NONE
racist terror no got worse its really is very hard to get a job now is based off your credit benefits amount going down for people thats really struggling peoples so much to live in a program the program not offering enough everything,NONE,NONE
kindly adding designation srvice president as above sending sentances,NONE,NONE
respected sir kindly sending me auto pivot airoplane as per as soon,NONE,NONE
im not an american but i will tell you what i think about watching this debate it was painful biden is a good guy hes a good man good person but a good people never win in this world if you want a person who is going to think about about america only vote for trump,AGAINST,FAVOR
ill take kamala at this point,FAVOR,AGAINST
i did not get a 10000 tax credit and i owed taxes,NONE,NONE
can any of the nominated debate about the world of billions can anyone do that,NONE,NONE
biden you dont even know what you allowed on abortion,AGAINST,NONE
why arent there new challenger to join the election of us presidentits all old people,NONE,NONE
its up to millinals now this burden biden has been put on us,FAVOR,NONE
heal our country step away from biden and fake news,AGAINST,FAVOR
we need to come together as a people and not let biden lie like this we are better than this,AGAINST,FAVOR
biden memorizing his democrat script trump on the fly,AGAINST,FAVOR
its a crime to be poor in america,FAVOR,AGAINST
its a crime to be poor in america,FAVOR,AGAINST
its a crime to be poor in america,FAVOR,AGAINST
its a crime to be poor in america,FAVOR,AGAINST
everything trump said is a lie to biden whats going on here,FAVOR,AGAINST
did you hear him ah ah ahh you can go to a doctor and he can decide what your situation is thats how these people think to the core that decisions are left to the masters and you cant be the master of your own life,NONE,AGAINST
the average man is dying biden,AGAINST,NONE
the average man is dying biden,AGAINST,NONE
the average man is dying biden,AGAINST,NONE
i can barely afford food,FAVOR,NONE
go trump,NONE,FAVOR
debate was all about number one and number two,FAVOR,FAVOR
how on earth is this muppet biden even able to run for president just baffles my mind what has america got themselves into,AGAINST,NONE
go united states of america go united states of america go united states of america,NONE,NONE
this is soo embarrassing,NONE,NONE
theres not debate trump is the winner even before the debate,NONE,FAVOR
my son was not a sucker or a loser,NONE,NONE
trump even comliments biden while biden only hates on trump,FAVOR,AGAINST
wish indian pm had the guts to go on debate with opposition leader rahul gandhi face to face just like biden and trump,FAVOR,FAVOR
the prime vs the skibidi,NONE,NONE
15000 new job with 3 year working experience and 99 percent chance to fail interview later we have labour shortage me bruh,NONE,NONE
who else went straight to the comments,NONE,NONE
10 pushups minimum to be in office,NONE,NONE
trump trump we love trump,NONE,FAVOR
dear americans maybe ben shapiro should be your president isnt he quite the opposite of joe biden couldnt he even be called the opposite of donald trump in a certain way although this is not only a joke but irony please dont get me wrong i dont hate him i dont even think he is completely lacking compassion i just think that he is lacking compassion to a greater extent than joe biden without knowing any of them personally greetings from germany,FAVOR,AGAINST
bro said 100120 bruhhh are you slow its more like 500 for groceries instead its up 5000 percent,NONE,NONE
talk about ur age concents biden not gibberish,AGAINST,NONE
no respect for women can bring the downfall of any kingdom whether its the ancient empires or the united states of america the generations suffers for the time immemorial making woman a topic cant let you become the president or prime minister as long as you dont work on for realmost politicians though talk about womens rights are themselves engaged in woman traffickingmost leaders exchanges woman in the name of protection of their countries devastating,NONE,AGAINST
the us has had a run not the best run but a run how do we want to wrap this up,NONE,NONE
rfk should have been included in this debate,NONE,NONE
when you have to go to work after a long night out,NONE,NONE
whos watching after trumps victory,NONE,NONE
im from other counter and why thus biden looks like hes 1hp left,NONE,NONE
2134 is a gem of a clip biden fully confused and suprised at the same time,FAVOR,NONE
is this journal supporting sloppy joe for real,FAVOR,NONE
cnn provided the full script of this debate on their site the number of the word idea is 38 doubt it,NONE,NONE
who won the debate,NONE,NONE
pensioners debate how boring,NONE,NONE
i feel bad for the presenters,NONE,NONE
interviewer asks question about childcare biden and trump im the best no youre the worst 3x over,FAVOR,AGAINST
when biden was listening it seems to me that hes listening to a foreign language he doesnt speak lol,AGAINST,NONE
fight fight,NONE,NONE
man i watched this entire video trump i was better biden liar theyve no vision they think theyre talking about important issues but theyre not waste of my time,AGAINST,AGAINST
1920 biden contradicts himself on abortion really does sound he would terminat a 9 month old pregnancy,AGAINST,NONE
am out here liking every comment and am zimbabwean,NONE,NONE
one love one,NONE,NONE
yes trump is right,NONE,FAVOR
reminds me of the early roman republic rivalry between optimates vs populares optimates faction sulla and cicero defending the roman republic populares demanding reforms and other privileges decline of the roman republic led to rise of roman empire,NONE,FAVOR
i wonder if biden was given straight 10 mins to speak on what he want probably he will swallow himself,NONE,NONE
thanks yes you are right biden was beating himself,NONE,NONE
whos won the first round of debate,NONE,NONE
air pistols soundings are correct here therefore we must say it isa possibilitystiid55,NONE,NONE
bunch of big,NONE,NONE
thank you bush for libritor iraq,NONE,NONE
it seems like politics is coming to an end,NONE,NONE
they do enything for siting on achear and they forget whean he dai what gone tell to allah god,NONE,NONE
anyone else notice trump not being able to directly answer a question instead feels his time is better spent arguing bidens previous points,FAVOR,AGAINST
the idea is that biden has no idea what he said,NONE,NONE
i urge all of you to stay strong especially after what happened today you have to try harder than that to take out trump,NONE,AGAINST
biden looks more lost than lucy in 50 first dates,AGAINST,NONE
they trust us americans not you joe biden,AGAINST,NONE
biden cant even stay on topic complete 1 coherent sentence my cheeks are literally flushed by secondhand embarrassment,AGAINST,NONE
what south park character do you think is going to play joes bit im thinking jimmy butters mr poo,FAVOR,NONE
i think biden is more lenient and have the right to continue his presidency coz he help the needies countries than trump is full of vengrance and he is a money face,FAVOR,AGAINST
yup am reading comments laughing out loud typing and watching at the same timedidnt know am soo gifted to serve four masters at the same time until i watched this debate yet am unemployed and planning to apply for visa to the states,NONE,NONE
the cringe is overwhelming,NONE,NONE
its like watching the movie called grumpy old men im wheezing,NONE,NONE
im confused is trump allowing abortion or not,NONE,AGAINST
it cost 2000 for one visit of a sh therapist,NONE,NONE
i hopetrump wins he sounds like he can fix this,NONE,FAVOR
i like donald trump is a good president people are trying to knock him down but he is a good president we wouldnt be where we are now if it wasnt for the president trump if he was president things will be better vote for donald trump,NONE,FAVOR
mickey mouse joe is the lier that ever walk the face of earth,AGAINST,NONE
keeps saying what i was left you had 4 years i hate this man with a passion,FAVOR,AGAINST
13818 minutes of trump speaking facts,NONE,FAVOR
religion all the same,NONE,NONE
blue wins,FAVOR,AGAINST
what neonazis have inherited from original nazism я никогда не стану президентом,NONE,NONE
12612 these are wars that will never end should be one of trumps slogans because god damm i even felt bad for biden when he said that,AGAINST,FAVOR
whoever is voting for biden clearly doesnt no whats going on and even without noing all that can u not see he isnt fit to do the job hes clearly not with it some say not well i say not human,AGAINST,NONE
well that just makes sence no wunder there trying to get him in even willing to assanate trump to get him in bet its alot to do with the abortions making them give birth first seen as they need babys sikos,FAVOR,AGAINST
10433 hopefully trump will get us in the reiko accords because we need a drastic change,NONE,FAVOR
it is better for trump not to show himself in open spaces since he is against the war and since biden knows no boundaries otherwise kennedy already somehow wanted to nationalize the us federal system also went against powerful elites and kennedy was killed by a sniper shot it is always necessary to look at who benefits and not the official versions of the corrupt us special services like a madman shot,AGAINST,FAVOR
10433 hopefully trump will get us in the reiko accords because we need a drastic change,NONE,FAVOR
next time u have to say the audacity you gotta give them the biden look,FAVOR,NONE
every time biden looks at trump he sees him for the very first time,NONE,AGAINST
cant wait for zombie vs zombie part ii,NONE,NONE
this is most embaressing debate ever they both look so fake,NONE,NONE
biden were done talking about the debate its time to put trump in the bullseye he did it,FAVOR,AGAINST
stop talking about other countries lets fix our country usa this country needs help too usa usa usa,NONE,FAVOR
cheap healthcare and forced child support adding to a broken structure,FAVOR,AGAINST
our economy is better than a majority the inflation the biden administration did is whats killing us,AGAINST,FAVOR
trump almost died today think about that,NONE,AGAINST
is this mans carer in the audience what time does he have to go back to the retirement home cause i think hes ready for his nap,FAVOR,NONE
this is our best and brightest,NONE,FAVOR
from the heavens the people at the bottom america your grace has fallen and your glory no more,NONE,AGAINST
these guys are both complete jokes,NONE,NONE
12354 why did they start arguing about golf,NONE,NONE
at least trump has got power in hos voice when he talks biden is the example of what getting old seems like and they only 3 yrs apart biden voice is draggy slow soft and weak like his aura lets be real,AGAINST,FAVOR
does anyone think the second debate will be any different if biden does start in the race there will not be a 2nd debate,FAVOR,NONE
biden nailed the closing statement,FAVOR,NONE
this is the ever best election thing in earth finally we can laugh with joy thank president biden and deeply loverbly president donald trump,FAVOR,FAVOR
our choices have come down to a man who absolutely should not be president and a man who absolutely cannot be a president,FAVOR,AGAINST
a home is made of parents and children the behavior of a child such as expressions gestures tone of voice and way of thinking is influenced by repeated experience that an individual would adapt if there is comfort if there is hardship the individual will learn to oppose the reason for hardship becuase an individual would not want others to feel the same way it is a childs natural behavior to not share an experience that hurts because fear existed first than any other feeling before a baby cry fear from spanking is the first before a child feels happines fear of losing a childs parents goes first before an adult feels anger hes been literate enough to see conflicts in a global level happiness only child who grew up with their parents feels it do you remember getting lost not knowing where your parents went when all along they were holding you with their hands inside a mall isnt it total happiness to know they didnt lose you and you didnt get to be picked by a stranger,NONE,NONE
i hope amerikan people find president like kennedy young full power and energy you need it today i dont know trump but remember what happen in capitol ugh,FAVOR,AGAINST
id vote for trump but hes dodging too many questions,NONE,AGAINST
are these really live it doesnt say it is live it has a duration of 1 hour 38 minutes and eighteen seconds earlier too i only feel it is life when im high with meth these guys wouldnt know me anyway who am i for them to know me i even dont remember their gestures it is not live its what the playscreen says it was live before i saw it i love meth it makes everything true for me ahehe true true true true true,NONE,NONE
i am from finland and have to say biden isnt ok is he ill sometimes i think he is out what is wrong,AGAINST,NONE
no that 100 basket of groceries is now 320,NONE,NONE
trump is clueless,NONE,AGAINST
thank you for your service mr president now its time to leave the office with some modicum of dignity and also giving your party some type of a chance in the election,FAVOR,NONE
you could believe they r coming from parallele worlds where things are the opposite,NONE,NONE
1411 biden has seen the other side,FAVOR,NONE
stupid garbage by both parties the idea that the us is a 3rd world country or that the us is uniformly disrespected is just as preposterous the us despite the junk from both parties and their stiffling burocracies continues to expand its enormously capable infrastructure and its monetary value that makes deficits irrelevant the most relevant issues relate to extent to which government monopolizes scarce resources especially labor and hinders creativity by failing to reduce and consolidate outmoded unnecessary laws and regulations while failing to put far more emphasis on protecting us from domestic white collar and financial system crime and deeply rooted highly dangerous actual and latent cyberattacks by hostile countries esp russia nkorea and china,NONE,NONE
triple hearts,NONE,FAVOR
the seating arrangement was strict he else knows how compliant am i trumpy boy,NONE,AGAINST
this is cruel why is his family not stopping this circus plus they both making americans look total nobs you get what you vote forin uk nob is insult not door handle,AGAINST,AGAINST
why do we have regular seats in balay silangan when we eat did you put some sort of bacteria in my food who ordered it then,NONE,NONE
biden increased inflation in america too much trump should win the elections,AGAINST,FAVOR
i cant believe we only have these two as our only choice so depressing,NONE,NONE
its amazing how biden can deny about the border problem,AGAINST,FAVOR
i still dont understand how a country like the us most of the time elect people too old to run a country like theirs i mean there are great potential candidates young and energetic to run such a great country the good thing is next election will have new candidates for americans to choose from,NONE,NONE
thats right blame it all on the immigrants talk to any political scientist trumps just like any other populist making america great clean water and air to solve climate change saying that biden is just about a criminal at least he wants to tax the rich and address the issues with actions not banter i think america could do with smarter leaders and biden is getting on in years but he seems to know how grave the situation is while trumps all about charm,FAVOR,AGAINST
notice the hand signals to biden from the moderator,FAVOR,NONE
and by the way,NONE,NONE
1203 we finally beat medicare,NONE,NONE
biden really believes people like him their whole establishment stinks,AGAINST,FAVOR
first trump takes credit for initiating the pull out from afghanistan then blames biden for inciting war because oft he pullout biden isnt fit far from it but its scary to have the peach from james and the giant peach in the most powerful post in the world,FAVOR,AGAINST
that is somethingi love in american drmocracy,NONE,NONE
and yet we are a superpower go figure to all the people that say this country is the greatest in the world i suggest opening your eyes a little wider,NONE,AGAINST
you are right mrpresident trump we are sinking fast under bidendid so much better with trump in charge he is the real man for the job,AGAINST,FAVOR
a cart that cost 100 the now cost 140,NONE,NONE
shouldve just had jill up there so it could be a real debate amongst presidents,FAVOR,NONE
i just won two club championships not even senior,NONE,NONE
joe is so out of touch he doesnt understand he has the lowest rating of any president and the entire world is laughing at us both these old men need to retire immediately,AGAINST,AGAINST
trump i dont know what biden said i so confuse too im very confused smh,NONE,NONE
trump i dont know what biden said i so confuse too,NONE,NONE
remember this there is a low occult campaign to start and discredit a honest stuttering president by emotional and not on substance triggers their plan as internal foreign plotters wont work against young and good hearted positive people,FAVOR,FAVOR
bother their response to drug addiction is equivalent to blame the gun not the person,NONE,NONE
this was a bad night but joe biden is far more capable and id much rather have him in office than a convicted criminal,FAVOR,AGAINST
looks like neither of them are a good fit for president of the us neither of them have a concrete idea of doing something better other than just blaming each other waste of time,NONE,NONE
the debate,NONE,NONE
2227 brandon just speak to them,NONE,NONE
im on disability and i dont have insurance,FAVOR,NONE
im an australian i really shouldnt be weighing in on this but im worried real worried about what this election means for the world especially the allies of the us i think were fd either way pray for the world,NONE,NONE
roe v wade is the most important issue and biden is prowomens rights vote biden,FAVOR,AGAINST
1000 biden got all the questions pre hand,AGAINST,NONE
as an aussie this is gold haha trump v what ever that mumbling thing next to him is,NONE,NONE
honestly all the inflation talk when trump was president as a single mom i could afford to provide for me and my daughter but now im thankful to have a partner to help me because when biden came into office i lost my home my vehicle and many days my daughter was the only one to eat my job didnt change i worked 16s multiple times a week to try and keep a roof over my families head,AGAINST,FAVOR
most of the time biden stood with his mouth slightly open it was noticeable that he was trying to understand the essence of what was happening and these efforts were extremely difficult for him only a blind person would not see that an old sick person needs to retire,AGAINST,NONE
when history is written trump will go down as the best president of this century and possibly the best president ever since general george and t is right that the world hates biden and loves trump and the more the propaganda empire villianozes trump the more everyone loves him because we all know how stupid everything targeted against trump the only ones who thinks its legit in the cnn zombies no one that thinks for themselves thinks anything but that trump is a true patriot and might very well end up saving our country from being taken over by communist criminals masked as democratic socialism even president reagan said if communists rears its ugly head and sneaks in it will be under the guise of democratic socialism and through the democrats and dnc trump worked harder than nearly anyone before him every time biden starts with his turn he says everything he said are lies not true blah blah biden is a criminal that steals from taxpayers and he thinks he can say who a patriot is definitely not him or his lackey friends,AGAINST,FAVOR
when history is written trump will go down as the best president of this century and possibly the best president ever since general george and t is right that the world hates biden and loves trump and the more the propaganda empire villianozes trump the more everyone loves him because we all know how stupid everything targeted against trump the only ones who thinks its legit in the cnn zombies no one that thinks for themselves thinks anything but that trump is a true patriot and might very well end up saving our country from being taken over by communist criminals masked as democratic socialism even president reagan said if communists rears its ugly head and sneaks in it will be under the guise of democratic socialism and through the democrats and dnc trump worked harder than nearly anyone before him every time biden starts with his turn he says everything he said are lies not true blah blah biden is a criminal that steals from taxpayers and he thinks he can say who a patriot is definitely not him or his lackey friends,AGAINST,FAVOR
lets go brandon,NONE,FAVOR
nato has become a transnational corporation disadvantages of globalization that is trying to dictate its will to the united states and europe supranational level to recruit their presidents perhaps promising them something or maybe covertly threatening them after all nato is geographically located in brussels europe and not in the united states,NONE,NONE
biden was just lucky to win the election 2021 while the us people mistakenly thought that trump was not coping with the coronavirus the us people thought that biden would do better in 2021 and did not even imagine what kind of mess they would get into with this biden biden has worsened the country in all directions inflation the southern border life has become expensive and unsafe further more biden does not care about the people at all when they tell him about it he smiles and when asked what you say why people are unhappy he answers i do not blame them for being unhappy how high is bidens ego a lot of narcissism,AGAINST,FAVOR
why is biden trying to brainwash everyone allegedly russia is trying to restore the ussr this is nonsense the reason for russias actions is that the united states sponsored a coup in ukraine in 2014 and then they began to exterminate the civilian population of donbass to bring nato troops into ukraine pulling them up to the borders of russia and this after russia left the gdr in 1994 it was russia that ruled a country like the ussr believing natos promises and bidens son participated in bioweapon laboratories created by the united states and ukraine on the territory of ukraine russia is just ensuring its security at one time the united states helped destroy the ussr and among other things split ukraine from russia russia does not interfere with europe in any way ukraine is not a member of the european union but europe is very concerned about russophobic sentiments because of economic envy to the point that europe has the audacity to supply weapons to ukraine it is clear to everyone what kind of organization nato is and by whom it is run if russia wanted to there would have been no europe for a long time but russia does not do this because it understands that it is necessary to ensure peace and prevent a big war only to protect its borders and russian people and to stop the lawless power in ukraine that came through a coup in 2014,NONE,NONE
biden is trying to explain with open flattery and words the united states is a great country that his presidency is very good that is in fact he is not praising the country but praising himself,FAVOR,NONE
bidden need stay at home and play with his kid he is too young to be president,AGAINST,NONE
alright watching biden saying weprofudodp prusic forece aah is a bit weird greetings from russia,AGAINST,NONE
biden talks such nonsense about taxes and always says number 1 number 2 as if some psychologist taught him that he should always bring at least 2 counterarguments even if they are sucked out of his finger and complete nonsense,AGAINST,FAVOR
i heard biden say that he had cut spending on black children how he can say such a thing on a public tv well as for drugs what trump says under biden has increased of course and biden apparently takes them and zelensky and for the the armed forces of ukraine are needed because they come from somewhere its clear from where so its clear that biden is to blame for this,AGAINST,NONE
joe biden worst president in usa history is what hell be known for,AGAINST,NONE
1152 bruh theres no absolute way,NONE,NONE
he just had a cold and a bad night,NONE,NONE
trump is so bad mouthed the indirect shade they sound like old married couple in counseling or going through divorce,NONE,AGAINST
when biden speaks im just reminded of 3rd grade school plays where i just said my lines so i can go back home drink my strawberry milk no passion behind it just saying what they wanted me to get out no pushing to get more words out no emotion it just feels like these questions were rehearsed for biden to respond to they cut him off before he can get any more incoherent or redundant in his ramblings i really hope even if trump loses they just let him out enjoy his last days in his own world i really feel bad for the guy theyre squeezing all they can out of him like rolling toothpaste,AGAINST,FAVOR
i dont know if biden is under influence of drugs or,AGAINST,NONE
is biden even alive during this this is like watching weekend at bidens,AGAINST,NONE
the idea the idea and by the way mumble mumble,NONE,NONE
bidenmmmmmhjduejhhsmm trump i dont know what he said i dont even think he knows what he said,FAVOR,NONE
liar calling another person liar what a liar,NONE,NONE
trump why did you not say your the only president to sign a bill making easy access to medicated assisted treatment to get people away from and off that eventually killing the cartel cause you signed easy access even in rural areas people far away can see an online private doctor keep their privacy and get help therefore you already saved millions of lives cause it use to be hard to get help your bill to make medicated assisted treatmenteven available online even for rural areas where docs are impossible to reach you made online help possible you already saved millions with that single policy the answer is not lock away people who have unintentionally had a car accident or an issue it is getting them help especially for our own citizens returning their lives back to work leading productive lives i can expand on how well of a job you did and name all the lives saved because of the easy access bill that you signed making alternatives available i personally know many lives saved cause of that millions returning back to productive lives working living life again,NONE,FAVOR
moderators push trump for specifics answers but let biden ramble and avoid difficult responsestotally trying tip this in bidens favor,FAVOR,AGAINST
a really old man or a really bad man biden has my vote,FAVOR,AGAINST
biden looks lost as always,AGAINST,NONE
title should be who is least worst,FAVOR,FAVOR
did biden say i spoke to all those people who had died when talking about d day,AGAINST,FAVOR
that was embarrassing,NONE,NONE
did trump answer any questionsbillions of billions of unanswered questions imagine a debate where there was zero finger pointing and questions were actually answered,FAVOR,AGAINST
these guys,NONE,NONE
im so disappointed god help us,NONE,AGAINST
i think a cognitive skills test should be done on any candidate before taking charge im literally zoning out on the stupidity and lack of logic and reasoning sir please step aside and calm down,NONE,AGAINST
its kinda frustrating that a lot of the questions they are asking are not being answered by either person,NONE,NONE
rip the baby out on the 9th mouth is he talking about premature births woman are pregnant typically for 37 to 42 weeks 85 to 96 mouths,NONE,AGAINST
flip up the laptop and see how many secrets youve sold over the years and made millions of dollars you and your son lets see who the real criminal is here it was he remember you wouldnt be sitting in office today if that laptop had been open so lets say you did still the election,AGAINST,FAVOR
biden is the indian version of manmohan singh,NONE,NONE
you can tell when biden starts to lie is when he gets all wrinkly,AGAINST,NONE
did biden ever say one sentence without saying the idea,AGAINST,NONE
luxury hotel if your here illegally from wherever but your homeless son is on the streets,NONE,AGAINST
is it just me or when biden starts to talk im trying to breathe for him,AGAINST,NONE
we need to fight to keep biden in the race lol,FAVOR,NONE
biden also looks as this is the first time hes ever heard this every time trump says facts and looks upset that the moderators arent backing him up,FAVOR,AGAINST
biden also looks as this is the first time hes ever heard this every time trump says facts and looks upset that the moderators arent backing him up,FAVOR,AGAINST
i think it is the policy and his track record of getting things done and whether he kept his word after he was elected and how long term his vision is and what methodology he used to build the path towards that and whether his vision for global balance and peace was intricately and fairly constructed is what you should be arguing about instead of his humane mistakes that anyone can make no one is perfect come on america i thought your hearts were as big as your thighs and waists and big mac jumbo sets you being so small right now on biden,FAVOR,NONE
i remember 200 would fill two carts of groceriesnow gor 200 i get 50 worth of goods maybe 75,NONE,NONE
only one question would you let biden fly your plane that you were a passenger on,AGAINST,NONE
why cant we have a young presidentthere is no way these are our only choicescome on america we need to really pay attention,FAVOR,AGAINST
3333 we give them the weapons not the money at this point me ok so how much money have roy given them and how much money did the weapons youre giving them cost,NONE,NONE
trumpmultiple people have died and gone to war since your administration biden well iran attacked our soldiers and they got brain damage mebut did they die,AGAINST,FAVOR
trumpmultiple people have died and gone to war since your administration biden well iran attacked our soldiers and they got brain damage mebut did they die,AGAINST,FAVOR
i want to see joe swing a golf club only because he bragged,AGAINST,NONE
this is comedy gold,NONE,NONE
is this a comedy,NONE,NONE
biden is an absolute aweful individual good lord,AGAINST,NONE
its a sad world for people to think that biden is a good president hes far from it trump was by far the best president all the people that are for biden have twisted minds,AGAINST,FAVOR
gasoline was 217 per gallon in december of 2020 a year later 350 or more nationwide fjb,NONE,AGAINST
the lies by biden are staggering you killed thirteen servicemen on the afghan exit and denied it,AGAINST,NONE
bidens reactions are killing me,FAVOR,NONE
if you criticize biden your comments get blocked imagine that foad biden,AGAINST,NONE
id vote for biden in coma than voting for trump besides if he dies kamala harris would still do a better job than trump i used to think that george w bush was the worse president ever in modern era but trump surpassed him in light years its a nightmare that he could be president again,FAVOR,AGAINST
biden the idea trum this is the worst president in history of usa,FAVOR,AGAINST
how many times did biden say situation,NONE,NONE
if you tax the rich and the rich leaveyour plan ends medicaid and ss,FAVOR,AGAINST
honestly i just saw all the memes first then the full discussion biden is pretty mumbly and loses trains of thoughts but it wasnt as bad as the low lights have it seem,FAVOR,NONE
they are not my presidents,NONE,NONE
donald trump murdered great grandpa biden up in here trump,FAVOR,AGAINST
whats 1 gonna do to a billion pocket apwe the people should refuse paying anything over 50 a month for electric water all 1 bill not 150 on seprate energy bill,NONE,NONE
i think this is so brutal and cruel to let biden to run again he is too old,AGAINST,NONE
apparently everything was the best in history during these dudes time,NONE,AGAINST
he is turning to haley joel osment,NONE,NONE
maybe we could have just one questioned answered without all the insults and name calling sad state of america,NONE,NONE
alley catwho cares just like with clintonwho cares,NONE,NONE
all these amazing stories from biden but yet we are paying triple to live like we did three years ago,AGAINST,FAVOR
124 biden attacks trump about holding his own bag playing golf really i just saw a short where trump prevented melanie from falling when she tripped biden can barely support his own skeletal system and can barely talk let alone catch a woman when she falls or carry his own golf clubs he calls trump a whiner but he attack trump in an area that the whole entire nation knows is a weak jab because we have all witnessed him stumble he should feel ashamed for saying something so stupid childish and obviously that of a desperate man because his opponent is far stronger physically and politically that was weak and pathetic and the attack of a scared and whiney man trump was strong passionate civil and dignified,AGAINST,FAVOR
i like the part where biden coughed and slowly raised his hand to cover his mouth way too late then left his hand there for a good 5 seconds,AGAINST,NONE
candidates for elections in the usa are a logical consequence of the life and development of society on the one hand a megalomaniac and maniac a liar and an arrogant braggart with a mission to dominate the world stage his opponent depicts a part of society cut off from reality the consequences and the tragedy that his policy is causing around the world both puppets of excessive ego who from a position of power and calculation throughout history deceive themselves and everyone around them both victims of a system that cannot change creating the illusion of rivalry complement each other,AGAINST,AGAINST
and they still want trump to give up running for president even when biden cant get his words straight,AGAINST,FAVOR
baiden whenever trump takes the mic tf you saying,FAVOR,AGAINST
biden is like unfinished program ai,AGAINST,NONE
two creepy american people debating for unusual things,NONE,NONE
that wasnt so badwhats all the fuss about debating trump is like stepping into a cage with mike tyson on a fist full of angel dusthes selling his product with a nasty hook,NONE,AGAINST
trump remind me of my 5 yrs old alot of finger pointing and no accountability smfh,NONE,AGAINST
internally america is so weak and give lessons to others,NONE,FAVOR
support trump,NONE,FAVOR
an age limit for presidency should be imposed,NONE,NONE
i gotta say jake and dana acted shockingly professional given their severe cases of trump derangement syndrome,NONE,FAVOR
putin doesnt want all the cou try back which once was connected to solvet union he was pushed into the war by usa and nato destroying the minsk agreement i stand with russia 10000,NONE,NONE
i just feel so bad for biden please let him retire and im dead serious im not being funny,AGAINST,NONE
this was the best snl skit ever,NONE,NONE
4938 bidens face here,AGAINST,NONE
ha ha ha ha this is funny stuff,NONE,NONE
nobody biden and by the way,NONE,NONE
imagine all 300m americans electing biden who cant even realize that he is in front of cameras,AGAINST,NONE
3210 oh that face the big b looks horrified,NONE,NONE
that reminds me i will be making a good donation to a alzheimers charity,FAVOR,NONE
i come here for the comedy value,NONE,NONE
biden isnt respected by other countries trump isnt respected by the big cities,AGAINST,AGAINST
never interrupt an enemy while they are making a mistake,NONE,NONE
literally reminds me of my fist debate in social studies in middle school,NONE,NONE
biden is the winner,FAVOR,AGAINST
i asked some peeps to recommend me a comedy movie while i eat dinner they told me to watch this,NONE,NONE
rambling grandpa is right both of them,FAVOR,FAVOR
so unbiased moderators repeatedly cut off one side then focus on the other sides facial expressions so closely he willingly interrupts the debate to offer and rebuttal,NONE,FAVOR
ia this the only 2 choices america has got in population of millions,NONE,NONE
how dare our gaslighter in chief order the band to make a song for his wife disgusting,NONE,AGAINST
biden looking at the groundpodium as trump called democrats out on deleting january 6th information says it all before the excuseslies start the very least biden did was not come forward with the knowledge he had and that is criminal there is only one person running right now that should actually be convicted of a felonyor 34 based on the actual evidence we have in front of us dangerous precedent democrats want to set blatantly making up evidence to prosecute political opponents i try to be an honest person i know this already happens but at least they take the time to cover it up and not do it in public in front of everyone and then have half the population advocating for there to be no prosecution this is literally disgusting and be honest with yourself doesnt it sound like im talking about a third world country sadly no we are literally the worlds police as of this moment and you really think the world is going to let us continue in that role as we have political witch hunts like this im fairly certain we are going to get into a few more wars coming up and we wont be the good guys and its because of our habit of causing coups in places like ukraine and libya but never talking about that part then blast the world with propaganda about the events that came after the coup,NONE,NONE
the idea number 1 what happened look and by the way new drinking game idea,NONE,NONE
trumps face 3522,NONE,AGAINST
the former president trump is more stronger energetic intelligent and muscular,NONE,FAVOR
good opportunity to pre trump,NONE,AGAINST
bidenstraight jiberish,NONE,NONE
what is biden talking about honestly he doesnt make sense how is he president,AGAINST,NONE
american presidents just compet to know who is going to be the oldest president of history,NONE,NONE
dumb and dumber 2024 with jim retiring and joe in his place,FAVOR,AGAINST
the faces of these two are so much for entertainment,NONE,NONE
impeachment please should have been last year,NONE,AGAINST
trump all the way from india,NONE,FAVOR
in philippians 320 for our citizenship is in heaven if a persons citizenship is in bolivia by law he cannot vote in american elections or for that matter in any countrys elections other than bolivias even so a christian who is a citizen of heaven should not vote in an election of a nation on earth ii corinthians 520 adds another principle we are ambassadors for christ paul is specifically speaking of christian ministers see ephesians 620 but the principle applies to all christians since those christ has called are to be emissaries for him before the world matthew 5 1316 philippians 2 15 ii peter 2 1112 etc if the ambassador from mozambique were to meddle in the affairs of the united states even by merely trying to vote he would be in violation of international law in the same way a christian an ambassador of christs government cannot interfere in the affairs of another sovereign nation jesus himself provides a third principle in john 17 16 they his disciples christians are not of the world just as i am not of the world when god calls a person to repentance and conversion the new christian is summoned to forsake his former allegiances and throw his hand in with christ we see in the apostle paul that he considered everything before his conversion to be rubbish his loyalty was fixed entirely with christ from that point on philippians 3 311 if an american renounces his citizenship and takes citizenship in another country he is no longer allowed to vote in american electionsit is not his country a true christian must treat his citizenship in the same manner he is truly not of this world but of the kingdom of god colossians 1 13 see also john 1519 1836 james 44 revelation 184,NONE,NONE
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
trump is by far the best president of the usa period,NONE,FAVOR
