comment,likes_count
this was elder abuse,3
wheres the third candidate,3
trump,3
this entire debate was a farce like two boys in the school yard i was waiting for a my dads better than yours or a well your mom is so fat geeesh this is so freakin sad,3
its really sad that he is describing everything hes done and describing himself hes blaming trump for everything that he meaning biden has done wrong,3
the democrats are the only ones saying anything wrong or bad about president trump,3
i love the open mouth blank stares of jbhes out of it,3
biden just mumbles incoherently i cant understand him or what he is trying to say he is weak,3
donald trump looks and sounds like he cares about his country,3
i fear for the state of the world if trump wins think hard before you vote america,3
so america couldnt come up anyone better than these 2 senior citizens i can not blieve that,3
ideally i would never vote for trumpbut looking how shockingly inchorent biden id vote trump in a heartbeat,3
millions of people in america and these two are the best weve got,3
trump is the only solution for usa democracy,3
bro doesnt even even know where he is 2851,3
biden you are 1000 why inflation has been up,3
trump 2024,3
this is terrible trump just says whatever that comes to mind meanwhile biden says nothing at all,3
almost everything biden says is a lie i watched 20 minutes ive heard enough professional liar fjb,3
trump 2024,3
is he still reading from a teleprompter,3
the idea,3
has anyone noticed that biden looks alot like walter from jeff dunham,3
trump 2024,3
read the comments theres no way biden is winning the election without 2020like mass fraud biden needs to drop out for the democrats to even have a fighting chance,3
even if you hate trump how can you support biden for president after clearly knowing hes seriously ill he will lead your country without being capable of having basic cognitive functions this alzheimers or dementia will get worse quickly and if youre honest you must know that deep inside it is very likely he will not survive the next 4 years in office this is cruel towards every citizen who will suffer the more his brain will start shutting down and it is also cruel towards biden himself for having to spend these last years he got left being pushed to cling onto power instead of spending it with his loves ones this is sad,3
heres the deal,3
biden is an embarrassment to america,3
neither of them are appropriate candidates wake up,3
trump,3
trump,3
trump 2024,3
trump was the president before biden fd up united states,3
trump is more afirmative,3
joes been milking that scranton line for the last 50 years that hes been a washington insider,3
im spanish right and i hear that why do you think black families are suffering for this or that and im here thinking why they separate black problems from white problems like from my understanding here most black people in america act and dress like in a rap music video and from my understanding black on black crimes are really high and theres lot of black people in prison in america so my humble opinion is there but again why they separate in colors like whats the point ps here in spain theres lots of illegal inmigration and i would like a president like trump or poland tbh its getting out of hand,3
lil biden would have more success as a mumble rapper,3
as a black man i will never vote for biden he did more for ukraine than americans,3
none of them know how to answer questions,3
whos really been running the country,3
trump is bullying biden an im all 4 it lol,3
trumpwhats your name bidenname,3
10202 we had h2o,3
okwhos actually running this country please dont say biden,3
the american people are brainwashed by the news media americans are like sheep cant think for themselves the media fuels the hate on each side in my opinion and most of the rest of the world opinion neither is a good candidate to be president onje has reached an age where they cant think straight and the other might be a little corrupt 335 million us citizens is this really the best you have reallly,3
biden may be old and have his faults but trump is not the answer our economy has nothing to do with biden when trump left office this country was at rock bottom and its not going to get better over night,3
its so hard to sit here and watch biden lie i live in america and i can see whats going on right now it is terrible unless you are filthy rich firsthand i am living it,3
when did this debate happen,3
a boy walks into the natural history museum do you know where the fossils are he asks the curator in the whitehouse she replies,3
i cant stop laughing,3
the us should be ashamed of themselves with a president like biden you guys are insane,3
my goodness and joe holds the nuclear codes,3
it is not just the usas economy its a global problem not point in blaming each other,3
a thousand trillionares in america,3
trump farts at 11625,3
mr trump is a national treasure,3
everyone making under 170k pays 6 of their check to taxes what world is that in i pay about 2025 in taxes another 20 for everything else,3
i was waiting until they said i guess we have a winner and here it is folks give a huge welcome to our 47th president and anonymous elected candidate peter griffin,3
maga,3
so the left is crying that trump lied but biden blatenly cheated here are the rules 152 no prewritten notes and here is him cheating 3343,3
donald had officially dropped his trump card and in the process did uno reverse moves every time joe biden speaks,3
im already passed off joe is a liar,3
biden is so dumb if he thinks this country is respected we was til he became president but since his time in office hes destroyed that,3
ok america youve had your laugh now where are the real candidates,3
i can just imagine biden chatting with his wife early in the morning wait jill can you remind me which button is the nuke and which one is for a cup of coffee,3
my god is this guy for real people need better education,3
when dr jill asks dementia joey to come to bed he blurts out im coming hillary i have to change my diaper first,3
as an iranian watching from iran this show was so entertaining and hilarious trump should be in jail and biden should be in elderly care center,3
biden is the most incompetent president of the us sick man needs to rest,3
biden looks like at any moment hes gonna wake up inside that cart in the intro of skyrim,3
im getting dumber by the minute watching this,3
i cant even listen to this one sided conversation the only person speaking is king trump,3
how is that man president he cant even speak,3
11626 yall please tell me you hear biden shing his pants like listen closely,3
trump completely annihilated creepy uncle joe,3
what in the f is this biden guy saying half the time its slurred garbage,3
no more biden biden is a war criminal starting world war three our tax money gone to war people have no food to eat,3
biden the idea of number onealllh bhyu hkkstua trump i do not understand what hes talking about i guess he does not understand either,3
4606 im not on either side but why the heck is he giving this guy more time clear bias by cnn not that im surprised of course,3
he speaks like a robot glitching,3
having watched the full debate i believe biden is simply too old for this role he doesnt seem fit and his performance was quite concerning i was surprised he could stand for that long to be honest in contrast i think trump can do a better job and we need someone like him in office,3
what has the world come down to the most powerful nation on this planet has not one able and capable person to lead seems like integrity wisdom and hope are a thing of the past sad,3
no american flags on a presidential debate plenty of cnn logos lol what a joke,3
just remember america you got what you asked for if this could remain an american problem youd have my sympathies,3
anybody voting for biden is an absolute fool,3
cakewalk for trump,3
trump 2024,3
we had gas almost under a dollar a gallon with trump in presidency tell me how inflation is lower,3
america is doomed,3
who wants a side of lobster,3
trump 24,3
joe biden has cognitive decline,3
trump uses facts biden uses emotional stories that are lies how he gets away with those lies is mind blowing,3
trump national issue border issue economic conditions etc biden the idea,3
this is genuinely sad for the united states of america biden had strong highs but that wouldnt be longer than a minute compilation because he kept stumbling over his words and on the other side we have a criminal who would only lie and duck questions,3
if you watched the debate and think biden won you need to seek help immediately biden has been a huge mistake has destroyed america and needs to just go away forever,3
trump has point in everything he said,3
vote red,3
someone is talking to biden and telling him what to say with an ear bud,3
trump shouldnt be president he should be a witty remarks tutor,3
the whitehouse has become a retirement village,3
what is it with biden number 1 number 2 i never hear him get to three oh he did get to three,3
wow 12 to 13 minutes in and biden just goes into cognitive decline,3
i watched this cause i was in the mood for a comedy,3
they have him so incredibly high yet he still cant focus fully also why is a moderator doing followups tor biden when he forgets something,3
he sounds like an old man on a deathbed my friend said this,3
i was trying to help put my dad in law on disability the man could barely walk had a deadly infection in his foot couldnt work or anything and they denied him a few days b4 he passed away so family had to pay out of pocket just to get him buried its terrible,3
the us has an estimated population of 341 million people somehow these 2trump at 78 years old biden at 81 years old are somehow the best candidates to run it really,3
abortion is murder,3
is this a joke how old is this man my grandpa is 89 now and working another 4 years is just not possible the last 3 years everything went down so fast insane,3
3 weeks later biden dropped out of the race not surprised,2
i weep at the thought that we wont see another legendary debate between these two giants,2
trump literally rants about the same thing its exhausting to hear,2
12423 trump lets not act like children biden you are a child i found that hilarious,2
after that i dont need to whatch any comedian show for at least one week,2
just watching this on july 22 hits different i imagine,2
its ridiculous how far i had to scroll to find this after searching for the exact title,2
who after biden resignation,2
the idea that joe still think hes good fit for the job is shocking,2
trump thinking am i high,2
thee ideaa that we found ourselves in a situation where number 1 we beat medicare number 2 youre the sucker youre the loser number one and by the way,2
yes its true all of our benefits medication ssi housing etc are all going to illegal immigrants that joe is allowing in with open borders,2
2126 he said im going to continue to push until we get the full ban full initiative relative to what we can do with more border patrol and more asylum officers i dont see why people think this makes him soumd confused hes actually answering the question as asked unlike trump who uses every question as an excuse to rant off topic yeah trump sounds articulate while hes making stuff up like saying that biden opened the borders its easy to find the words when you say whatever the heck sounds good to you biden is carefully thinking of the accurate response and happened to stumble on one word in the context of a high pressure timed debate someone stumbling on a word as they quickly decide which point to make in the moment is normal ill take unembelished honesty over articulate nonsense any day,2
joe number onenumber twonumber threee,2
president trump please rescue social security and medicare,2
i saw it for myself president trump should have won the last election i cannot imagine how it changed overnight wheres the proof that it wasnt stolen i dont see or hear anything about that,2
this is what started the whole coup for the dems they didnt think he would do this debate trump 2024,2
two tacos at jack n the box used to be 1 now its 199 inflation has doubled i wont even get on my increase in car insurance and im considered a senior at 55 and starbucks people in california are homeless because you can work at a job making 85000 a year and still cant afford rent or purchase a home,2
good job donald trump,2
he killed biden with this debate now biden is gone and good riddance,2
who is here after biden dropped out,2
i think trump is fit for presidency than joe american should vote for the right person,2
i am watching this debate again after biden dropped out i was waiting for a second debate too bad i cant watch it any longer no more trump vs biden debate better than any reality show,2
ive never heard of a politician that i trust so for me i go by results under trump america had a strong economy was prosperous and not involved in wars and wokeism was nowhere near as rampant as it is now under biden america has descended into chaos some states worse than others we are seeing lawlessness the economy is crumbling because people are being even more heavily taxed to fund overseas wars cost of living has gone through the roof america has become a laughing stock and woke nonsense is rife the proof is in the pudding,2
everyone all around the world not just only think this biden regime is weak but all knows that biden is the weakest ever known president of america in this history of this country,2
he can baarely walk out biden hahaaha,2
biden immediately starts blaming trump as if the last 4 years didnt happen the left has trained him well,2
cant cheat his way into the next election goodbye bidden hello trump,2
man jeff dunham is doing a great job,2
f cnn,2
trump you have open the eyes of the world,2
वशव बहत वचतर ह,2
210 why do us candidates get wwe entrances,2
bidens pikachu face,2
before you people vote you had better read project 2025 this is the republican agenda a fascist look into the future vote democrat or there will be no more elections,2
sleepy joe,2
biden is so old that he speaks in hieroglyphics,2
rewatching this affter the assassination attempt i notice this time around trump is sharp he has laser focus and is not shying away from serving up the truth however it comes out its a passionate tone a patriotic attitude towards injustice to our nation trump 2024 all the way,2
and by the way the idea that and the other thing is,2
biden ended pipeline jobs the first day wheres the solar panels joe we want the billions of dolars back from the semiconductor plant wheres the semiconductors paul pelosi may have that money since he invested in it secretly or how bout the money from the immigrant hotels nevermind just kidding if the media says it believe it,2
biden if you dont think we have the greatest economy step down and sit down bidens only priority is illegal immigrants,2
the only existenital threat to humanity is climate change has biden lost the plot completely it is clearly nuclear arms and war sheesh wasting all this money on high cost low benefit climate policies it is unintelligent,2
covid i skibidi with joe biden 2024,2
biden boasting about killing babies crazy,2
not a single thing biden says makes sense much of his utterances literally are not even words i wouldnt elect or trust this guy to be my janitor yet somehow apparently millions of people elected him to rub the biggest and most powerful country on earth this proves to me that yeah bidens got some huge problems deficiency etc absolutely however people in general especially americans clearly have an actually much bigger problem than biden and we are the biggest problem threat to ourselves wake up snap out of it cuz they have no problem snapping it 4 u,2
2227 did he call him brandon,2
because the democraps attacked president trump for the entire 4 years,2
biden doesnt even look physically fit to run for office,2
how are these 2 your options,2
the idea,2
a shipment of baby food was delivered to the white house biden is now being spoon fed,2
left the comments open new subscriber,2
nobody biden the ideeuh,2
trump biden,2
america and biden seems to forget that back when trump won he declared he would not be taking the salary to be president because hes already rich and that he didnt feel right having taxpayers pay his salary so he did not get paid for his presidency and the fact he said he wants clean water i can get behind that i just wish for once a president would talk about how they will help our wildlife and our animals of the countryworld tougher laws tougher penalties for animal abuse over breeding etc etc and for invading in wildlife spaces,2
the idea is the fact of the matter is thats a lie first of all,2
donald is like 20hp and biden is 1,2
did biden just got a facelift,2
peace and love for the world,2
because the general lied thats why he fired him get it right joe blow,2
debunked yep trump 2024,2
biden is a liar omg,2
i like how biden just lies lol like we didnt live through the trump presidency it was a great economy,2
biden is lying hes as of,2
what the smack is biden smoking,2
the idea with flabbergasted facial expression,2
10332 46 about to yawn,2
who all is a foreigner here,2
i wonder how many days it took him to remember the hoover line lol,2
trump is awesome,2
now barack obama left the group,2
no notes biden looking down every 2 seconds hmmmmmmmmmmmmmmm,2
ive got to say this i feel like a lot of gen z got swayed away from trump bc of the social issues and propaganda i myself was a lot more left than i am now but i say i am more independent but now i am able to see yes i believe in equal rights but not at the cost of our economy and civilization and a lot of the social issues on the lefts go to the extremes like no one is going to take gay marriage away and i dont believe they are like taking away surgeries and duch from trans people but the far left wants to let children get gender reassignment surgeries and allow for people to get abortions full term while trump saying the states get to vote on it which is thf people getting to vote and get there say on it he also conpletely opened the border while people can just come into the country by completely thr immigration process and having a background check thats my example of them going to the extremes we can all live together in peace together but biden prase on these issues and it at one point got an emotional reaction out of people but more people are starting to understand that he is even too far left for the leftists im not far left or far right but trump is not taking rights away he obviously gave the choice to the people which has always been biden has failed this country he is in his little pampered bubble and doesnt see how it is my family can barely afford groceries at some points but cant get on social security or food stamps while illegal immigrants can more of my friends and family are either liw income or lower middle class and we are struggling really bad and can barely afford to eat i am young and not sure if im still able to register to vote bc i turn 18 three days before the election but if youre in the your in the younger generation like me and are feeling unsure or stuck in the middle please listen to the points i just made trump can all around fix our economy please vote if not trump then robert kennedy jr who wouldve be my first choice his points are really good he talks about real issues in health care economy mental health ect im scared that ww3 is going to come quickly if biden gets relected and my brothers cousins and bf are going to be drafted maybe even myself since there is talk about women being drafted as well im not the most effective communicator but i hope i got my point accross to even one person,2
2222 hes lookin around like yyyall hear this,2
2541 she was killed by someone who was released twicegood lord man,2
i am canadian and i believe in a trump usa,2
joe is gonna look wild in 4 years i hope he can still have a conversation with someone,2
was biden reading from a teleprompter,2
bring it in india,2
everyone in the army makes fun biden and dislikes him and im speaking from experience we all believe biden is a joke,2
whats wrong with joes face,2
biden dating baby sitter,2
i love that trump has respect for biden and is concerned about his health,2
joes got someone talking in his ear i can tell the way his talking his trying focus and listen at same time,2
trump win next election,2
in 1988 biden failed at run for president plagiarism stealing from other great leaders speeches same words well hes still doing it today albeit with the help of teleprompters hes known for telling lies pulling the wool over of the american peoples eyes now joe your exposed for what you always have been,2
this inflation is killing us white families too and me elder and on fixed income that is inadequate to this inflated cost of living the whole freakin country is suffering,2
as a foreigner go trump save america fight and dont you ever give up,2
just the where am i again im scared look on bidens face is just pathetic,2
im not with trump or biden but the internet is over dramatizing bidens inability to speak he is actually saying points in this although trump still won this debate in my opinion i kind of feel bad for biden,2
i came back just to watch 2134,2
as a european i havent laughed this much in ages this should be a standup comendy show we need a netflix version of these debates id watch,2
go president trump you got this god be with you and united states,2
heres the deal,2
i work intermodal under trump and biden presidency i can tell you for a fact american was great under trump the rail road was moving product across the country the international business was booming the economy was beautiful americans could live comfortably as soon as biden went to office i struggled to live working for the rail road and the product i used to move cut in half i struggle to live for 4 year working intermodal because of biden fjb,2
trump 2024,2
trump hitting biden with cold hearted truth,2
keep producing this kind of content,2
did he say illegal aliens,2
trump 2024,2
biden is out for me hes too old and his mind is out ill vote for donald trump my main concern is the economy biden has made us pay a lot of money in groceries restaurants and everything else the pandemic is not an excuse i will like a better life than what were living now cannot even eat out because the prices are so high and forget about buying any thing else ill vote for trump percent biden is so bad and i dont want kamela harris to be a president pay,2
why does biden always look so lost and confused when he not talking,2
well i dont keep up with politics much but i know one fact thats true me and my family were a whole lot better off in the 4 years trump was president than these last four years its a shame covid happened toward the end of trumps time bc it seems like everything covid caused theyre trying to use as an excuse for everything going bad like its bc of trump and not covid idk all the facts but i know my situation and that of everyone i know was better off before biden,2
biden at 831,2
trump 2024,2
not guilty in the name of jesus amen god bless you trump,2
biden is older and trump is crazy to think we need him,2
trump you will be the winner god bless you in the name of jesus amen,2
i want to see the golf match golf match golf match,2
biden,2
bidens cabinet has been lying to him,2
gooooo trump,2
trumb is my manwitty lovable funny guy who can lift americaits a last chance,2
trump is hilarious trump 2024,2
its so funny i feel like this is not a debate i guess a comedy,2
notice bidens face looks like a mask to be honest,2
1901,2
my message to trump is you are the best us president ever and you are winning again more love all the way from zambia,2
donald trump is for better than jo biden for the development of the people of usa,2
the i don think he knows what he said either comment will go down w reagans age joke and obamas line about bayonets as the best presidential debate comments since the advent of televised debates,2
the united states is weak under biden,2
cnn is a joke totally favored sleepy joe,2
哈哈哈哈在说什么呢,2
i am god the living apocalypse pity to the nation apocalypse forever playboy jr your going to remember me,2
this is peak television i love it,2
he doesnt wanna lose his power i get that but bros spitting bullshxt,2
as for the debate its pretty clear that trump walked all over biden like a carpet he just wasnt there and not credible at all,2
they keep interrupting trump when hes literally the only one who had some sense to say smh,2
trumps intelligence is totally underestimated,2
go trump,2
lol cnn is a joke,2
but biden seems to be to old for this,2
and this is a debate they dont talk to each other they talk with the public what is that trump and biden just say that his opponent is a lie but im the best president and he is the worst they just say about each other bad things,2
biden reminds me of sophia on the golden girls once you see it you want forget it,2
joe biden lied through out the entire debate,2
trump2024,2
is there any other option,2
hahahaha 22 mini dont know what he just saidprobably he too lol,2
2024 donald jtrump god bless our lovely former president,2
its a crime to be poor in america,2
biden migrant crime,2
when biden was listening it seems to me that hes listening to a foreign language he doesnt speak lol,2
whos won the first round of debate,2
biden looks more lost than lucy in 50 first dates,2
its like watching the movie called grumpy old men im wheezing,2
i like donald trump is a good president people are trying to knock him down but he is a good president we wouldnt be where we are now if it wasnt for the president trump if he was president things will be better vote for donald trump,2
13818 minutes of trump speaking facts,2
trump almost died today think about that,2
laugh out loud,2
2227 brandon just speak to them,2
sleepy joeeeeeee 122,2
four more years pause,2
trump remind me of my 5 yrs old alot of finger pointing and no accountability smfh,2
4938 bidens face here,2
that reminds me i will be making a good donation to a alzheimers charity,2
trumps face 3522,2
impeachment please should have been last year,2
trump all the way from india,2
trump supporters here,2
bidens face every time trump goes off on him has my stomach hurting from laughing,2
is he the same person from the 2020 debate,2
i will take a person that stutters over a dishonest multibillionaire,2
from a aussie seat down under gee trump makes alot of sense,2
trump is the way better man,2
biden is such a hateful liar,2
parkinsons disease is a very deadly disease hes probably been like this for who knows how long,2
biden embarrassment to the world,2
its wild that in 2024 biden wants to give only black peolle tax credits towards buying a home this is racist and a violation of the constitution,2
i had such a good time,2
biden looks evil,2
comedy gold,2
trump is going to win this election,2
bidens defense he is lying,2
hey can anyone confirm is it game over who actually lost,2
trump 2024,2
2020 election was stolen,2
everytime biden was saying the idea he was like it felt like he was bout to say the ikea,2
trump 2024,2
try not to laugh part 97 2024 presidential debate,2
sleepy joe had to think for abit and brought up medicare,2
crazy they still have this up,2
they didnt say cnn enough,2
maga,2
this is just akward at this point,2
the fact biden did actually label black people super predators is beyond wild in the act to change law and conviction towards black people,2
stop calling him president trump he is convicted trump,2
biden is dying man,2
joe youre fired,2
i wonder if sleepy joe needed a nap,2
after this video i decided to vote in favor of trump bro,2
biden be dyin,2
biden is a liar not one bit of truth came out of his mouth fjb,2
age limit for the love of god age limit,2
biden the fact is you are the worst president ever,2
oh joe shut up and go back to sleep,2
thanks from egypt i love usa,2
trump sounds like a total narcissist among all the other thingsi dont know how we have let go of all standards when it comes to presidential candidates i dont even know how this debate is real just a bunch of pointing fingers,2
i grew up in a time where you were not supposed to say anything negative about the president but i have to say that our current president has screwed up on just about everything and you arent fooling anyone by opening our borders to get the only votes you will probably get please pass the office to one of the best presidents weve ever had donald trump,2
this is truly sad,2
joes worst appearance yet,2
you killed it trump,2
11625 nice fart donny,2
i cant wait to see biden be re elected with 700 million votes this time,2
if we finally beat medicare joe biden,2
biden told the biggest lie this evening biden said the the border patrol endorsed him and not even 2 minutes later the border patrols official twitter tweeted that they never have and never will endorse joe biden,2
jobs for americans from all over the world hey joe you have shown we cant be trusted,2
hes smokin biden,2
sure looks like he is listening to someone with ear phones,2
trump,2
what does trump mean when he says black jobs,2
trump,2
4607 here he actually talks coherently without stuttering or pausing for a good while almost like being utterly offended is what woke him up lol,2
americans uhm dont you have uhhh any other parties,2
the questions arent getting answered trump has to respond to the ridiculous claims and gets no time to answer questions,2
vote for trump,2
why is this man still coming back as a presidential candidate is there no any other person americans whats wrong with you,2
no inflation before biden came into office my family wouldve been able to qualify to purchase home however being active duty military at the time we didnt now now that ive been retired at this rate under biden i will be at retiring age before i could come close to qualifying for purchasing a home,2
the idea the idea the idea joe this is the first time youve had any idea,2
looks like biden is just a puppet at this point,2
biden cant even speak god save the us nation danm,2
i agree with trump tbh,2
trump for the win biden go home and sleep,2
actually biden is one of our best potus ever,2
trump constantly bulldozes biden and cnn says nothing,2
with all due respect but i thought we in bulgaria have to regularly choose between bad and worse i guess we are not alone,2
jb didnt even know he was at the debate,2
mr trump sounds more convincing and trustworthy,2
president biden clearly won this debate president biden had specific answers to specific questions president trump was not specific with his answers to questions and seemed to evade the questions theres nothing wrong with president biden cognitively,2
2123 best part,2
according to milton friedman inflation is caused by one thing government biden is spending america into bankruptcy ww3,2
trump,2
are they the only options available,2
biden putting up big lies to begin the debate,2
oh man with those two options i can only imagine how hard this must be on the voter those parties cant be serious,2
trump tells truth,2
we were better off with trump before biden injected his corrupt self,2
for those of you reading this comment its okay its normal to feel lonely sometimes if youre going through tough times keep trying but never give up,2
in all seriousness bidens face shows how really confused and clueless he is as a healthcare provider its easy to call out dementia and cognitive decline just by looking at him,2
do americans realize this is public,2
yall cmon at least biden isnt doesnt try to enforce white male supremacy i know he cant talk super well but trump doesnt gotta be that high school bully to him poor biden,2
you cant print as much money as they have raise taxes force minimum wage increases allow the college loan companies to do what theyre doing and not have economic disaster the dems need to own it,2
trump is no better than biden and hes saying hes got all his marbles what a sham,2
usa is a fentanyl zombie,2
this is biden when he loses,2
thats what you get from a 2party system,2
whos the most dishonest biden,2
why does biden have a pen who is he conversing with,2
biden couldnt even pronounce the name of one of the main cities in the ukraine war kyiv the capital he must not actually care,2
biden is a war criminal,2
technically its the 44th and 45th president of the united states still surprises me that the official documents are still wrong on this,2
trump biden,2
que viva vladimir putin,2
this looks fake no studio audience idkkkkk mannnnnnn,2
in my opinion biden is doing just fine running the country,2
biden 2024,2
the troubles that trump caused went into affect the last 4 years,2
king trump,2
yall if theres a minimum age there needs to be a maximum age like 7075,2
1600 to 1700 omg how is he running the country,2
americans this is deeply concerning foreigners this is pure entertainment canadians this is entertaining but also deeply concerning,2
1153 this is where biden is skibidi with,2
first of allas a chinese i respect all americans though we are opponents for each other furthermorei still recall the presidential election result had been declared clearly on that morning four years agoi relived stress after knowing the news thirdlyi have learned a lot from this debateespecially the spiritual strength which exploded from this fierce debate even though the two characters are nearly 80 years oldthere is no reason a young man like me should complain that life is hard finallyi predict trump will win the election even though i didnt like him beforeim very impressed by his logical thinkingmore fluent expressions and healthier shapebest wishes to him,2
the trump presidency was making america stronger jobs and economy were steadily improving for the first three years he did have a tendency to say whatever was on his mind when he shouldnt have spoke so impulsively but even his ridiculous comments werent as embarrassing to this country has the things biden says we didnt look weak in the eyes of the world like we do now and trump certainly didnt even come close to running up the deficit spending that the current administration has covid crashed the economy here just as it did in countries all across the world the over the top scare tactics and ridiculous mandates with the closures of businesses shut our economy down not trump,2
man these comments are killing me,2
with the covid i skibid with uh 1203,2
european here biden keeps saying were gonna do this that so what has he been doing,2
the current president of the united states is a clown on world stage,2
astonished by the very first reply of mr biden accused mr trump and covid19 to the simple of question of hike in rates of grocery 120,2
number one the ideamnb mskekkbbe b number two we hemkje care i bla lellke kid,2
the idea said a billion times,2
do all you mocking president biden realize how much facts and statistics he made during the debate from a totally neutral point of view how would someone vote for this delussional egomaniac instead just cuz of the fact that joe is old youre not voting for just one person even if something would happen to the president you still have people under him working with the same principles and share beliefs,2
mr joke biden is getting fired in november millions of voters are switching from blue to red and i dont think many voters are planning to switch from red to blue,2
donny is the man,2
biden screwing the working class get him out,2
trumps right biden has destroyed this country we need trump back,2
when is the next one that was hilarious the dementiacrats are ridiculous,2
trump has already fooled the american people once and the united states cannot afford to have trump come back for another four years although biden seems a little slow to respond he is clearly a better politician,2
biden is finally out in public after staying in the white house basement since he won the general election,2
the way this debate was set up was just weird we never got a town hall debate between biden and trump and thats what i want to see,2
i realized that the secret to making a million is saving for better investment i always tell myself you dont that new maserati or that vacation just yet that mindset helped me make more money investing for example last year i invested 80k in stocks and made about 246k but guess what i put it all back and traded again and now i am rounding up close to a million,2
no data hey cmon over well house ya feed ya and give ya money insurance schooling etc but screw our veterans that are homeless and on the streets while the undocumented are put up in 5 star hotels makes me sick 2310,2
trump is back,2
we should be focusing on the world we have bridges being tore down terrorists entering the us immigrants entering the us we are in chaos living history right now thanks to biden he is behind the issue by letting immigrants in an helping them and not our own people on the streets how is that gonna make change the world needs peace war thats the only way to make peace at this point its gone too bad us is not america anymore thats done for we are a any mans land any race is allowed with or without legal documentsagain thanks to biden trump is the only one too make change do the country right for u and your children vote for biden youl witness ww3 trump can prevent that,2
the golf challenge sent me,2
has biden given the questions and answers because he keeps looking to his notes in advance of his question,2
i am a vietnam veteran and i can tell you everything joe biden is saying about veterans is a bald face lie the va has never been worse in the history of america i didnt spend 20 years in the navy and leave my blood on the ground in vietnam for nothing joe biden is the biggest the most terrifying enemy of the military active or retired when i heard him talking about the military i can hardly keep my lunch down,2
este trump se le ve bien pleitista que feo se ve que utilicen el debate para atacarse en vez de debatir con respeto sus ideas obviamente si biden ya estaba exhausto por su mismo trabajo en la presidencia de un pais a diferencia d trump q tuvo mas tiempo para prepararse se le vio mas en shock y agotado con las palabras atacantes de trump,2
trump champ,2
communism is a better option than any one of these two trump is a complete and utter child and biden is just putting so much effort into just standing,2
oh and by the way the idea first off number 1 the idea that we and by the way number 2 the idea that americans whduawdwanyway number 3 the idea that oh and by the way the idea that uh we beat medicare,2
we are a dv family of 5 one going to college we lived better when trump was in office yes i live in texas but my family is struggling almost to point we will loose are home of 12yrs,2
this is sad to watch joe looks tired,2
whoever votes for biden after this should leave the country and never come back,2
trump,2
3028 bidennever heard so much malarkey in my life literally everyone trying to listen to what biden is mumbling we agree,2
i am not even an american but i just cannot stop laughing when watching the debate masterpiece defintely,2
if he say the idea one more time,2
last one was so bad they gave them a mute button and a warning,2
you cannot tell me if biden wins that fraud isnt involved at this point,2
trump is good on microphone under him i had respect for america but under biden i lost that respect because i dont see any reason why they keep pumping ammunition into ukraine instead of dialogue between the two countries to find solution and avoid that war it could be avoided and thousands of lives would have been saved today,2
this was too obvious,2
biden is thinking man whoever this guy is he should be running for president the way hes staring at trump while he answers his questions,2
biden certainly looked old and weak but his speech was solid,2
2300 millions of trumps undocumented immigrants are native americans who have lived in what is currently the united states for many thousands of years before trump was born his plan is not deportation a lot of it is genocide and forced expatriation,2
this is your model of democracy choosing between these two ill pass,2
why is this the only people america can put trust in they both kinda look ridiculous,2
biden is 100 delusional,2
free palestine,2
and by the way,2
i couldnt understand a word joe said during the entire time,2
trump starts speaking biden,2
projection is perhaps the most important defense mechanism in politics,2
debate for the chairman of us retairment village,2
amazing how many people think these are equals,2
wow what about white child care he is pandering to black people because no white people will vote for him,2
both of these men have terrible egos with trump its always i did this and i did that and it doesnt seem to matter to biden that he may no longer be capable all he wants is to be president,2
good luck trump xx,2
trump went back to mewing in 1549,2
cnn reporter asks a question biden the idea that,2
the idea the idea the idea,2
why are these our only two choices this sucks we need a hero,2
trump 10000 2024 and beyond,2
as a non american this is absolute cinema,2
1154 to 1202 what in the world is going on with joe with all do respect like an ultra malfunction nah probably the heat everyone stay hydrated this summer its a burner,2
i am a south african but watching biden as president of this nation is astonishing i cannot believe what im seeing is this for real i cannot imagine this guy doing another term the people who wants to keep him in office should feel ashamed biden should be in a safe place of care and love now he is being put on a world stage to being made a mockery of stop this craziness mr trumpi am behind you all the way,2
i like mr trump he notices all,2
as an european i find this better than any standup comedy xd debate between a notorious liar and a walking corpse,2
america 1st,2
the failing president biden is good but trump is the man born to be an american leader not only for america but to all its allies,2
the fact that biden hasnt taken a cognitive test to be president is mind boggling for sure he cannot be reelected trump 2024,2
i love trumps confidence,2
to say groceries have went up 20 is laughable a lot of stuff ive been buying literally has doubled or more since biden took office,2
trump is the man we all need biden has destroyed this great country the world needs trump,2
dr jilly husband best friend of joey biden that time was threanted by joey pure evil and criminal joey biden,2
the bills have went up everywhere in the west we need a peace deal in ukraine and russia,2
its funny they are asking trump about ending political violence when he has just been the victim of such on the highest level as biden has indicted him just because he is his opponent in this election incredible,2
ive no dog in this fight but crazy joehas gotta go,2
i hate how neither of them answered too many questions but instead would continue their previous point,2
trump24,2
i can see the passion in trump and how he speaks his very soul is furious and for a reason,2
dont tell me im the only one hearing that or my ears are failing me 11623,2
i have the beginning of 46 thoughts biden jim carrey,2
this is actually a comedy,2
exactly the same immigration situation as the uk something is definitely going on its literally identical,2
if biden wins again the election is 100 per cent rigged im pretty sure the last one was to be honest,2
on president biden first election i bet he will win and only a one time president he should allow another democrat run with trump otherwise sad,2
