comment,biden_stance,trump_stance
president trump is a geniushe defeated biden fare and square,AGAINST,FAVOR
vive donald trump,NONE,FAVOR
trump 2024 best president ever cuban american support trump let go brandon,NONE,FAVOR
this was hilarious biden was so lost through the whole thing,AGAINST,NONE
trumps reaction to when biden is talking is just so funny but annoying,FAVOR,AGAINST
biden could not even stand up for himself the judges had to keep on saying president joe biden thank you president trump i want to give biden a minute,AGAINST,FAVOR
the judges only needed to hear one word from biden and then he would if lost the judges just spent alot of their time listening to him ramble on about goodness knows what,AGAINST,NONE
what makes america a failing country will always be racism its justice system the homeless crisis health care discrimination disrespect to veterans lack of investment for ending sex trafficking organ theft crimes and leaving god out of our school house just to name a few,FAVOR,AGAINST
donald trump this jamaican man love you more than any other president in this entire world long live donald trump the next president of the usa god bless you tremendously,NONE,FAVOR
is it me or cnn really sounds biased,NONE,FAVOR
i actually feel kinda bad for biden he looks confused af lol wow,FAVOR,NONE
how does one pathological argue with a liar i will never debate a guy like this unless there is life factcheck,NONE,AGAINST
pray for president biden he could be at the early stages of dementia,AGAINST,NONE
hearing both of these men talk makes me loose braincells,NONE,NONE
he has been bad the whole time i think he might need to change his diaper,NONE,AGAINST
i agree with you joebidien is to oldand out of his gord,AGAINST,NONE
im not from usa but i fucking love trump with his personality he is the best president on earth,NONE,FAVOR
trump wouldnt believe he lost if he counted the votes himself find one of your bankrupted places to go too please our safety will be at stake if trump does anything,FAVOR,AGAINST
thumbs up for donald trump we need you trump keep on fighting for america bull creap we have our vets rite here in statesville nc at stores food lion in statesville nc and i have seen them at behind stores at family dollar 2 of them have nothing at all they fought our country of america i personally have seen the world go to shitthe truthand nothing but the truth our president stinks,NONE,FAVOR
omg trump 16000 lies in 3 years of being president fact check please you are an embarrassment he wants to be a dictator trump is the worse cant even tell the truth he wanted to defund police fire military fire any one that went against anything he said all he does is put people down tells putin to do whatever i believe our president mr biden is just fine trump didnt even believe covid existed put tough in us citizens fact he said cant we just use lysol come on people now covid is coming back go home trump germany,FAVOR,AGAINST
wake up america you have been taken for granted for too long make history and elect a candidate that isnt one of these,FAVOR,AGAINST
im not gonna look at saying that anymoreyall racist just like donald trumpyeah i will no fact checking,NONE,AGAINST
richard nixon during the watergate scandal was famously recorded discussing using the irs and other federal agencies to target his political enemies the nixon tapes revealed his intent to use the power of his office for retribution and what about andrew jackson known for his fiery temper he was notorious for holding grudges and seeking retribution against his adversaries nice try biden learn your history,AGAINST,NONE
happy to see america is not anymore that america,FAVOR,AGAINST
the thing trump said in the beginning that world now think usa as a stupid country is true,NONE,AGAINST
with trump wearing a red tie and biden wearing a blue one this is literally a crip vs a blood,AGAINST,FAVOR
look at biden he is really sick its time to retire man,AGAINST,NONE
cnn you should be ashamed of yourselves for this debate,NONE,NONE
is trump paying for the democrats to keep joe bidden senile as a discredited candidate,AGAINST,FAVOR
biden is senile and trump is a liar and social path we screwed either way,AGAINST,AGAINST
trump is the master of the deal he negotiated with melania to live with him in the white house half the time if he is elected in the debate he talks about world war iii says he can stop it next week in truth he cant convince melania to be with him 100 of the time let alone control dictators really how can anyone believe his words they are meaningless bragadoshis trash from the grand daddy of dictators if elected he has already said he would release jam 6 rioters sent to prison for assaulting the contstitution and the peaceful tranfer of power after we voted him out hopefully this time he will take the hint he is not trust worthy to be president for a second trump talks about hitting his golf ball further than biden in the debate by itself this shows the narcicism drs of psychiatry keep talking about this is playground trash talk not presidential talk to give him nuclear codes is a mistake you never know when he is going off he is revengeful not forgivingwould be a mistake to entrust that power to his mentality he has shown us this side already by exposing confidential documents to those that are not suppose to ever have access with their eyes,NONE,NONE
nothing to do with the age trump is the same age as bidenbifen is a robot,NONE,NONE
at this juncture trump just needs to keep his comments to himself unlike during the 2020 pandemic and it will be smooth sailing even for him,NONE,AGAINST
biden and lindsey graham or war criminals,AGAINST,NONE
trump is the man heters tells the truth and hes been a business man which stays what the executive branch to me should mainly run on is being a business as he talked about leaving all the bins of dollars worth of tanks and things in country when they should have got them or destroyed them,NONE,FAVOR
trump didnt answer the imigration deportation questions at all,NONE,AGAINST
biden gave 200billion to a terrorist organization but yall will look past that because thats your idol,AGAINST,NONE
biden is a weak leader and mentally crippled,AGAINST,FAVOR
i hope we end native ukraine war tomorrow it sure is funny that you want to keep this war going where you get kickbacks from all the money we send over there yeah everybody knows it joeyou can we know youre getting kicked backsbecause we followed the money trailcongress followed the money trailyoure gonna be chargedi hope we end native ukraine war tomorrow it sure is funny that you want to keep this war going where you get kickbacks from all the money we send over there yeah everybody knows it joe you can we know youre getting kickbacks because we followed the money trail congress followed the money trail youre going to be charged,AGAINST,FAVOR
i could watch this debate over and over again i even fact checked joe biden joe biden lied 87 times in this debate he cant even string his sentence together and he lied 87 times that should be a record he should get aa cupcake or something dude go play and no womens forts ori could watch this debate over and over again i even fact checked joe biden joe biden lied 87 times in this debate he cant even string his sentence and im a veteran and i used to be able to go to the v a hospital but i cant now cause you know why thats where joe biden is getting a lot of his care for his immigrants soldiers cant go there no more i have to make an appointment and it takes 18 months for me to get an appointment if i was from venezuela i could walk in right now get my 2700 a medicaid my highrise apartment and my debit card whats a 3000 cash a month that comes out of our social securitylets talk about that one joe bidenand im a veteran and i used to be able to go to the v a hospital but i cant now cause you know why thats where joe biden is getting a lot of his care for his immigrants soldiers cant go there no more i have to make an appointment and it takes 18 months for me to get an appointment if i was from venezuela i could walk in right now get my 2700 a medicaid my highrise apartment and my debit card whats a 3000 cash a month that comes out of our social security lets talk about that 1 joe biden,NONE,NONE
the fact that you have some democrats still defending this senile man is a joke im disgusted by the democratic party and will never vote for them again if they allow this man to stay in the race this is embarrassing and dangerous,AGAINST,FAVOR
lol foggy joe does not know what day it is,AGAINST,NONE
a young president justin trudeaus age,NONE,NONE
vote trump to save our country biden isnt running anything his handlers and those behind the scene are destroying this nation,AGAINST,FAVOR
we need trump in jail and biden in a retirement home,AGAINST,AGAINST
i understand english language but i get confused whenever joe is talkingtwo of them were attacking themselves instead of answering the questions im surprised if these are the best usa has to offer,AGAINST,NONE
biden is fs a mouth breather,AGAINST,NONE
im amazed how trump kept such a straight face,NONE,AGAINST
america i thought you were politically more matured than this,NONE,NONE
trump is the best,NONE,FAVOR
trump 24 sending love from co longford ireland,NONE,FAVOR
biden is not fit to be a president,AGAINST,FAVOR
do not watch crap news network,NONE,NONE
donald trump for me thats who i am voting for,NONE,FAVOR
the world is watching america we all know joe biden did not get more votes than any other president in history everything biden says is deep state deep state stole the last election labour has won in the uk they will nail the last nails into the coffin on this once great country russia is well within his rights,AGAINST,FAVOR
trump i am praying for you i am grateful for many things you did in your presidency except 5 g implementation when you are reelected please get rid of the toxic 5 g just like you protected your personal property from it thank you president trump god bless you amen,NONE,FAVOR
thay know thay are fake news cnn sucks,NONE,FAVOR
has biden seen all the fentanal problems in his country people are dieing daily its terrible,AGAINST,NONE
if the minimum age to be president is like 35why are two dudes past the american retirement age our options right now,AGAINST,AGAINST
joe lost his mind,AGAINST,NONE
you got the morals of an allycat wtf,NONE,NONE
im not a trump supporter but man trump need to be awarded for keeping a straight face,NONE,AGAINST
democrats are reprehensible using democrats prosecutions and judges to try to political block trump,NONE,FAVOR
its biden who backed rioters black lives matters and other rioters had biden backing,AGAINST,NONE
biden needs to step down hes an embarrassment to this countryhe has obviously some health issues he doesnt even know what hes saying he gets lost when hes talking its a shame really,AGAINST,NONE
trumps right 100 percent,NONE,FAVOR
america are worried brics nations are gathering pace i mean trump is clearly the man to do a better job,NONE,FAVOR
biden is simply evil trump is just trying to save this world until it is too late,AGAINST,FAVOR
come on man this guy doesnt give a ctap about anything other then power a vote for biden is a vote for crackle kamala,FAVOR,AGAINST
bidden is sick trump is the right candidate,AGAINST,FAVOR
he ended his presidency trump 2024,NONE,FAVOR
biden has a great voice,FAVOR,NONE
they only talk about russia while russia dont,NONE,AGAINST
no smartmatic magic,NONE,FAVOR
820 joe biden that is the face of pure evil that guy is a complete moron,AGAINST,FAVOR
lol the played the same clip multiple times,NONE,NONE
i dont laugh at people for having dementia as it could eventually happen to anyone i do laugh at people who vote for someone with dementia,FAVOR,AGAINST
bidens like bad sex starts off strong but gets soft and cant finish,AGAINST,FAVOR
the vice president what did she do for the united states tell us she has been hiding for the past four years,NONE,NONE
130 thats when he said i skibidi with,NONE,NONE
editing issue on the presidential debate highlights come on cnn thats pretty shameful,NONE,NONE
god help us,NONE,NONE
world need trump,NONE,FAVOR
img this makes sickhe left our men behind,FAVOR,AGAINST
the difference is clear trump competent all the way,NONE,FAVOR
is this face off,NONE,NONE
124142 thats how long biden lost his train of thought,AGAINST,NONE
it just come out in geoirgia a few weeks ago that they cheated period there was enough votes tampered with to change the outcome of the gerogia electors votes deleting verfication imgaes to cover their tracks proved it georgia violated two very serious election laws that day and ruined the 2020 elections period legal retribution is comming i fact checked trumo vs biden as being a democrat and all and trump told the truth on everything and biden lied on about 80 of everything he said i fact checked them both with several sources and trump has been telling the truth the entire time its slowly trickling out into the public domain so people can also fact check what they said too the only thing im dissapointed with trump is the fact he never touched on the new 911 footage proving the saudis had something to do with 911 and he said he would declassify it but bill bar the democrat plant blocked it before he could he really needs to do that trump already already got me to leave the democrat party after 30 years and join his maga republicans the real patriots of this country,NONE,NONE
biden stumbled and was slow ill give you that but at least he used factual evidence to support his claims i dont think trump answered a single question,FAVOR,AGAINST
has cnn done any extensive reporting on trumps debate disinformation havent seen any did cnn show clips of trumps statements with captions and critiques of his quotes discussing his 30 outright lies to the american public has cnn factchecked anything yet have they brought in experts to discuss the pattern of trumps logical fallacies the purposeful trickery of trump is cnn actually complicit with trump and abating trumps fraudulent liepacked campaigning is cnn is not an actual legitimate info and news source or merely an entertainment channel with political commentary favoring one political party is cnn actually foxlite now cnn has been leaning into that with their newer boss a right winger intent on transforming into a propaganda station,NONE,AGAINST
when biden said what are you talking about you have the morals of an alley cat,AGAINST,NONE
why does it start off like a wwe entrance,NONE,AGAINST
biden has great answers is more caring but needs more power or acting further his problem is his health trump is more its a yes or no ie its black or white not listening to or considering the underlying issues and looking for excuses blaming others while he is the person to take decisions if they work together and listen to each other they could share the presidency and make a great america they could have shorter working days and more time for themselves and loved ones and live a happy and healthy life or biden share his presidency with a younger strong person to learn and get experience to take over later and again having said that there is vicepresident,FAVOR,AGAINST
this is the least proud ive ever been as an american cmon now this is our leaders,NONE,AGAINST
its a pleasure to see the 47th president take the stage,NONE,NONE
cnn should be embarrassed for hosting this but maybe this will finally put them under,NONE,FAVOR
to simplify it we have pride month and veterans day that should tell you where their priorities are at it should be veterans month and pride day the whole month of july should be veterans month,NONE,NONE
i think he said asian orange burn pit,NONE,AGAINST
what are you talking about you have the morals of an alleycat joe biden sleepy joe cooked trump with that one in all seriousness i cant believe this was advertised as a presidential debate,AGAINST,FAVOR
cnn picked these moments it doesnt show how biden really bumbled his words the public deserves to here the whole debate,AGAINST,NONE
trump i am more loyal to zionists biden ooh oh eh ehh oh eh eh oh i ammore loyal,FAVOR,AGAINST
compare this debate and the debates between romney and obama in 2008,NONE,NONE
i didnt know putin told trump do whatever you want then trump went into ukraine,FAVOR,AGAINST
while i totally agree biden should not be president he actually speaks better than i thought he would based on all the comments ive been reading i work with seniors with dementia and theres no way they could even begin this debate well after this i dont think biden will win anyway he shouldnt be president now i agree with all the people calling it elder abuse,AGAINST,NONE
if you all are confused who to votejust google the president of nigeria and then you would know who to vote from this two,FAVOR,AGAINST
im sorry trump has a few points,FAVOR,FAVOR
biden looks like this is the first time he heard about how bad inflation is,AGAINST,FAVOR
biden is a threat to our country do you want him to too secure our country he wont even know the code wake up people our country is in dire straits,AGAINST,NONE
joe is so bad trump all the way,AGAINST,FAVOR
biden needs to rest he dont even know what hes talking about,AGAINST,NONE
he did fyne biden gon win trump dont tell the trooth 4 reel yo,FAVOR,AGAINST
notice trump walk in like a badass and biden like a zombie,AGAINST,FAVOR
poor us dont have right person on the thable,NONE,NONE
worse than berlusconi,NONE,AGAINST
i wouldnt vote for either of them two,NONE,NONE
free palestine,NONE,NONE
this whole thing just dismal,NONE,NONE
two idiots who dont respect themselves how can they govern usa,AGAINST,AGAINST
donald what does the russians do for you what to they do for usa,NONE,NONE
biden can benot that fit according to his age or mental state buti think he isbetterperson as trumping on biden will not make him better,FAVOR,AGAINST
trump look totally different from biden he is confident smart strong and his policies are awesome trump 2024,NONE,FAVOR
every country should have this kind of debate,NONE,NONE
biden barely protected itself,FAVOR,AGAINST
in all countries politicians blames others for slow growth of country,NONE,NONE
them old folksamerica,NONE,NONE
its hard to watch biden tbh i feel bad for him but he is in no way equipped to be in charge of anything,AGAINST,NONE
biden is too old to run a country,AGAINST,NONE
agent orange hahaha that was actually funny,NONE,AGAINST
i am so shocked about the class and standards of the debate sound more like girls bitching high schools boys would do better,NONE,FAVOR
fken stupid joe biden just rambling about none sense and thats with me skippijg aeound i watched the first 7 mins wow smh joe biden stop your shit make no sense,AGAINST,NONE
2 idiots and criminals,AGAINST,AGAINST
i do not know about you but for me president trump is just the guy to lead america in these tough times,NONE,FAVOR
why trump head looks like edited in blurred,NONE,AGAINST
this is hard to watch and i am not only talking about biden,AGAINST,AGAINST
the amount of gaslighting joe does is incredible he thinks everyones memory is as bad as his,AGAINST,NONE
555 is this a debate between politicians or between siblings,NONE,NONE
imagine this is what a presidental debate is,NONE,NONE
now bidens masters have already earned billions and billions of dollars by looting america now they dont care losing now they have lot of funds to fund antinational activities and live their luxury lives,AGAINST,NONE
despite all the age problems with biden he is still better than trump trump will destroy america if elected,FAVOR,AGAINST
im a veteran and ill be voting for trump the biden family is the worst thats ever been in the white house,AGAINST,FAVOR
the americans are really stupid to choose the presidents like trump and biden who just destroyed the outer world and brought the disaster within the world politics,AGAINST,AGAINST
us are so unstable right now,NONE,NONE
mr biden will win the election just before the end of the year,FAVOR,NONE
hold onso trump is talking about leaving millions of dollars of equipment left behind in afghanistan when if i remember it was his choice to leave it this show is ridicoulus betwen 2 senile men,FAVOR,AGAINST
this election is not worth wasting our time and money on now we should be more concerned with our national security and who is in command of our military and foreign affairs not to mention our economics and domestic affairs which has obviously taken a blow from our current state of economic affair handlings and policies based solely around politics instead of our countrys best interest this isnt my fathers and grandfathers democratic party and what i signed up for,NONE,NONE
new insult unlocked you have the morals of an alley cat,NONE,NONE
usa doesnt have any young enthusiastic candidate anymore lol,FAVOR,NONE
no disrespect from the long line of trauma we came from,NONE,NONE
whoever likes joe biden is going to hell and you know who he stands for repent for youre brotha,AGAINST,FAVOR
joe youre a lie,AGAINST,NONE
im not from the usa biden is a old terf why is your best options a 78 year old and a 81 year old,AGAINST,NONE
absolutely true the russia ukraine war is the fault of biden administration,AGAINST,FAVOR
whos biden waving at hello to who,FAVOR,NONE
biden hasnt got the oomph its so obvious looks like a man of ill health to me,AGAINST,FAVOR
ccan someone answer me this are they letting these migrants vote cuz i domt think that should be alllowed,NONE,FAVOR
in my opinion both are not suitable for presidentialship,AGAINST,AGAINST
one thing about trump is he speaks the truth,NONE,FAVOR
my eyes look like bidenz too when i take amphetamines js,AGAINST,NONE
talking about eachothers golf skills what about the inflation the people fucking starving the dieing middle class,FAVOR,AGAINST
he walked on that stage like a fucking robot,NONE,AGAINST
if you see this please send positive vibes my way ive been struggling with health issues for years and could use your prayers,NONE,NONE
screw trump screw putin and screw the media,NONE,AGAINST
biden needs to go home its such an embarrassment to the us,AGAINST,NONE
biden is looking so much weird is he scare of trump,AGAINST,FAVOR
joe has answered less questions than president trump he has solved nothing i know thats the way some people like it but i want improvement,AGAINST,FAVOR
trump isnt lying he is correct theres nobody thats that stupid to go in front of everyone and say you suckers and losers common sense please don is respected by the navy so why would he need to say suckers and looses,NONE,FAVOR
biden is been fuck he lets come in half of the world including rapers killers and terrorist to our country usa,AGAINST,NONE
he was just up late from a bender with hunter,AGAINST,NONE
biden looks depperessed or sad in this,AGAINST,NONE
biden for the roast win hands down he won upped 45,FAVOR,AGAINST
are the woke awake yet your country is in a mess people,NONE,FAVOR
the golf argument is really what got me,NONE,AGAINST
how is it you have a man so old and frail his mind is as sharp as a bowling ball that shits his pants in front of people falls downstairs frequently and up them and cant figure out where the hell he is on a good day running a country like the usa,AGAINST,NONE
he said the job of dunn and then glitched and said the job theyve done talking about the cabal,NONE,NONE
remember when joe was walking somewhere and they asked him and he said were going to do everything that we possibly can to keep trump out of office legally so when he said legally he meant through the legal system law fair weaponized in the courts,FAVOR,AGAINST
in the begining trump didnt look disspaointed with biden he was like is my bro ok lmao,FAVOR,FAVOR
fortunately biden found the microphone without help he is so old and shit i hope trump will win best regards from europe,AGAINST,FAVOR
i honestly have no clue why people are so upset at biden this debate yeah hes really slow and uncharismatic but compared to trump he looks like the most competent leader ever trumps response to the january 6th question was ridiculous i dont know how anyone could support someone who just dodges a huge question like that a question that can be answered so simply like no i wont let anything like that happen again cmon man,FAVOR,AGAINST
riasting of highest level,NONE,NONE
and as for whoever is running this debate future former president in current president referring to both parties at the same time as president because theres an election coming up dude dude,NONE,NONE
these individuals are not fit for presidential election,AGAINST,AGAINST
these are the choices that americans have lemi be proud of being a kenyan a very very very undeveloped democracy,FAVOR,AGAINST
donald trump is saying the truth,NONE,FAVOR
foul the debate trump only attacking biden not to solved the problem,FAVOR,AGAINST
biden says the same shit everyday lol and still cant remember it,AGAINST,NONE
career politicians like biden is whats wrong with america,AGAINST,FAVOR
why does it seem like biden is reading pre wrote cards that someone is holding for him,AGAINST,NONE
poor joe why is he doing this to himself,AGAINST,NONE
will biden is absolutely right about putin being a war criminal the thing is international trade commerce should have locked them out of having any finances whatsoever what is your job,FAVOR,NONE
i am first nation redskin you know i dont like you you guys dont like you you barely pay attention to your own family unless theyre with three neighboring towns so you dont like you grow up you lost every single war versus the redskins and after losing to england your usa to be plan extinct the redskin no redcoats on my soil happened homie,NONE,NONE
do you know a federal law called overreaching when a president has more than 21 bills in a 4year term that is a federal crime charge him unless i swear you want to biden for more time to get your children,FAVOR,AGAINST
they both think they are god get real the border will destroy us by overrunning the economic ability to support these peopleman of whom are criminals and chinese nationals hanging at gun ranges uhthink thats a red flag we will be invaded from withinnot outside thanks biden,AGAINST,FAVOR
both of them are good president of us,FAVOR,FAVOR
biden is scary,AGAINST,NONE
i agree with donald trump is saying that joe biten is not liking what the country is dealing with,AGAINST,FAVOR
just watching this again to see if joe was as bad as i remember a week agothe answer is yes,AGAINST,NONE
biden speaks like a robot im scared smothing controls his movements,AGAINST,FAVOR
trump for president 2024,NONE,FAVOR
i blame the boomers,NONE,NONE
biden is senile and trump is a lying bully with an iq as well as al capones but he looks smart next to dementia this is america dont get it twisted yall,AGAINST,AGAINST
while trump was talking about jan 6 biden was touching his ears as if he had microphone in it,AGAINST,FAVOR
did anyone forget also in my area woods hole the terrorists told that i actually personally went in crushed we are locked out of usa i used all the future upgrades to make a ground satellite because there was a hydra to eat your system i saved your network a hydra has many heads so it will try to grow infinitely it couldnt get any further it killed itself reboot and back on the grid,NONE,NONE
faa failed hail also otis hyannis responded,NONE,NONE
biden should put his mic in his mouth,AGAINST,NONE
this is like listening to two elderly men bickering are at the dinner table in the nursing home,NONE,NONE
they should be in care homes eating pudding,NONE,NONE
history repeats it self httpsyoutube9cdrpe4kkcsiudxc0lnqi7matdnz,NONE,NONE
well donnie let me tell you sumthin lets everul urs this yes its bear jew in german let me remind ones of a classified event that somehow everyone is privy to operation pin drop happened well less than 60mi swim to boston you were first one charged for something that you were acquitted of course can we also get sexual charges on bill clinton and his arrest for sexual fraternization with an employee that is a crime and just impeached thats not acceptable the slandering a past president if you can find devout evidence of magazine claim attempting to ruin it looks like new york entirely because you grew up there pro theft laws its fxcking sick i apologize for the digression but slander is a crime and he can be charged even as president,NONE,AGAINST
trump wants to attack cuba in 5 days ok joe,FAVOR,FAVOR
how is this the most embarrassing debate trump proved he is nothing but a liar and a bullshit artist making everyones eyes roll every sentence he spoke that wasnt a publicallyknown fact biden stood his ground actually answered the questions he was given and didnt blow smoke up his own ass the whole time are these the best two men for the job not by a long shot not at all but biden did damn well for how he is while trump just does what trump does best,FAVOR,AGAINST
we should have such debates between pm candidates in india,NONE,NONE
joe biden looks like a spoiled brat kid saying im not going to let you win im going to keep lying and blame you and accuse you in public of all the fake felonies you have for the dummies to believe the lie,AGAINST,FAVOR
go trump,NONE,FAVOR
imagine its 2am and russia just launched nukes headed for the usa they call the president to wake him up we have to trust his judgement for how we respond in seconds not days,NONE,FAVOR
ahaaa liike england n the acid attacks by a an asylum person disgusting,NONE,NONE
this wasnt a debate it was the end of an installed presidecy,NONE,NONE
joe with dementia or donald in nappys onggg,AGAINST,AGAINST
lolblacks for trump baby,NONE,FAVOR
this cant be real is this ai,NONE,NONE
biden voters feel his impact on the economy at the grocery store but will still vote for him because social politics and sensitive feelings,FAVOR,AGAINST
joe biden is way too old disoriented demented to hold such an important position of running a country he is not medically fit for the position of president of america,AGAINST,NONE
president puppet biden is malfunctioning its insane that people still vote for him it looks like hes getting a work out just attempting to speak,AGAINST,FAVOR
biden stood there incoherently his mouth hanging open while trump eviscerated him,AGAINST,FAVOR
ah shit he said trillionaires beat medicare to death it was over when his head went down,FAVOR,AGAINST
seriously usa a country of 300 million ppl u guys dont hav any other candidates biden is old useless trump is a liar a scammer conman showman a misogynista racist a egotistic worst of all he spreading conspiracy theories among its own citizens while he was the countrys president,AGAINST,AGAINST
they both made me laugh trumps gestures lies haha and bidens incomplete sentences omg its hilarious,FAVOR,FAVOR
lmfao this was good entertainment,NONE,NONE
biden administration is a disgrace the open the border for ilegal migrants,AGAINST,FAVOR
i love how intelligent you are donald trump,NONE,FAVOR
joe biden looks like hes drunk look at his eyes and face he doesnt know where he is my best guess is sleepy joe will just drop out djt 2024,AGAINST,FAVOR
joe is just like losing memories but honestly trump is more weird for me y he just attacking he would be saying like its all ur fault and they like me more tf,AGAINST,FAVOR
trump is nothing but a gossiping old womanand biden has no dementia just a speech impedemrnt but i wouldnt vote for either,AGAINST,AGAINST
why the debate become the panel asking questions to attack trump only its obviously not a fair debate but 3 people attached one trump won,NONE,FAVOR
what happened to electing 40 50 yr old men in office,NONE,NONE
im from germany and i was just laughingtrump was gaslighting and lying and biden couldnt say a proper sentence without mumbling tough decision good luck americans,FAVOR,AGAINST
the eyes tell everything,NONE,NONE
trump you are not human but an egoist,NONE,AGAINST
yes the whole country is blowing upunder his service in white house get him off asap for the people sake,NONE,AGAINST
trump orders you to never talk about wars again because from what you say two more parents went to war at the same time and its only getting worse,NONE,AGAINST
trump writes im sure if it werent for this man who followed the order together with the ota they would have already launched nuclear bombs you wont win but if you did believe me it wouldnt take a month to start the nuclear bombs thats what is written because thats the only way the bombs will be blocked while youre there out of the presidency and if this nuclear thing happens the united states will not survive alone because it will only be strengthened thanks to the agreement together with ota,NONE,FAVOR
yes we are stud to give upon our people who paid taxes and now needing helps to survive specially veterans handicap and young workers and students who need health care then the money poured out to other countries and strangers shame we americans are stud trump brought up the main issue here the misery americans are dealing with,NONE,FAVOR
cnn doesnt want people that support trump to speak up for the truth im tired of the lying to americans these dems are only worried about themselves they put us at risk right now with a senile man they put kamala in because shes a black woman yet they dont want her to take over what a crock theyre scam artists and the sad thing is they hate trump because hes honest and not a politician everything he says is true ha he isnt even the one lying actually they are he says things way ahead of their time and then later we find out trump was correct hes resilient we need biden out now there has to be a medical option to have him tested and removed this is a national safety threat but biden supporters are so ignorant to think that sdmi istration cares about them their so full of it his sons a drg addict who they actually a job to,AGAINST,FAVOR
trump dont say anything stupid trump whether you like it or not putin always wanted ukraine do you think putin wanted to date you you are far from putins intentions and you degrade yourself if putin would no longer exist in the united states of america,FAVOR,AGAINST
1314 trumps right on that one to be fair other countries are seeing a weakness in the leadership of the us and are gaining more confident,NONE,FAVOR
biden is the poster child for dementia,AGAINST,FAVOR
wtf even is this,NONE,NONE
snl satire or what,NONE,NONE
americants,NONE,NONE
fossil fuel is trying turn america into britain also did i hear fossil fuel here say skibidi,NONE,NONE
welp i lived a pretty fulfilling life it was fun while it lasted were cooked,NONE,NONE
trump is like the devil i think he is rich born he dont know how the people suffer he just talk bullshit he never worked like a real amarican god will punish him,NONE,AGAINST
no evidence of the frau election i seen it with my own eyes even insiders shared their experience devices showing people voting with 100 years old fake mail boxes not to mention the videos showed in georgia court yea sure nothing happend,NONE,FAVOR
as an european this is utterly shocking bidens dementia and trumps braindead embarassing statements about everything are these the people that should be rulers of the free world and trump no the rest of the world didnt respect your country under your rule in europe we were seriously worried about what you would do with poor america,AGAINST,AGAINST
the way he mutters huh eh hu hullo ah the bottom line we saw life with trumps policies we see life now never mind biden is dead in a suite,AGAINST,FAVOR
morals of the ally cat joe made me laugh having sex with porn star on the night of wife was pregnant,NONE,NONE
god bless president trump trump for 2024,NONE,FAVOR
need our troops back in afghanistan,AGAINST,FAVOR
need trumph to control putin and china for sure,NONE,FAVOR
worrying that this is the best america can come up with,FAVOR,AGAINST
joe what happened you said you had this covered,AGAINST,NONE
i am not american but i think if joe truly love usa us citizens he will step down but i dont think has the right state of mind to come to that decision,AGAINST,NONE
biden is a narcissist and his overly large ego puts rhe whole us in danger get out biden go have a beer with tbe little wife who loves you so,AGAINST,FAVOR
all i care about is when the voice over videos come out,NONE,NONE
the best of these 2 candidates is clearly trump,AGAINST,FAVOR
look eooohhhhhh we finally beat medicare,NONE,NONE
by the way im proud to be as i said the first vice president the first black woman to serve with a black president joe biden wurd radio 742024,FAVOR,NONE
such a shame for america to have this two grandpapas for president candidates one egomaniac other pedofil and lost him mind such such same for such big country,AGAINST,AGAINST
this debate was such a fucking joke nothing important was remotely addressed,NONE,NONE
out of all the millions in america these are the best they have,NONE,AGAINST
everything biden claimed was a lie in the 2020 debates turned out to be true i have no higher expectations about what he claims are lies in this debate,AGAINST,FAVOR
great sketch americas always delivered great comedy since the steinfelds shows this was a great parody of an american electoral debate the guy stuttering was really spot on on how politicians sometimes dont know wtf they talking about the guy dodging the questions with his rethorical answers was quite good as well great acting from both,NONE,NONE
hmmmmmmm america if you choose trump you are asking for chaos this man sent his rally to kill his own vice president mike pince its beyond schoking this man is not in jail and try to be a leader again what is wrong with america you should be concerned about democracy is represented wrong this man has no education about democracy and unfit to be a leader biden needs to retire trump is a criminal why in world you want trump,FAVOR,AGAINST
biden had two words to say about this debate neither was a real world,AGAINST,NONE
usa needs a totally change on politics learn from this young president httpsyoutubefnwbznxghnwsimmk771d24_pkwila,NONE,NONE
45 is still just saying lies he said putin invaded ukraine because of president biden wtaf,FAVOR,AGAINST
age limits please on both surgeons and presidents,NONE,NONE
i was just thinking that some translators over the world will have to articulately translate live or even post live what biden is saying in their language and it just cracks me up do you translate the stuttering as well or just try to get what he aimed to convey if thats even possible damn uncle joe just go home already you dont need to do this the nurse has cooked some good cookies for you,AGAINST,NONE
what trump said about the invasion of ukrain and the israelpalestine situation was true none of that would have happened,NONE,FAVOR
hearing joe speak is the biggest cringe ever,AGAINST,NONE
lol although im quite fluent in english it is not my first language therefore that might be the reason i dont unserstand what biden is saying so im asking good ol americans what they understood of him if they did grasp anything did you get the main idea or message he conveyed to me hes speaking gibberish making sentences chaoticaly in a way that is totally unstructured maybe its just alzheimer but at some point hes rambling without remembering where he started of no problem at all to understand trump,AGAINST,FAVOR
bidens son has done worse than anyone on january 6th but he will never see jail,FAVOR,FAVOR
biden is the worst president,AGAINST,FAVOR
this is ridiculous,NONE,NONE
its so shocking seeing the us actually allowing joe biden to run as president he clearly needs to be in a home,AGAINST,NONE
psychopath sleepy joe u have no rights to call putin war criminals,AGAINST,FAVOR
i used to think presidential debates were awkward but this one right here its taken awkward to whole new level,NONE,NONE
george washington would laugh his ass off in heaven seeing these two debate,NONE,NONE
cnn how about reporting on trumps agenda instead of feeding the anxiety over bidens age,AGAINST,FAVOR
why cant indian pm ever dare to attend such debate with opposition leader,NONE,NONE
