comment,stance_llama_8b
speaker johnson did a super job at holding the impulse to vomit the poor guys not going to have any lips left by the end of this speech,CONSERVATIVE
what planet does this guy live on what a buffoon,CONSERVATIVE
if i were smart id go home now so true,CONSERVATIVE
hes right americans are under attack read deuteronomy in your bible and understand these illegal immigrants are here for one reason and one reason only to serve the black master in destroying america i dont believe this is joe biden,CONSERVATIVE
having your own baby murdered isnt healthcare and it isnt reproductive rights,CONSERVATIVE
i love how they wave red herrings and avoid saying abortion when talking about abortion,LIBERAL
four more years how can anyone cheer for that,LIBERAL
holy crap hunter has him turned right up,CONSERVATIVE
and why is steve scalise trailing behind this imbecile smiling and acting so giddythis entire government body has become a club of crooks designed to rob the we the people of not only our hard earned money but now of our god given freedoms this corruption and deception of we the people cannot continue as it has under clinton bush obama and the worst last 3 years ever this nothing more than a stagethe largest hypocrite ever prop joe biden along with several of those top villains wearing black robesand we cannot leave out the biggest joke of all vp harris so seriously pathetic unprecedented how much these socalled leaders have hurt our great nation overall god help us if joe biden is shoe horned into office another 4 years,CONSERVATIVE
biden licks ice cream,CONSERVATIVE
hello biden make america great again first please you talking to lies,CONSERVATIVE
political violence has no place unless its orchestrated by our guys,CONSERVATIVE
putinists in full attendence here in these comments the denail here is epic,CONSERVATIVE
sounds more like a campaign speech than a state of the union,CONSERVATIVE
junk fees are annoying but isnt there a difference between making a purchase with a convenience fee tacked on at the end of a transactions and credit card companies charging a late fee that is more than what it costs to instigate collection one is deceptive pricing just include the fee in the price which makes sense to regulate especially in the case of a monopoly like ticketmaster the other is in your credit card agreement known from day one its even called an agreement credit card companies arent moral paragons or anything but it is a business we should normalize not signing agreements and contracts we dont understand rather than having the government regulating what companies do that consumers agree to,OTHER
the only danger to democracy is you and your diseased party,LIBERAL
sadly 51 of the population if not more are idiots and will actually vote this idiot back in office,CONSERVATIVE
they say they are going to raise taxes on billionaires but normally they way they do that is by taxing the ways that they usually make money business owner vs employee what ends up happening is small businesses pay a higher corporate tax rate while the billionaires democrats say they are going after have the best lawyers and accountants who can exploit the ever increasing loopholes in the increasingly complicated tax code when biden says working people it is safe to assume he means people who file a w2 and millionaires and billionaires or the wealthy can safely be assumed to mean business owners,CONSERVATIVE
mike johnsons face says it all,CONSERVATIVE
first president that could ever be assassinated by a punch,CONSERVATIVE
all lies hows the drug problem in usa employment everything is going down hunter biden is making lots of money in china billions of dollars is being spent to ukraine while the americans doesnt even have family benefits now i believe fentanyl makes you talk too much,CONSERVATIVE
not one cent in taxes but inflation as a result of increasing charges to corporations is still a cost on tax payers,CONSERVATIVE
i dont think this guy will make it to 2030 just saying,CONSERVATIVE
wait to the drugs wear off and he falls on his face,CONSERVATIVE
dont try and steal this election either joe you are not our president you have done nothing good for this country people are worse off than ever and our country is in danger because of our border situation,CONSERVATIVE
everything from the beginning has been lies and more lies its time for you to go joe,CONSERVATIVE
this man is a disgrace and completely sickening abortion is not treatment,CONSERVATIVE
what about the american people nothing for us trump202now,CONSERVATIVE
joe says give me your money so i can choose how to spend it,CONSERVATIVE
all those people cheering him on are really pathetic,CONSERVATIVE
the funniest part were the sycophants that surrounded him at the end you were phenomenal you knocked it out of the park the fact that joetato was able to stand up for one hour at a time telling lies should not be considered impressive utterly worthless as a president and the harm hes done to this country will take a generation to fix,CONSERVATIVE
joe people do not want government hand outs they want a decent job and self respect period that means tax cuts to companies to give those jobs,CONSERVATIVE
sounded more like a wish list than a state of the union address,CONSERVATIVE
amazing what some uppers can do for a guy,CONSERVATIVE
wait people clap for him,CONSERVATIVE
no your border bill was crap how about you close the border instead of building an expressway,CONSERVATIVE
not what farmers say sorry thats false,CONSERVATIVE
after voting for trump twice i will never do it again i wasnt going to vote this time around but after this speech it has me thinking about voting for biden dont like the guy but i hate how much trump whines and complains and only talks about himself he failed to deliver on any policies he made promises on during the campaign i regret giving him a second chance in 2020 and voting for him trump should have let viv become the candidate,CONSERVATIVE
what money,CONSERVATIVE
full of sh,OTHER
voted for trump twice not a biden fan but i have to give him credit when due he delivered the speech well we need to stop hating the other side and start spending time trying to find a middle ground ever since trump came into politics full grown adults are acting like little kids its okay to disagree and we should disagree but the name calling and each side calling each other unamerican needs to stop just because someone has liberal or conservative views doesnt make them unamerican we all are american my party has really disappointed me lately its lost focus on the country and become a party of trump instead of a party for america we all need to do better,OTHER
the border will never be fixed by any president and neither will the economy her dithering diminshed comment it an insult to all seniors in america and the economics falls on the shoulder of the wealthy and large investors and banks unless at will employment and monopolies and wallstreet investment vehicles are altered nothing will get fixed administrations are straw bosses,CONSERVATIVE
joe mafia and all his little criminal state of the union minions,CONSERVATIVE
what was that guy shouting 10005,CONSERVATIVE
the contrast between a man who wants to be president to benefit the american people and a man who wants to be president to benefit himself and use the presidency as his vessel for retribution is crystal clear biden might stutter his words and hes not as progressive as bernie sanders who in my perfect world would be president but hes miles and metrict tons better than trump on not just character but most importantly policy when trump has to ask for your vote so that he can pardon himself from his numerous crimes rather than to help his voters that says everything that i need to know,LIBERAL
got all day to debate with the maga cult gop bring what you got,LIBERAL
close the borders close the borders close the borders,CONSERVATIVE
biden the great divider,CONSERVATIVE
lol spin and lies,CONSERVATIVE
last night was a sad frustrating and despicable display of brash diabolical politics for the nation and the world to witness watching the democrats bounce up and down supporting a socialist and corrupt dictator was a national disgrace and embarrassing to watch there was no message for unification but simply a disgraceful delivery of nonsensical and unrelated issues,CONSERVATIVE
president joe poopy pants state of confusion,CONSERVATIVE
most disgusting pathetic speech ever,CONSERVATIVE
biden was a joke over and over sad human being send him home,CONSERVATIVE
he hide in the basement and won the election just think hes out he should win in in a landslide joe biden 2024 go get them joe,CONSERVATIVE
joe wants to hire perverts to teach our children to not fear them the perverts,CONSERVATIVE
i wonder how much they paid the clapping seals to be there for that jackass,CONSERVATIVE
im speechless the first thing he mentioned is ukraine funding he is so delusional,CONSERVATIVE
all un truths and everyone knows it,CONSERVATIVE
what a joke america is toast,CONSERVATIVE
i find it funny all comments are turned off with cnn and the white house page they know theyd get cooked on every platform they will lose,CONSERVATIVE
even rbg didnt think roe v wade would hold up to scrutiny because it wasnt constitutional the supreme court does not exist to implement law but to make determinations on it its very possible for most americans to be wrong on a legal translation,CONSERVATIVE
this is not a state of the union address shame on this idiot and who was the idiot who wrote his script another idiot and why is palosi there well thats all the proof we need,CONSERVATIVE
and his very first comment about trump is an out of context quote used as a lie,LIBERAL
a pathetic response but what can you expect from the modern republican party complaints about the border i guess its a good thing they tanked their own border deal i mean its probably better to try to shift blame on that issue than to blame the democrats for the repeal of roe vs wade anyone remember the old phrase the victors write the history books i dont think that applies when you have a voter base that amount to a bunch of mindless sheep that eat any sht you bother to feed them,CONSERVATIVE
wow talk about detached from reality delusional and outright lying to the people,CONSERVATIVE
looks like a geriatric convention nothing but projection and lies kackling kamala is definitely high again,CONSERVATIVE
this individual makes my physically ill he leaves out the money for ukraine the lies are overwhelming stunningly nauseating said lakens name wrong a stoke of the pen opened the border a stroke will close it no more bills needed he will not do anything except to keep destroying america,CONSERVATIVE
yes joe you will not walk away but for a small fee me my fellow dems and family will only charge 10 of the billion dollars you will make,LIBERAL
my god hes pumped full of adderall look at his eyes,CONSERVATIVE
this is his last,CONSERVATIVE
he is the biggest lier i have ever seen if the american people put that sob back in office we will get what we deserve,CONSERVATIVE
sounds like joe gotta into hunters stash before the speech still wasnt enough to make him sound any more coherent,CONSERVATIVE
as far as the republicanj response i would rather had someone else anyone else deliver the republican response this was a shallow delivery this was a weak response even the context of the speach was lacking republicans need to do better than that i do not know who wrote this rebuttal but they did a terrible job i cannot believe this was a response to one one of the most important times in american history this was the response for the worst president in american history give me a break,CONSERVATIVE
everything he said he did he didnt do and everything he said he will do he wont do what a fucin joke,CONSERVATIVE
wow the president is loved by all lets forget about politics for a minute,LIBERAL
bidens middle east policies have turned god against america the bible says god said those who protect isreal god will protect them those who appose israel god will appose them this is why america is on a decline and until we turn back to protecting israel we will continue to decline,CONSERVATIVE
now thats one chamber full of terrible specimengramps needs his ice cream,CONSERVATIVE
i didnt wanna get back involved in politics but after this im all in on with trump,CONSERVATIVE
senilely trembling all the way to the podium great choice america,CONSERVATIVE
well mtg showed what a class act she is,CONSERVATIVE
joe is so surprised to be in a room with all of his actual voters without chanting fjb and nobody asking him a question about something he said that he hasnt done beyond talking about joe biden the only president that his greatest accomplishments are being a victim of elected into a position that people that arent in power are to blame for everything that you could have accomplished physically in your term as president but was stopped by a twice impeached president i dont know laws but has anyone ever been twice impeached and the incumbent president still has to only campaign on taxpayers money and throw him in court hearings and still say that if you elect him for the second time its going to be the end of democracy im so inspired that biden finally quoted a president word for word not because i know its the only quote that hes,OTHER
he brought up laken riley cause he was prewarned that the people would be looking forward to hearing something about it otherwise it wouldnt have been peeped at all this president totally sux worst one in history by far,CONSERVATIVE
looks like speaker johnson is sitting on the naughty step,LIBERAL
if cant see crappie state the union is in you must be on the same drugs biden is on,CONSERVATIVE
you suck so bad biden,CONSERVATIVE
up yours republicans joe looks on the ball to me impressive,LIBERAL
so looks like were gonna be forking out billions of more dollars for ukraine by the sounds of it,CONSERVATIVE
ill vote for a college graduate over this bozo in an instant,CONSERVATIVE
what a total joke,CONSERVATIVE
how much meth do you think they got him on for this,CONSERVATIVE
joe promises to bring the hostages held by hamas home isnt that what he had a fundamental responsibility to do when we pulled out of afghanistan thats what we can expect in the future from this hack,CONSERVATIVE
how much coke did he do with hunter before speech,CONSERVATIVE
president biden you aced the state of the union tonite,LIBERAL
biden killed it so refreshing hearing a leader talk about things that matter to the average american and issues that affect them rather trump being his usual divisive self with his hate speech name calling trashing america and listing his self grievances with no policies besides catch phrases great job joe,LIBERAL
ive been watching the state of the union since nixon when i was little boy i have never heard a president attack the sitting supreme court like biden did here if you looked at their faces even kagan and sotomayor were pissed,CONSERVATIVE
to me this woman is all blablabla and ludicrous emotional acting writing this while watching from germany we here are afraid of such politicians who are feeding usvoters fictional stories lies etc but zero facts and numbers why because there is none that can support her allegations joe biden has done a very good job and personally i wish we have someone as competent as he is as our chancellor he worked like a horse and signed so many laws like no other us president before and yes they improved and will continue improving your economy and your personal lives americans please do your own research trust your own eyes and ears if you dont trust your press watch englishspeaking european news channels there are laws in our country that prohibit deliberate lies in public and reporting false facts i wish you would have such strict laws too,OTHER
he was good i dont get the haters no gaffes id expect a few,CONSERVATIVE
mtglove her,CONSERVATIVE
thats laken riley dim wit,CONSERVATIVE
how about the americans who are unjustly detained in our own state capital from an insurrection that wasnt anywhere near what the riots of 2020 were or 2016 this is ridiculous,CONSERVATIVE
the clapping is disgusting to me it hurts my heart that people are backing this up theyre such such takers they are not givers theyre not good people they can see whats happening and they know whats happening and they dont care because its not happening to them,CONSERVATIVE
he looks spaced out,CONSERVATIVE
raising corporate taxes will only increase the cost of what americans pay at the cash register and of coarse more tax,CONSERVATIVE
biden sick in the head he is so so so dishonest,CONSERVATIVE
the federal deficit was increased by government spending joes spending,CONSERVATIVE
you wouldnt have to fix the border if you werent the one who ruined it,CONSERVATIVE
he is the one who shouted to the sky when president trump wanted to stop the trips from china and he and the demonscrat did not accept and closed businesses but not the borders on any part,CONSERVATIVE
buy a home he obviously hasnt been told what the interest rates are like,CONSERVATIVE
so now were all gonna have to pay for everyone to get a tutor sorry joe i decided not to have kids i already pay for the broken public education system im not paying for someone elses private tutoring,CONSERVATIVE
bragging about fixing your own mess,CONSERVATIVE
my lord what pills amfetamine had they given him to work this energetic for so long time anyway i feel its just words not the reality situation in us sounds exactly as the democratic party socialdemokraterna in our country sweden same bs talk avoiding the reality situation in society n people,CONSERVATIVE
wheres hunter at the white house snorting coke,CONSERVATIVE
all the ones clappjng are the ones that are sending this country down the drain,CONSERVATIVE
oh the education system the system that takes children to view drag queens that is child abuse,CONSERVATIVE
rest assure that no senile person can hold a speech and present a dialog like he did i have met really senile persons so i know but many of you have not,CONSERVATIVE
all biden says is i i i i he didnt do diddly,CONSERVATIVE
he has had four years to fix the high cost of prescription drugs what the hell did he do i talked to a fella today that said his wife is paying 400 a month for one prescription empty promises,CONSERVATIVE
same company same drug same place except he was talking about moscow and berlin which are of course different places,CONSERVATIVE
wonder if he has his contents pants on,CONSERVATIVE
havent heard a republican talk about overturning obama care in many years its disingenuous to make that a talking point but it shows how desperate he is if hes gotta go back to his time as vice president to find a talking point that is popular,LIBERAL
this human this poor spice that thing is waste their mentality is done and gonebehonany hope,CONSERVATIVE
he only have time to be a clown here he says whatever he wants funny clownthis is all fake numbers and so cheating sad for americans,CONSERVATIVE
there would be no war in ukraine if he had acted in 2020 instead of blabbing about minor incursions,CONSERVATIVE
notice that no one tore up his speech,CONSERVATIVE
joe is a stuffed shirt he can kma his mama is cringing,CONSERVATIVE
history is watching our economy go in the toilet,CONSERVATIVE
dems have a serious case of stockholm syndrome,CONSERVATIVE
vote democrat we need control you have no control stop,LIBERAL
biden is such a huge piece of garbage,CONSERVATIVE
biteunomics biteunomics at its best is ruining the country,CONSERVATIVE
cant even watch this idiot,CONSERVATIVE
oh yeah air force 1 right to moscowwhat a joek its so so sad,CONSERVATIVE
hes ready to fix the border send him the bill so he can stop suing texas for enforcing border protection,CONSERVATIVE
why is he shouting through this whole speech,CONSERVATIVE
good bye old man government of old men and old women,CONSERVATIVE
its scary that they want 4 more years of this puppet,LIBERAL
instead of raising the taxes on billionaires quit with all of the pork in your bills hidden in 4k page bills i for one couldnt care less about the transgender studies in taiwan,CONSERVATIVE
you cant love uhmerica only when you win followed by all the clapping cheering democrats who called trump illegitimate after he beat hilliary,CONSERVATIVE
hes so full of it,CONSERVATIVE
belvedere is wasting money on batteries that do not work if they arent catching on fire they are dying along side of roads because of the lack of infrastructure that wasnt in place first just like biden to pull the trigger on something that isnt ready sounds an awful lot like afghanistan,CONSERVATIVE
perfect example of a pathological liar dont believe me do some research,CONSERVATIVE
a effin clown show at the very least,CONSERVATIVE
we dont want your money we want a real president,CONSERVATIVE
wow taking credit for 15m jobs in 3 years after losing 22m jobs when he shut the country down for fauci,CONSERVATIVE
too bad they didnt have abortion rights 82 years ago,LIBERAL
i truly cant understand what hes saying,CONSERVATIVE
what is up with the strange cough chronic pneumonia,CONSERVATIVE
heres the only positive thing i will say jill finally has on a decent outfit,CONSERVATIVE
not voting for biden hes selling america off little by little in my world things are not better,CONSERVATIVE
what economy is he looking at,CONSERVATIVE
im wondering what kind of drugs they got him on so he can talk hes never that clear when hes talking,CONSERVATIVE
were in a modern zeitgeist where the jester is the king,CONSERVATIVE
pretty difficult to portray joe biden as a dentist patient after a speech like that,CONSERVATIVE
hows maui,OTHER
glad this is the last year i have to listen to this dude,CONSERVATIVE
where are all these jobs new small businesses oh right ukraine,CONSERVATIVE
gun control that governments want is always the predecessor to the peoples loss of freedom and the end of their rights being respected,CONSERVATIVE
wheres the critical analysis of the issues after the speech what is this brainwash by senator katie britt after biden finished talking,CONSERVATIVE
she really coud have made it a little less dramatic she sounds like a really bad actress,LIBERAL
no politicians didnt block your bs bill we the voters then were going to show you how well you are liked next november americas worst president ladies and gentlemen i really dont think anyone will ever be as bad as he is lets just pray he doesnt nuke us all before election day,CONSERVATIVE
peace in israel will only come with their messiah,CONSERVATIVE
youre right women have less freedoms now after the supreme court overturned roe v wade,CONSERVATIVE
i really wish i could see any of these great things he said hes done the only one that i think ive seen is indeed there is only half a snickers bar where you still pay the old price lol thanks joe for fighting for our rites in the battle of junk food wars,CONSERVATIVE
last i checked ukraine isnt a part of nato,CONSERVATIVE
this was by far the weakest and saddest and most incompetent state of the union ever this mans a puppet barely breathing bragging about their mistakes worst president of my lifetime he is still proving it guys we need to do better like 5 years ago,CONSERVATIVE
how about stand with america american citizens,CONSERVATIVE
you can see the speaker face against everything that is good for the people and the country,CONSERVATIVE
they must have given him a ritalin b12 and cocaine booster shot,CONSERVATIVE
and ill die a republican and i would die for trump,CONSERVATIVE
i see the state of the union is not strong,CONSERVATIVE
the worst criminal politician of our time or maybe ever biden just step down or go to prison,CONSERVATIVE
is a shame the speaker face not agree what biden us saying,CONSERVATIVE
try telling michelle obama you cant love your country only when you win,CONSERVATIVE
he wants to raise taxes on the wealthy that only raises the rent for the poor what a dumbass,CONSERVATIVE
what do you say pay your fair share of taxes huh lol,CONSERVATIVE
democrats shred the constution because they dont comprehend it the founding fathers i am sure are shaking their heads especially perhaps benjamin franklin,CONSERVATIVE
ukraine is europes and americas first line of defense,CONSERVATIVE
hes old but he sure is sharp he actually has a vocabulary and talks about america i hope the republicans listened to him about passing the bill to help resolve the border he is just so articulate in comparison with trump would love to see them both debate and have a factchecker mediator calling either candidate out if the lie to us the american people the only issue i can see is that trump tries to shout him down each candidate has to have equal air time and allow the other candidates their time to address the american people,LIBERAL
imagine unironically chanting four more years,CONSERVATIVE
biden talks about the clan he fought against integration in the schools what a hypocrite,CONSERVATIVE
he started the speech with taxation without representation stop robbing your people and giving the money away to foreigners at home and abroad,CONSERVATIVE
since numbnuts has been in office are home payment has risen 50000,CONSERVATIVE
i would love to know what cocktail of drugs they are giving him,CONSERVATIVE
think he was drinking out of the led pips for a long time,CONSERVATIVE
sorry i cant watch this lie,LIBERAL
incredible how many lies they wrote up for biden to spew tonight the first half of the speech was full of bogus claims and skewed statistics trying to paint an economic picture totally at odds with reality many policy proposals were taken straight from the republicans and will never be seriously pursued all crafted to deceive it was a dizzying orchestra of propaganda but he did manage to hold himself together sufficiently i guess it was worth pumping him up with all that prevagen neurogen ritalin hunters cocaine and blood transfusions from two young children so he could get through that speech even though not a glimmer of truth shined out of it,CONSERVATIVE
katie brit at the end,CONSERVATIVE
companies dont pay anything people do businesses wont pay more in taxes without raising prices passing the burden on the people in the end,CONSERVATIVE
lie lielielie one after another this dude has diarrhea of the mouth,CONSERVATIVE
most asinine politician in american history get him out,CONSERVATIVE
get out of ukraine now bull,CONSERVATIVE
fjb to hell,CONSERVATIVE
sosteal more of our money put more of us in prison for exercising our basic human rights ignore the problem at the border borrow more moneybasically just keep making everything worse until the country doesnt exist gee fantastic,LIBERAL
erybody at the end likei showed up pay me lmao,OTHER
biden lower than dirt,CONSERVATIVE
thats another pack of lies what is he talking about my wifes medicines have gone only up her deductions have gone up dont let this flimflam man clown you hes doing nothing but telling one lie after another,CONSERVATIVE
blasphemer close your mouth,CONSERVATIVE
make your voices heard trump 2024 he didnt say a thing about how he politicized and when after his political opponents,CONSERVATIVE
what a shame opens the border and tells us we need to do something he didnt say anything about all the migrants all over these sanctuary cities that democrats wanted so bad,CONSERVATIVE
is it me or did the speaker tried to not laugh the entire time,CONSERVATIVE
what hes really talking a good game its really too bad its not reality lol,CONSERVATIVE
he ate up all those conspiracy theories lovers the gqp is lost,LIBERAL
if you keep saying democracy only the morons will believe it,CONSERVATIVE
13654 and the oscar goes to lol,CONSERVATIVE
sorry trump 2024 duh,CONSERVATIVE
first women vice president not woman,CONSERVATIVE
i kind of thought some superstars coming in i mean the insurance is awesome reassuring and totally groundbreaking thank you jesus dont have to worry now,CONSERVATIVE
looking forward to joe defending his hate anger and revenge accusation in the debatesuk4trump24,CONSERVATIVE
lindsey graham got fatter over the 3 yrs why he wears green,CONSERVATIVE
id never waste my time watching a minute of this circus show bsall of it is bsand that old man talking doesnt deserve half the quality of life that he has,CONSERVATIVE
vote for biden is a vote for the end wake up,CONSERVATIVE
he said win that confli with china he cant motor the skills to say conflict,CONSERVATIVE
i wonder what are they clapping about ludicrous a bunch of clowns,LIBERAL
our economy wont last 4 more whos paying for joes gifts for the illegal votes illegal policies we are but he wont listen to us,CONSERVATIVE
an angry man is compensating for a lack of inward confidence,LIBERAL
why would he need to cut the credit card late fees from 3200 to 800 if the economy is booming and citizens are better off than before he was president just sayin,CONSERVATIVE
i can almost see what is going through kamalas head my if joe gets reelected that will mean that i will be the first woman president,LIBERAL
maga doesnt have a clue that america is doing much better than the rest of the world after 2020 bidens policies benefits rural americans that the gop donors couldnt care less about gop has 2 things tax breaks for the 1 and hatredred meat for the uneducated and uninformed middle and low income,LIBERAL
this is exactly the same bogus speech biden gave last year it literally feels like a rerun of last years state of the union speech,CONSERVATIVE
joe biden spit it out just say you need some more money,CONSERVATIVE
wow love the ways he lies and they clap wake up,CONSERVATIVE
he created jobs joes never created a job in his life the only job he ever created was his own in congress he thinks being angry equates with being right the angrier he gets illustrates just how empty his head is it amounts to overcompensation for a lack of true intellect,CONSERVATIVE
state of the union more like state of the biden campaign aka state of the onion peel back the layers to see the corruption hiding within like the rot to democracy mr b actually stands for,CONSERVATIVE
joe wants perverts teaching in elementary schools,CONSERVATIVE
he act and talk like he is the looser and working for chinese not americans look at his face,CONSERVATIVE
they seem to be keeping biden contained for her wont get lost you could see there are people around him keeping him from getting away,CONSERVATIVE
he is the puppet thats it wake up all lies,CONSERVATIVE
biggest looser nonsense layer extremely layered on the screen on american joe biden should be extremely shameful nonsense non confidence falling every minutes all those peoples clapping and chanting are paid for no real american citizens can do this,CONSERVATIVE
the same speech he gave to defend israel war crimes,LIBERAL
no speak of hawaii,CONSERVATIVE
this place looks like an old folks home when does bingo start,CONSERVATIVE
you are watching the worlds greatest bs show the man can hardly can hold his head up as he is walking in and they flatter him as if he understands whats going on the best when they scream and clap 4 more years what a joke thank gd this is all being recorded so the many generations that will come will have a sad laugh at these lowlife idiots,CONSERVATIVE
jan 6 was not an insurrection no one has had charges brought against them to that effect there have been no convictions for insurrection,CONSERVATIVE
he didnt address that marines remark,CONSERVATIVE
biden probably slept all weekand got the best drugs to prepare for this he gonna crash hard,CONSERVATIVE
i will never vote for a democrat again i am glad i left the party to be independent biden is a racist authoritarian,CONSERVATIVE
bobert looks nice shes a beauty,CONSERVATIVE
please god get rid of this man,CONSERVATIVE
seems like the bar was set pretty low for success i mean hey he didnt mention recently conversing with any dead people and im sure the fact that it made no sense is just my lack of imagination,CONSERVATIVE
the lies,CONSERVATIVE
biden how many more babies have you blown up,CONSERVATIVE
i threw up 2 times watching the lies,CONSERVATIVE
this is a twilight zone he talks about the border and the issues that the border is presenting wait a minute did he not open it up he said that rich people should pay tax and his own son doesnt even pay tax i dont believe in anything he is saying all lies if you ask me mike johnsons face says it all he cant even bring himself to act like he agrees with everything he is saying he is keeping it real,CONSERVATIVE
he has been given a cocktail of b12 and something,CONSERVATIVE
couldnt help but to roll my eyes,CONSERVATIVE
how biden can tell those lies with a straight face is just beyond me he has somehow convinced himself hes telling the truth he wouldnt know the truth if it fell on him and i hope it does the democrats have to be defeated no matter what the cost he is worse than putin shee or kim un or the frickin iatolla they have to be stopped,CONSERVATIVE
nothing but lies on top of lies sickening,LIBERAL
poor fella like a kid in a candy store he doesnt know which way to go hes up past his bed time,CONSERVATIVE
i feel bad for usa people so sad to hear these from this man from kennedy to raegan great men and now this the us have failed the world doesnt see yall like before,CONSERVATIVE
remember if you dont vote for me you a aint black,CONSERVATIVE
ladies and gentlemen i present u the guy whos defending and standing with war criminal and genocide,CONSERVATIVE
i cant watch this anymore lies he says nothing about laken murdered in athens by a criminal illegal aliens nothing,CONSERVATIVE
watching sotu it became clear that biden speech was hollow divisive misleading to say the least as usual palming hisadministration failures bad policy that have make america unsafe less prosperous blamed on others,CONSERVATIVE
he lied about the social secuity remark,CONSERVATIVE
white represents righteousness purity light and truth these dems should be dressed in black,CONSERVATIVE
public school teachers should be fired,CONSERVATIVE
he will be judged soon,CONSERVATIVE
did he just say they had the sharpest decline in murders does he live in america this man,CONSERVATIVE
nailed it,CONSERVATIVE
what does this have to do with america stop the border crossing say her name laken riley,CONSERVATIVE
this makes me so sad,LIBERAL
absolutely powerful speech from biden even my maga father acknowledged he had a great speech no gaffes or stutters biden 2024,LIBERAL
you suck i cant listen to this bs no more,CONSERVATIVE
this is all were going to get as far as debates go,CONSERVATIVE
wowall those parasites in love with each other,CONSERVATIVE
is that mtg with the maga hat on lol love her,CONSERVATIVE
is the gop response a toothpaster advert,LIBERAL
you dont need more border patrol just close the border,CONSERVATIVE
i cannot believe he said what he did about lankin absolutely unbelievable,CONSERVATIVE
an incoherent pack of lies told by a lawless man claiming to be president truly disgraceful why didnt the republicans walk out as soon as he started talking and when asked why say im not here to listen to a rally speech given by a lying idiot,CONSERVATIVE
theyre clapping because hes almost out of there,CONSERVATIVE
sickening lies and more lies no more years,LIBERAL
some of what bidens saying the laws were already in place he didnt do them smh,CONSERVATIVE
you born world war 2 you try to world war 3,OTHER
adderall wears off,CONSERVATIVE
old liar,LIBERAL
where does he live,CONSERVATIVE
i can understand people voted this old man are so disappointed now,CONSERVATIVE
marjorie is the best,CONSERVATIVE
how much is he paying all them clowns to clap,CONSERVATIVE
all for show,CONSERVATIVE
how about mental health its not the gun its the mental health of the person using the gun,CONSERVATIVE
sorry im not stupid this isnt joe biden he cant read a teleprompter much less naw,CONSERVATIVE
he dont mention a single thing that benefits our country unreal,CONSERVATIVE
booooooo fjb lies lies lies he actually thinks he dose good he needs help,CONSERVATIVE
well i wasnt very encouraged by biden prior to this speech but after watching this in its entirety yeah no way im voting for this old man windbag sorry not a chance,CONSERVATIVE
if i was smart id go home now he aint wrong,CONSERVATIVE
i though this was supposed to be a state of the union addressi tried had to quit watching what a joke,CONSERVATIVE
the irish fire huh,CONSERVATIVE
biden bought and paid for by any country with the highest bid sell out and chief,CONSERVATIVE
no catholic should vote for this guy we do not believe in abortion biden needs to be excommunicated from catholicism he is no catholic,CONSERVATIVE
afred e newman made an appearance,CONSERVATIVE
capitol police arrest and charge gold star dad whose son died in bidens afghan withdrawal unfortunately hes not an illegal alien so he will likely be prosecuted,CONSERVATIVE
what a bunch of kissasses,CONSERVATIVE
this was terrible biden opened the border and he can close it i dont want to here about ukraine as much as i care about the us people hes pushing the same sht thats not working biden has to go vote for trump 2024,CONSERVATIVE
all the other news stations have turned off their comments i guess they couldnt take the heat,CONSERVATIVE
speaker of the house disagrees with his inflation remark,CONSERVATIVE
you will find a way to give it to another country,CONSERVATIVE
the one thing that was evident tonight is that biden has a diminished capacity at talking he slurred his words and on cue blamed trump and republicans for everything he even mis pronounced laken riley called her lincoln he needs to go,CONSERVATIVE
joe joe joe joe go blow trump trump trump will get us out of bidens war time slump,CONSERVATIVE
all these demondcratic assholes kissing up to this fake president totally discuss me i was raised demoncrat only to find out i was taught a lie i have totally lost faith in government,CONSERVATIVE
hahaha good actor at the very end we could hear that you are going online,CONSERVATIVE
waiti think the arizona votes recount found somethinglolnopeawe mankeep dreamin tho,CONSERVATIVE
the state of the useless speech,CONSERVATIVE
greatest comback story isnt told but will soon be told,CONSERVATIVE
are you happier now americans your country is being invaded and we are now paying for 7million of them and palestine gets aid we are paying for all gov pensions for ukrainians do you have one in this country who pays for yours,CONSERVATIVE
devil shame on you too much more than devil fox son lying,CONSERVATIVE
nothing but division from the president this was not a state of the union it was a campaign speech,CONSERVATIVE
the safest weve been this man couldnt even pronounce laken riley were in more danger than ever youre a liar and the worst president we have ever had,CONSERVATIVE
nancy only mouthed four more years knowing some camera could find her,CONSERVATIVE
he dont want conflict with china cause he wont get those biden checks,CONSERVATIVE
democrats getting boycotted,CONSERVATIVE
he rallied on promises that have not been a democratic point of view for years now and this is really a campaign speech not a valid and truthful state of the union,CONSERVATIVE
idk if i can make it thru this i owe it to my country,LIBERAL
wheres the free food for americans,CONSERVATIVE
roe v wade is up to states vote at state level they make it sound like you have no choice you do,CONSERVATIVE
4 more years of this and america is finished im scared for my children and grandchildren,CONSERVATIVE
meanwhile the orange conman met with one of the worlds worst scumbags whoever cant see the contrast is surely blind,LIBERAL
oh come on mr speaker tear up that speech,CONSERVATIVE
congratulations to speaker mike johnson for giving a serious face and little to no clapping to king brandons lies unlike that disgrace kevin mccarthy last year,LIBERAL
what a goof looks like the fentanyl works for him to stay awake lol,CONSERVATIVE
fjb u go to hell,CONSERVATIVE
i dont see hom reading from a teleprompter how much is he improvising,CONSERVATIVE
night of a thousand lies,LIBERAL
