comment,biden_stance,trump_stance
the usa is done for its all lies everything they say is a lie the bs clapping the bs divide they show all a show i would say wake up befor its to late but its already to late,NONE,NONE
what was that guy yelling at 5045,NONE,NONE
damn one hell of a speech diaper don must of been pulling on his hair my bad i meant his wig four more yrs,FAVOR,AGAINST
france just made it s constitutional right to gave an abortion,NONE,NONE
congrats on the new world record joe biden you did it most lies ever told within 1 hour,AGAINST,NONE
very substantial state of the union address by president joe biden,FAVOR,NONE
come people watch the lies fly like fireworks,AGAINST,NONE
i predict heels up harris will become prez bc this man gonna tick his last tock,NONE,FAVOR
democracy is an mk ultra term used to silence people this elderberry is just a puppet and i look forward to the shenanigans satans minions attempt in the months ahead cough klaus shwuab,NONE,NONE
is it just me or is mike johnson look like some sort of weird little troll the guy is just strange,NONE,NONE
the threat to democracy must be defended,FAVOR,NONE
biden is correct freedom and democracy are under attack at home but not by a foreign invader it is under attack from the biden administration after biden failed to create a ministry of truth he used his own dept of justice to attack his political opponent former president donald trump once again his democrat sycifiants judges and attorney generals tried but failed to remove trump from state ballots now this senile old man is going after trumps fortune while these democrat judges may have won some initial monetary judgements few if any will stand up to an appeal giving this administration another four years to sow division amongst its citizens will be catastrophic for our country,AGAINST,FAVOR
i hate this old man so much,AGAINST,FAVOR
why is he yelling ear plug must be loud,NONE,NONE
they are salty and look like cows chewing hay,AGAINST,FAVOR
how much adderall did they give him to keep him up this late,NONE,NONE
all of the working people have to pay these thief,AGAINST,FAVOR
biden is a sell out,AGAINST,NONE
the affordable care act wyf is affordable about it obamacare costs an average of 584 per month for a 40yearold with a silver plan your age affects your monthly rates a 20yearold pays an average of 443 per month for a silver plan,FAVOR,AGAINST
the greek philosopher plato once said he who tells stories rule the world the pres recalls american history and shares about it trump simply mocks people,FAVOR,AGAINST
biden the warmonger the us doesnt need to be the world police say no to war and help americans at home no more money for the war machine,AGAINST,NONE
sleepy joe i dont particularly like the guy and wasnt expecting much fox news and their candidate set such a low bar and had me thinking he would stumble through it he was inspirational and i know for a fact that joe biden is on the side of the good guys i cant say that about the other option,FAVOR,AGAINST
they injected him with something,NONE,NONE
people who say he is too old need to watch this speech he just crushed it,FAVOR,NONE
it un forgivable what this presdent has done,NONE,AGAINST
u can say your gonna do all these things but we no it aint gonna happenthis is a jokeeveryone giving a standing ovation after every sentence is laughablebunch of narcissist in that room there,AGAINST,FAVOR
i cant listen to him yellingslurring his words like a drunkard talking so fast like hes on some sort of drug no thanks,FAVOR,AGAINST
kamala is being told when to stand so she is not the vp,AGAINST,NONE
a gallon of milk now costs 2x more,NONE,NONE
yes lies is right trump handled covid greatly with information had,FAVOR,FAVOR
he had absolutely nothing new to say,NONE,FAVOR
roe v wade it says in every american has the right to life liberty and the pursuit of happiness key word on life,FAVOR,AGAINST
thats funny you say political violence has no place yet there are countless videos of democrats saying get out there and fight them surround them get in their face and let them know they are not welcome here you call for violence every day,AGAINST,FAVOR
it must feel hard to watch loosing your countrys world dominance you can try but at the end china and the rest of brics saudis in particular will own you,NONE,FAVOR
biden beacons vs trump tantrums whos the better choice,FAVOR,AGAINST
oh we love our country joe which is why we dont want you or democrats running it as you are destroying it,AGAINST,FAVOR
there was not an insurrection also we are a republic joe love how you always say democracy democracy democracy booooooo,AGAINST,FAVOR
no joe you will stumble away,AGAINST,NONE
this felt like catholic church up down up down,NONE,NONE
funny the biggest topic of the day is the border and he doesnt mention and damm thing about the border just why is that and no one in that audience noticed that shit well the rest of us did,AGAINST,FAVOR
better than a trump rant about russia russia russia and sir stories not to mention he came to me with tears in his eyes i dont love biden but at least he a has coherent ideas,FAVOR,AGAINST
america is the worst cuntry in the iniverse,NONE,NONE
the electric cars are far worse for the environment than gas engines,NONE,FAVOR
5053 what the hell is his fat tub of lard yelling and who the hell is he,AGAINST,NONE
biden should go home forever,AGAINST,NONE
just remember this president supports toxic woke ideology and the chemical castration of children,AGAINST,FAVOR
pathetic,NONE,AGAINST
yes america must protect europe,FAVOR,FAVOR
johnson doesnt think kids should go to school apparently,NONE,NONE
hope many times is kamala gonna stand up and clap for this ass,NONE,NONE
here we go china is just building up waiting an waiting an waiting what else do you think there doing there getting ready for something big china is the future united states is fighting all these wars we dont have the time weather its biden or trump how is united states going to get out of all these wars haiti conflict and sudan war rsf and west africa sahel conflict and russian an ukraine and israel an gaza conflict how is united states going help fight all these multiple wars thats coming africa needs its own nato to help united states africa wants its own nato with united states help,FAVOR,FAVOR
biden you would not make a pimple on donald trumps ass,AGAINST,FAVOR
whos that asshole behind him wearing glasses,NONE,AGAINST
whats it called when you mix capitalism and nationalism together,NONE,NONE
only an a o can talk like that,NONE,FAVOR
oh my god i could hear mtgs annoying voice when she yelled,NONE,NONE
the contrast between the sides blue and red says a lot about our country blue cheering and red sitting still at least agree on the common good for the people no need to appear so divided bring those big brains together follow gods lead and at least get the people what they need,FAVOR,FAVOR
protect womens reproductive rights reinstate roe and codify it abortionisessentialhealthcare abortionisnormal abortionisfreedom,FAVOR,AGAINST
great speech on hope courage and love for the american people lets run it back joe,FAVOR,NONE
the poor guy has dementia and should be at home relaxing he should not be put on media to make fool of himself his family should be protecting him from the real guy running the show telling biden what to say and take him home,AGAINST,NONE
dont trust trump he will destroy americas democracy and make america like russia and north correa and cuba nicaragua venezuela out with crazy trump if you love america vote jeo biden,FAVOR,AGAINST
sorry no funding to ukraine no illegals hence nobiden,AGAINST,FAVOR
trash as can be,NONE,NONE
woooooow such a beautiful speech he really love america long live jeo biden out with crazy trump this is indeed a beautiful and promising speech for america long long long long live jeo,FAVOR,AGAINST
this guy is a buffoon as well as his voters,FAVOR,AGAINST
high costs of goods low wages high crime no boarder these are the issues skipped in this cringe but america cares about these,NONE,FAVOR
with the implementation of the far lefts bigspending agenda biden ushered in 40yearhigh inflation as the government spent borrowed and printed trillions of dollars it didnt have that devalued the currency which caused prices everywhere to rise,AGAINST,FAVOR
the state of the union drinking game take a shot every time harris stands up and claps,NONE,NONE
liar my fathers prescriptions have tripled tripled under biden,AGAINST,NONE
love the beautiful lies boy oh boy,AGAINST,FAVOR
i liked it but i will never vote again in my lifetime let the lizards have the choice who gets elected to the white house like they always did,NONE,NONE
this speech was not a state of the union address at all this was a campaign trail speech couldnt even pronounce laken rileys name an american woman killed by an illegal alien then he goes off defending the calling of the illegal alien to an undocumented immigrant this is all sooo sad yeah obiden u said it you took an oath to office to protect this xountry against foreign domestic terrorists you have failed at your oath terrorists are all over the u s has been invaded by your treason,AGAINST,NONE
mayor petes face,NONE,NONE
all biden offered to american is more war more killing of unborn children and more mutilation of school age children he offered nothing to make america better,AGAINST,FAVOR
you see how happy they are its not for us thats for sure,AGAINST,NONE
presentation positive gop borders use taylor greene international 80000 68 years bills oldest americans state united milke johnsons trump jail private crimes position covers19 venter shooter robbery mader cancers vaccaro litter businesses jod americans government government tennessee copter,NONE,NONE
so many good points actions that have been taken watching mike johnson and the rest of the gop not even clap for cancer care advances makes me sick you are traitorsand are playing the part of the villain check your self before you wreck our democracy and country usa,FAVOR,AGAINST
finland and sweden putin is shaking putin invaded ukraine under bidens watch,AGAINST,FAVOR
republicans hate unions,FAVOR,AGAINST
what an ass hat,NONE,AGAINST
first potus with dementia,AGAINST,NONE
gods government is the answer learn about that,NONE,NONE
worst president since carter,FAVOR,FAVOR
clarence thomas would not recuse himself from the colorado ballot case even though his wife was involved in the jan 6 insurrection but he did recuse himself from the sotu address he is the epitome of shameless and shameful 1033,FAVOR,NONE
that was excellent,FAVOR,NONE
shame on indiana senators and congresmem,NONE,NONE
biden hit a home run vote blue,FAVOR,NONE
i was surprised how divisive that speech was there were more direct accusations and disses across the aisle then im accustomed to in a state of the union address seemed like it was half state of the union and half campaign trail,AGAINST,FAVOR
way to go joe you actually completed a speech without a snafu somebody wrote good,FAVOR,NONE
california is hard on women look at pelosi and walters,NONE,FAVOR
how much of that is bs,NONE,AGAINST
i really dont know who is worse biden or trump neither one can put an intelligent sentence together without struggling,AGAINST,AGAINST
why arent they any other acceptable dnc candidates why not in 2020 why not now why does it have to be joe or no one hes a lunatic and also on a stimulant cocktail the buried truth of january 6 is that the j6 committee destroyed files prior to the gop taking the house why was a documentary film edited and produced and a big fight over releasing all of the footage you can see him come down about 23 of the way through what is his point its all over the place he is destroying democracy thats not because i hate him or im angry thats just the facts,AGAINST,NONE
trump2024 stop this lunatic from further destroying our nation lie after lielaken riley was brutally murdered by joes border policy for the sake of our country fire joe biden and elect donald j trump,AGAINST,FAVOR
i think its because he knows just how much crap this clown is filled with,FAVOR,AGAINST
did he just say wages are up and inflation is going down where cost of living is on a steady rise in nyc,AGAINST,NONE
you need to ban american presidents from sniffing young girls starting with yourself,NONE,NONE
mike johnson looks as though he just ate a turd,NONE,NONE
save money and increased taxes,AGAINST,FAVOR
why does it look like he only has about 10 of the people there backing him,AGAINST,NONE
i respect him but hes too old for the job also preaching is not the best way its like poor nutritional food its usually do as i say not as i do socialism well read history it has big downside,AGAINST,FAVOR
nice try joe we can all envision your enthusiastic young marketing team i watch the congressional hearing they are wide awake its democrats getting in the way of any common sense you are responsible for all the tragic disasters in america and across the world after covid we thought we could breathe again but you blew in reversed the border policies ukraine israel and afghanistan botched withdrawal trying to stop energy independence telling us to replace all of our appliances and not rv youre a raving lunatic most world leaders wont take your calls and you are under investigation for corruption your face and voice sicken me,AGAINST,NONE
just an angry old man yelling get off my grass,NONE,NONE
pretty good speech,FAVOR,NONE
what is your fair share mr president biden,FAVOR,NONE
an idiot leading the idiots,AGAINST,AGAINST
someone bought the irs,NONE,AGAINST
how much is your fair share tax cut,NONE,FAVOR
how do people really believe hes doing amazing,NONE,NONE
kamala harris needs to just sit down sending the side to the puppets in the room the signal,FAVOR,NONE
what a clown show our country needs help we are too divided they all got what they wanted for americans to hate each other and fight like children while politicians spread misinformation god help us all,NONE,NONE
again joe wheres all the money coming from,AGAINST,NONE
how can you bring down prices for people who cant even afford an apartment,FAVOR,NONE
race always has a place in your speeches dont they joe n,AGAINST,NONE
remember the woman who she wants you to say her name was charging into harms way while a man was clearly pointing a gun at her and people were yelling hes got a gun so why exactly is this is same as someone being beaten or shot by police for just breathing in their own home they always like to hijack perfect good causes with the utmost hypocrisy,FAVOR,AGAINST
can anyone else physically not watch this,NONE,NONE
get that man out of office disgraceful,FAVOR,AGAINST
the border was fixed joe you unfixed it,AGAINST,NONE
there are a lot of people being paid off right now 2529,NONE,AGAINST
what is the guy saying at 5050,NONE,NONE
what a clown circus as they praise this communist and zionist piece of trash on the communist news network fjb,AGAINST,FAVOR
seeing johnsons very punchable face behind president biden reacting to all the very real criticisms of him personally and his useless party fairly summarizes everything you need to know about republicans,FAVOR,NONE
kamala harris is a sign for the crowd to act,FAVOR,NONE
that you allowed his a in here youre a dumb joe,AGAINST,NONE
cnn is fake not real,NONE,FAVOR
blues need to swing,NONE,NONE
this is so orchestrated,NONE,FAVOR
hes so fucked lol,NONE,FAVOR
in europe we have the 3rd world war because of the proxy war of the americans thank you you have 46 millions of poor people and 90 billions sent to ucraine nice politicians,AGAINST,AGAINST
i though u guys wanted to defund the police,NONE,FAVOR
f u cnn,NONE,NONE
how much were they paid,NONE,NONE
this is a dog and pony show kamala is making me dizzy watching her jump up and down clapping like a trained circus monkey,FAVOR,FAVOR
im sorry your illegal killed laken hope riley,NONE,NONE
trans is child abuse,NONE,FAVOR
brain deadwashed people clapping for a braindead president he couldnt lead a 2 car parade how about energy independence joe kamala klapping is revolting,AGAINST,FAVOR
america is being played big time,NONE,AGAINST
clean water except in michigan,NONE,NONE
and taking private money from american citizens to fund the immigration,NONE,FAVOR
u are hurting your country with all the illegan aliens,AGAINST,FAVOR
close the border and you wont have to worry about the rest,NONE,FAVOR
just an angry old man total national disgrace,FAVOR,AGAINST
does he have eyes in there,NONE,NONE
congratulations on raising inflation in order for you to bring it down,AGAINST,NONE
if youd fix usps thatd be even better,FAVOR,NONE
built by american workers,FAVOR,FAVOR
why so many stand up ovations,FAVOR,NONE
this guy is erasing the middle class,FAVOR,AGAINST
change playback speed to 125x much easier to watch,NONE,NONE
marjorie reminds me of a cross between rick flare and david lee roth not in strength but in trees of looks yikes,NONE,FAVOR
what a way for a father to treat a son hunter needs to slap you the rear of the way into dementia,AGAINST,NONE
candaceowensforpresident 2024,NONE,NONE
what a line of bs joe theyll show you whose boss,AGAINST,NONE
america is such an unserious country president putin bad us woooo president putin us boooooooo that summarized the first bit of that speech,FAVOR,AGAINST
glad they got you doped up for the speech,AGAINST,NONE
lower prices joe its that simple,FAVOR,NONE
the ai and socalled misinformation with youtube is laughable,NONE,FAVOR
i see you losing and trump winning,AGAINST,FAVOR
the wealthy always had more tax breaks nothing new,NONE,NONE
we need the wall yall crazy,FAVOR,FAVOR
feed our people here in united states and quit sending money every where,NONE,FAVOR
what happened to unifying the country give me a break biden and his entire administration is the cause of all problems facing americans socialism communist ideas do not work if you love those ideas so much go and live in venezuela cuba nicaragua or north korea,AGAINST,FAVOR
too bad biden approved of people getting fired for not take the jab,AGAINST,FAVOR
thankfully trump will be elected the next president,AGAINST,FAVOR
take the pay away from president and congress and government,NONE,NONE
this is well orchestrated,NONE,FAVOR
disappointed in the way everyone continues to tiptoe around israel while thousands of innocent people get slaughtered we have yet to threaten israel in any way if they continue the genocide instead he talks about justifying the recent actions i will vote for him this year only because trump is worse but ill forever hate him as much as i do bush and chaney for justifying wars that were based on lies,NONE,FAVOR
this is not a speech but anger,NONE,NONE
your nothing like trump go home,FAVOR,AGAINST
this is the worst speech ever,AGAINST,FAVOR
he slurred words throughout the entire speech,AGAINST,NONE
biden is running circles around the gop theyre going the way of the whigs,FAVOR,NONE
that speech was so good ill actually vote for this mf,NONE,NONE
whys the speaker of the house being so chummy with the enemy,NONE,FAVOR
the covid vaccine does not stop people from getting the virus,NONE,NONE
just imagine if the msm at any given time mentioning bidens age include his extraordinary career whether we agree or not of him he is a treasure trove of knowledge its such a shame how we do see our elders this way but just imagine how different the narrative would be about him granted i dont want him to run again no elderly person should take on such a massive job like this however the msm even left leaning have continually pushed the hes old narrative for views which makes zero sense to me for views vs fighting for democracy,FAVOR,NONE
this guy is totally the opposite of what hes saying lets see how long this comment lasts herethey stole the elections,AGAINST,FAVOR
and can become president and be smarter than the one we got now bb,FAVOR,FAVOR
and wheres all this money coming from is hunter gonna sell the stuff to fund everything,AGAINST,NONE
sorry big guy but trump will be sleeping in your bed soon,FAVOR,AGAINST
kamala is straight out of a hollywood movie such an act,FAVOR,NONE
cause barack hussein obama still runs things,FAVOR,NONE
fake news,NONE,FAVOR
amazing that everything he said is false,NONE,AGAINST
hes an angry old man this is not a speech of the state of the union worst ive heard ever,AGAINST,NONE
no joe were headed for a major train wreck and the trestle is out and your l a wont admit it,AGAINST,NONE
hes full of crap talking about the economy growth not to mention the flooded borders with illegals,AGAINST,FAVOR
i am voting independent this year in support of president biden,FAVOR,NONE
nancy looks like she needs another bottle,NONE,NONE
really what has he done since he began what benefits when the economy has got worse since and now we are gonne believe when he has done nothing nothing godbless america trump for president,NONE,FAVOR
congratulations you had an abortion,NONE,NONE
funny how gmo has taken over that wasnt developed on family farms,NONE,NONE
scary warmongering it was 15 000 dollars for an emergency room visit broken borders,AGAINST,FAVOR
inflation is going down umm have you all been buying groceries at the same grocery stores and feeling that huge hole in your wallets because i need to know where you get those cheaper groceries,NONE,NONE
wheres those plants at joe,NONE,NONE
that aint what grocery prices and gas prices say joe your economy plan has blowed everything through the roof,AGAINST,FAVOR
and all of them government jobs,NONE,FAVOR
how is this a state of the union this is a campaign speech,NONE,NONE
37 minutes into this looks like a shit show,AGAINST,NONE
are you acknowledging all the riots now wow thats a first for the demoncrats,AGAINST,FAVOR
this isnt snl,NONE,AGAINST
ukraine can withstand russia bahahhahahaha,FAVOR,NONE
assaulted by the democrats noted,NONE,FAVOR
the pandemic was a planned activity,NONE,FAVOR
even one minute is too much,NONE,FAVOR
no they wont read about it itll be deleted out of the history books coz youll have it done,NONE,FAVOR
expecting corporations to care for everyone is insane what did he say there are over 1000 billionaires in the us so increasing corporate taxes is going to cure middleclass americans whoas i doubt that its called socialism,AGAINST,FAVOR
abortion is murder,NONE,NONE
look at all those unpatriotic wussies on the republican side who wont even agree with the condemnation of trump telling putin that he can do whatever he wants to our allies if they miss a payment to the mob boss pathetic beguiled by satan,FAVOR,AGAINST
the divider in chief turned the state of the union address into a political ad a liar and corrupt politician who has destroyed our country opened our borders allowed 2 wars a botched afghanistan withdrawal and taken us to the brink of wwiii none of this happened under trump if the media was honest you would have a different opinion of joe the segregationist biden my advice is to watch a trump rally which is never covered by the mainstream media i attended the rally in richmond va and there were thousands of americans of every color ethnicity and religionthe lines wrapped around city blocks open your mind and allow truth to enter donald j trump for president end the wars now stop the killing now close our borders now,AGAINST,FAVOR
if trump wouldve been reelected we would 100 be in a recession and thats a fact which isnt up for debate,FAVOR,AGAINST
vote people vote remove this monster that cares nothing for our citizens,FAVOR,NONE
why on earth would a billionaire only be paying 8 in income tax how is any american okay with that even the billionaires know its absurd theyre laughing all the way to the bank,FAVOR,AGAINST
then why am i owing the federal government income tax being a middle class citizen working two jobs,NONE,NONE
trump told putin to do whatever you want during what administration did he invade ukraine,AGAINST,NONE
biden reminds me of my ex husband promise the moon but delivered heartache and shame it sounds good but you know in your heart of hearts there is a catch there is fine print there are semantics everything to make you think things will get better or are better than what you are experiencing but do they get better,AGAINST,NONE
how about tackle diabetes work family life balance so people dont need insulin better quality affordable food better healthcare that is preventative,FAVOR,NONE
within the first 5 min he lied and said a former president told putin to do whatever he wants that is not true at all what was said is that if the nato countries dont pay the designated amount of funds into nato then he would tell putin that not something i liked to hear at all but nevertheless biden lied when he said its been told to putin not true,AGAINST,FAVOR
inflation invasion at our border spy balloons college still unaffordable a mess in middle east putin threatening nuclear war huge national deficit lack of quality affordable childcare ivf at risk now maternity leave terrible crappy food compared to every other country in europei wouldnt be bragging about the state of our union right now,AGAINST,FAVOR
damn dark brandon is on fire here i love it vote blue to keep our democracy,FAVOR,AGAINST
dayum ive never seen so many childish immature adultsengaging in a sit down protest at least they were not bitten by dogs i guess,NONE,NONE
wake up people we are not a democracy we are a republic look up the difference and quit giving your freedoms away,NONE,FAVOR
we deserve who we vote for and this man is the right man to lead the america for 4 more years,NONE,FAVOR
why did cnn air this he has lied about his business dealings with hunter has lied about the southern border and has lied to every american and continues to do so,AGAINST,FAVOR
they eyes are dark as hell,NONE,NONE
rfk junior for president this guy is establishment 50 years in office warmonger hasnt changed anything because he works for the military industrial complex,NONE,FAVOR
well this was a good speach and gives hopes for the dems the republics should take this as a win it makes it harder for the dems to remove take biden out of the race this makes its trump vs biden hopefully biden will not use the courts to remove trump from the balot box,AGAINST,FAVOR
14 minutes in this looks like a clown show,NONE,FAVOR
that rhetoric saying that putin will not stop at ukraine is very dangerous it is kind of like saying saddam husain had weapons of mass destruction so the americans must invade iraq look at how that turned out america has not learned the lesson of not always beating its war drums the world can see right through it now that it is just part of the uss plan to beat other countries into submission so it can dominate militarily,NONE,AGAINST
i pray for this country god bless america,NONE,NONE
him sounding coherent is an anomaly,NONE,AGAINST
not crazy about kamala but my god she is beautiful,FAVOR,NONE
he made the snowflakes melt look at the comments good job mr president,FAVOR,FAVOR
political violence has no place in america then seeing half the room still seated and refusing to clap is chilling the republican party is a dangerous threat to this country,FAVOR,AGAINST
where is your lat y4 years prove,NONE,NONE
he didnt stroke out fall forget where he was at and the uppers worked,NONE,FAVOR
what about the state of the union,NONE,NONE
i worked in a mental health facility for over 10 years everyday i work with mentally ill people who have dementia alzheimersect this man clearly has dementia if you dont see that youre either lying or naive,NONE,AGAINST
biden showed more vigor about halting unborn babies from crossing the border into life from the womb than stopping illegal aliens from crossing the border into the us,FAVOR,NONE
the old man kicked some ass plain and simple the gop has big a problem plain and simple trump smh,FAVOR,AGAINST
ol joey boy was against school integration he didnt want black kids in the same school as his own now its 2024 and this horrible person has the same people he oppressed eating out of the palm of his hand,AGAINST,NONE
what a major pack of lies,NONE,FAVOR
public speech skill is one musthave capability a politician shall be equipped with but not a real competence to make a country great you have to see what he has done and what status the america is now,AGAINST,FAVOR
treacherous speech,AGAINST,AGAINST
less than a minute in and he mentions hitlerif these people dislike him so much you have to research why,AGAINST,FAVOR
why didnt johnson introduce the president to congress,NONE,NONE
mike thomass snide looks just broadcast how maga cant wait to oppress us all,FAVOR,AGAINST
those who support trump and his actions including jan 6th and his cronies just know you are all cowards and fake patriots,NONE,AGAINST
state of bull address,AGAINST,AGAINST
looking at scotus sitting there makes me sick especially thomas,NONE,FAVOR
roe needs to be law of the land,FAVOR,NONE
reminded me of adolf hitlers rants dividing the nation against itself be careful what you rant for we can fight too,FAVOR,NONE
vote rfk jr he will change the world for the better no nore fighting no more sleeping he will change us for the world we can give our kids we lost our way he will change america dont listen to the dems or repubs we need our life back,AGAINST,FAVOR
if putin wants to take back the ukraine let him have it its not worth starting ww3 over not even 4 minutes into it and biden is already lying if anybody believes this clown i have a bridge to sell you,AGAINST,FAVOR
god save the queen,NONE,NONE
racist clowns cant stand the fact that its not only their country alone,FAVOR,AGAINST
i cant even stomach this,NONE,AGAINST
they must have given him a shot of something,NONE,NONE
how can he tell such blatant lies,NONE,AGAINST
they rang up heisenberg to get biden the purest crack they could find for this speech,AGAINST,NONE
we help ukraine more than we help our own people ridiculous,AGAINST,FAVOR
more yelling more lies,NONE,AGAINST
2235 i think matt forgot that she is right handed not left handed,NONE,NONE
whats the plan to help veterans and their families disabled or not we veteran families rent apartments with our families and the little we have doesnt allow us to pay rent or decent homes because homes have become so expensive and so have rents please help veterans and their families,FAVOR,NONE
president biden no one can live next door to an enemy who wants you dead who wants genocide of israelis and jews no two state no two state no two state gaza belongs to israel who gave up gaza unilaterally in 2005 for peace it didnt bring peace it brought constant rockets launching into israel no two state no two state would you live next door to an enemy who wants you dead dont think so no one would want to you suggesting two state proves you have no idea of the ideology of this terrorists organisation,AGAINST,NONE
i have ran out of paper listing lies,NONE,AGAINST
that was terrible hateful and divisivemust be very popular with democrats,FAVOR,AGAINST
proud to have voted for biden and will again this year,FAVOR,NONE
could anyone make out what the dipshit shouted at the 5030 mark said,NONE,NONE
we are not a democracy the old fart has foregot that we are a constitutional republic,AGAINST,FAVOR
speaker going to need a some toilet paper to clean him self not doing well,NONE,AGAINST
what drugs was he on theres no question of uppers note the cussing attacks on the supremes and failure to follow protocols best guess is meth and steroids cynical jill the gang seem to figure they just need him to remain alive through early november they may succeed in that narrow goal though this attempt to subvert nature will result in wholesale destruction of their party nearly everywhere,AGAINST,AGAINST
well unquestionably was a nice speech but was questionable in his time active service since wont changed the facts or the problems that the country face today the debt its not his fault because accumulated through time but have to try from the beginning of his time in office to committed to bring it some down until now i dont see it from happening then how the public can be sure that 4 more years in office will make up the differences that is the question,AGAINST,FAVOR
joe biden and his audience are bad actors on a kabuki theater stage whose only function is to be a conduit that transfers wealth security and the regulatory power of our federal government to monopoly corporations who are loyal to no one but themselves full stop they are selling this country to people they say are our enemy for a buffalo nickle every 100 days 1 trillion more debt owed to china wage peace,AGAINST,NONE
america first,NONE,FAVOR
n how did they get in the white house who opened the door is the question stay woke,NONE,NONE
how can he lie so easy,NONE,AGAINST
no love must be racism pray for haiti i guess their not be the right color,NONE,NONE
fantastic speech,FAVOR,NONE
oh god stop mentioning those great presidents you are not one of them putin and china will have control especially china thats bidens friend us upper middle class are not upper anymore thanks you you traitor dont quote reagan you wouldnt make a scab in that mans body when he was living,AGAINST,NONE
what about haiti,NONE,NONE
he bout to start a war talking crazy,FAVOR,FAVOR
forget putin what about americans,FAVOR,FAVOR
thou shall not kill no christian talking they can provide weapons but not feed the homeless home the homeless what does that do for us we hear they over there we be good if we turn to jesus,NONE,NONE
ha i want whatever they have old joe on i need energy and to be able to wake up,AGAINST,NONE
would these fuckers stop clapping so the man can speak,FAVOR,FAVOR
raise the minimum wage how embarrassing that here in my state of wisconsin we are still stuck at 725,FAVOR,NONE
he dont talk bs like trumpy trump just facts,FAVOR,AGAINST
funny how youtube still has the dislike bar not visible since the last time biden came out on national television during an election year do not be fooled by this lying senile perverted puppet every word out of his mouth was scripted a day later and he goes offscript and starts making the usual grandpa gaffes,AGAINST,NONE
it amazes me how many people believe this nonsense buncha sheep,NONE,FAVOR
mike bobble head johnson,NONE,NONE
1038 women are with great power the greatest power creation and child rearing the hand that rocks the cradle tiles the world,NONE,NONE
i just cant watch this jack a eeeesh,NONE,AGAINST
what a comedy get out the popcorn they are all actors that guy looks nothing like biden he looks more like straun rogers and kamali harris does not look like her all actors put on by oue us army wake up people the real biden has been gone since the inaugeration the 3 cannon volley at arlington was for a funeral not an inaugeration like trump got as he flew off to maralago and the president gets sworn in at 12 noon sharp biden was sworn in at 11 47am a violation of the 0th amendmant,AGAINST,FAVOR
739 except the political violence against trump and conservatives prolifers and christians,NONE,FAVOR
551 give me a break there were no insurrectionists other than the fbi plants,NONE,FAVOR
notice how democrats never clapp when a republican president speaks no matter what even if they agree but republicans do clap for the opposing party when what they say makes sense demoncraps are evil and act like a gang,AGAINST,FAVOR
yo jo good speech my man greetings from germany keep it going and good luck for the election world needs u my man stay strong,FAVOR,NONE
republicans didnt stand when he said he would use american manufacturing and american steel thats very telling,FAVOR,NONE
trump 2024 take america back,NONE,FAVOR
this is a disgusting speech not a state of union but full of division and attack of people in this country the disgusting president and this government doesnt care the inflation the border security the drug issues,AGAINST,NONE
what is with the howling dogs at the end of every statement,NONE,NONE
trump never told putin to do whaytever the hell he wants my goodness this guy is a total lying piece of garbage and he makes me sick,NONE,AGAINST
will aways have more patriotic heart and soul and concern than this entire comment thread laken riley lizbeth madina kayla hamilton plus many more to come keep ignoring the culpability with what that blue vote has done guilty,FAVOR,NONE
hellz yeah joe,FAVOR,NONE
admiration respect and fealty president biden votebidenharris2024 voteblue2savedemocracy keepamericafree2024,FAVOR,NONE
the applause sign lit up way too many times junk marketing by your inclined divisive traders,AGAINST,FAVOR
biden saying putin is spreading chaos throughout europe hes a liari live in europe no one is scared of putin we know he is not going to invade europe dont believe this liarhe said this garbage as soon as putin went into ukraine that he was going to turn his sights on europe no hes notputin has kept the war isolated in some areas of ukraine hes not coming for the rest of europe,AGAINST,FAVOR
biden trying to chanel roosevelt what an idiot,AGAINST,NONE
i did see mikey nod his head no matter what he says later he is impressed he is impressed with our president and with how he and we are getting things done unlike that do nothing republican party thats an embarrassmentp connected with it fear keep them there let them come join the democratic party getp its like to improve peoples lives to make things easier and better and cheaper i see it in your eyes mikey im sorry youre trying to look somber and disapproving but i see it in your face you admire president joe biden and what he is doing for this country,FAVOR,NONE
great job it is a historical moment i see the new abreham lincoln the people of america have won again the land of the free and home of the great,FAVOR,NONE
worst president we ever had ill be glad when december 5 gets here and hes fired,NONE,AGAINST
shall not be infringed,NONE,NONE
mike johnson looks supremely uncomfortable i think its absolutely delightful,NONE,FAVOR
the worst fucking president ever,FAVOR,AGAINST
what a freakshow god help us all,NONE,AGAINST
this country is a hot fucking mess,NONE,NONE
liar biden and the regime cut social security to thousands of americans thier social security has ended up in pockets of biden and crooked democratic political arena,AGAINST,NONE
mike the weak johnson and he is weak anyone that goes after others lifestyles is weak,FAVOR,AGAINST
great speech and a big middle finger to all the brain washed trumprussian bots,FAVOR,AGAINST
do i detect a slight hint of agreement from mikey standing behind the president i think i saw him almost smile and he did not his head and i think hes gonna have a hard time settling down to the old bull crap when hes heard what a real president can do i hope i hope he becomes a democrat,FAVOR,NONE
the difference between the democrats and republicans is as follows democrats are there for people but the republicans are there themselves,FAVOR,AGAINST
biden was on top of his game very coherent a couple stumbles but he gave a speech over an hour trust me thats not easy and im way younger trump is 2 years younger than biden and is nothing more than a babbling narcissist the choice is an easy one biden2024,FAVOR,AGAINST
