Tweet,Ideology
"['first', 'barackobama', 'mention', 'tonight', 'sure', 'candid', 'arent', 'tri', 'tie', 'work', 'well', 'joebiden']",Liberal
"['charact', 'joebiden', 'big', 'mouth', 'potu', 'tower', 'would', 'flatten', 'one', 'stomp', 'biden', 'talk', 'bite', 'dare', 'talk', 'women', 'via', 'foxnew', 'app']",Conservative
"['even', 'wors', 'biden', 'agre', 'paul', 'ryan', 'cut', 'social', 'secur', 'medicar', 'fast', 'forward', 'think', 'gaff', 'keep', 'watch', 'say', 'cut', 'popular', 'program', 'twice']",Conservative
"['ami', 'klobuchar', 'debat', 'stage', 'soon', 'campaign', 'go', 'anywher', 'fund', 'soon', 'enough', 'sleepi', 'joebiden', 'amp', 'willi', 'brown', 'proteg', 'kamalaharri', 'game', 'lose', 'poor', 'ami', 'good', 'luck']",Conservative
"['never', 'occur', 'joebiden', 'someth', 'corrupt', 'unlik', 'boast', 'larg', 'audienc', 'amp', 'tv', 'camera', 'kinda', 'proud', 'think', 'ask', 'magat', 'think', 'hard']",Liberal
"['amen', 'whether', 'think', 'prudent', 'mani', 'blk', 'voter', 'come', 'theyr', 'inspir', 'pandem', 'may', 'factor', 'somewhat', 'mute', 'campaign', 'beyond', 'fckd', 'biden', 'camp', 'ignor', 'overtur', 'made', 'blk', 'women', 'organ']",Conservative
"['think', 'barackobama', 'joebiden', 'noth', 'hide', 'problem', 'testifi', 'congress']",Conservative
"['mitch', 'landrieu', 'endors', 'joebiden', 'run', 'presid', 'newday', 'could', 'realli', 'get', 'behind', 'ticket']",Liberal
"['thank', 'mani', 'mani', 'mani', 'reason', 'first', 'need', 'narcissist', 'way', 'peopl', 'remind', 'wethepeopl', 'reject', 'social', 'whole', 'point', 'biden', 'first', 'place', 'get', 'moder', 'radic', 'left']",Conservative
"['creepi', 'joe', 'biden', 'go', 'touch', 'room', 'stay', 'embarrass', 'best']",Conservative
"['countri', 'need', 'joe', 'happi', 'thanksgiv', 'famili']",Liberal
"['serious', 'go', 'hurt', 'tho', 'calif', 'wake', 'dem', 'may', 'forc', 'congress', 'print', 'u', 'ca', 'enjoy', 'fresh', 'air', 'etc', 'obama', 'biden', 'vote', 'red']",Conservative
"['strang', 'biggest', 'democrat', 'stage', 'much', 'concern', 'wast', 'attempt', 'overthrow', 'best', 'presid', 'year', 'rather', 'work', 'republican', 'shore', 'medic', 'emerg', 'need', 'obama', 'biden', 'must', 'inform', 'work', 'instead', 'coup']",Conservative
"['gillibrand', 'long', 'rambl', 'biden', 'actual', 'fuck', 'gillibrand', 'answer', 'question', 'rambl', 'democraticdeb']",Conservative
"['cancer', 'care', 'provid', 'research', 'caregiv', 'human', 'joebiden', 'amp', 'other', 'bidencancersummit', 'propos', 'take', 'work', 'resourc', 'leadership', 'potenti', 'benefit', 'impact', 'simpli', 'dismiss', 'cancersuck']",Liberal
"['differ', 'joe', 'interest', 'countri', 'self', 'interst']",Liberal
"['woke', 'sweden', 'start', 'watch', 'serious', 'first', 'three', 'clip', 'ive', 'watch', 'joebiden', 'boldfac', 'lie', 'weird']",Conservative
"['email', 'morn', 'bff', 'nancypelosi', 'fix', 'realli', 'realli', 'miss', 'barackobama', 'amp', 'joebiden']",Liberal
"['joebiden', 'call', 'courag', 'group', 'thug', 'democrat', 'liar', 'joe', 'truth', 'right', 'avail', 'see', 'liber', 'pretend', 'lie', 'excus', 'joe']",Conservative
"['karoli', 'acyn', 'even', 'bright', 'boy', 'actual', 'even', 'dim', 'boy', 'either', 'hell', 'dull', 'still', 'high', 'expect', 'like', 'massiv', 'power', 'outag', 'quit', 'frankli', 'voteblu', 'biden']",Liberal
"['joebiden', 'cnn', 'msnbc', 'pleas', 'say', 'gon', 'na', 'run', 'presid', 'calmourfearsjo']",Liberal
"['pick', 'biden', 'old', 'go', 'date', 'idea', 'platform', 'actual', 'age', 'want', 'win', 'want', 'pick', 'old', 'peopl', 'make', 'feel', 'worthless', 'vote']",Liberal
"['sure', 'current', 'polit', 'situat', 'would', 'consid', 'oprah', 'tv', 'person', 'viabl', 'presidenti', 'candid', 'happen', 'peopl', 'qualifi', 'job', 'michel', 'obama', 'joe', 'biden', 'choic', 'democrat', 'us', 'elect', 'oprahwinfrey']",Liberal
"['help', 'along', 'know', 'give', 'real', 'credit', 'barackobama', 'joebiden', 'two', 'upstand', 'honest', 'famili', 'men', 'lead', 'countri', 'worst', 'depress', 'sinc']",Liberal
"['would', 'love', 'see', 'ewarren', 'amp', 'joebiden', 'one', 'debat', 'stage']",Liberal
"['today', 'histori', 'lesson', 'professor', 'joebiden', 'roosevelt', 'came', 'thing', 'ya', 'know', 'total', 'differ', 'imagin', 'biden', 'unfitforoffic']",Liberal
"['cover', 'obama', 'biden', 'administr', 'tri', 'take', 'presid', 'like', 'outcom', 'elect', 'cover', 'ir', 'go', 'republican', 'cover', 'obama', 'amp', 'biden', 'liter', 'drop', 'billion', 'dollar', 'iran', 'airport']",Conservative
"['consider', 'seven', 'step', 'past', 'anyon', 'id', 'consid', 'democrat', 'would', 'go', 'person', 'know', 'donor', 'usual', 'buy', 'evenli', 'get', 'goal', 'pass', 'guy', 'would', 'perfect', 'joe']",Liberal
"['joe', 'biden', 'hire', 'harvey', 'weinstein', 'damag', 'control', 'advis', 'anita', 'dunn', 'would']",Conservative
"['jaketapp', 'cough', 'directli', 'hand', 'interview', 'speakerpelosi', 'sotu', 'owe', 'joebiden', 'apolog']",Liberal
"['tri', 'put', 'anger', 'amp', 'emot', 'work', 'votebidentosaveamerica']",Liberal
"['joebiden', 'idea', 'reach', 'across', 'aisl', 'pick', 'vote', 'consid', 'condoleezza', 'rice', 'run', 'mate', 'vp', 'parti', 'presid', 'thought', 'got', 'vote', 'either', 'way']",Liberal
"['think', 'ramp', 'one', 'step', 'usminor', 'next', 'year', 'email', 'biden', 'walkaway', 'video', 'everi', 'day', 'know', 'biden', 'may', 'see', 'light', 'actual', 'walkaway']",Conservative
"['joe', 'biden', 'clue', 'thought', 'obamacar', 'great', 'thing', 'recal', 'correctli', 'work', 'real', 'well', 'countri', 'go', 'sunset', 'enjoy', 'retir']",Conservative
"['joe', 'worri', 'aim', 'end', 'elect']",Liberal
"['happi', 'birthday', 'joebiden', 'thank', 'amaz', 'vp', 'bring', 'famili', 'closer', 'togeth', 'meme']",Liberal
"['full', 'terrorist', 'organ', 'wipe', 'joebiden', 'one', 'wow', 'isnt', 'treason']",Conservative
"['multipl', 'opportun', 'prosecut', 'could', 'prevent', 'chose', 'corrupt', 'great', 'fit', 'creepyjoebiden', 'vp', 'nypost']",Conservative
"['lol', 'know', 'joebiden', 'follow', 'follow', 'cdc', 'guidelin', 'listen', 'word', 'remot', 'effect', 'wont', 'get', 'covid', 'like', 'idiot', 'nazi', 'crowd', 'tomorrow']",Liberal
"['poor', 'joebiden', 'honestli', 'surpris', 'love', 'one', 'havent', 'interven', 'sad', 'declin']",Conservative
"['watch', 'step', 'bleep', 'ben', 'shapiro', 'show', 'ep', 'youtub', 'nowplay', 'tuesdaymorn', 'tuesdaythought', 'coronaupd', 'racism', 'joebiden']",Liberal
"['clear', 'care', 'delay', 'lead', 'advers', 'outcom', 'due', 'autoimmun', 'patient', 'need', 'hydroxychloroquin', 'abl', 'get', 'pandem', 'joe', 'coronaupd', 'medicareforal']",Liberal
"['dammit', 'joebiden', 'said', 'would', 'say', 'anyth', 'bad', 'kill', 'vp', 'support', 'convers', 'therapi', 'systemat', 'tortur', 'gay', 'children', 'say', 'mike', 'penc', 'decent', 'tacit', 'endors', 'tortur', 'jeezu', 'joe']",Conservative
"['agre', 'ill', 'support', 'whoever', 'come', 'top', 'would', 'realli', 'prefer', 'biden', 'one', 'came', 'top']",Conservative
"['doesnt', 'complicit', 'freak', 'eyebal', 'biggest', 'scandal', 'lifetim', 'spygat', 'democrat', 'ukrainebiden', 'corrupt', 'schiffforbrain', 'liarr', 'btw']",Conservative
"['think', 'creepyjoebiden', 'vp', 'killari', 'michael', 'obama', 'check', 'yt', 'vid', 'bulg', 'danc', 'ellen']",Conservative
"['yeah', 'fuck', 'democraticparti', 'much', 'republicanparti', 'make', 'sens', 'joe', 'your', 'realli', 'black', 'biden', 'would', 'consid', 'run', 'mate']",Conservative
"['joe', 'biden', 'fallen', 'short', 'offici', 'clinch', 'democrat', 'nomin', 'yesterday', 'next', 'chanc', 'certainli', 'clinch', 'tuesday', 'next', 'week', 'supertuesday']",Liberal
"['convinc', 'joe', 'goe', 'along', 'last', 'thing', 'heard', 'blitz', 'weed', 'polit', 'youtub']",Conservative
"['ep', 'discuss', 'pvamu', 'mike', 'tackl', 'biden', 'kamalaharri', 'elizabethwarren', 'ask', 'member', 'yanggang', 'shout', 'jarmardupa', 'also', 'discuss', 'horrif', 'polici', 'separ', 'famili', 'border']",Liberal
"['leader', 'joebiden', 'claim', 'call', 'urg', 'run', 'potu', 'save', 'everyon', 'thedemocrat', 'concern', 'foreign', 'govern', 'interf', 'elect', 'american', 'citizen', 'vote', 'telephon', 'amp', 'urg', 'biden', 'run', 'usa']",Liberal
"['joe', 'know', 'women', 'feel', 'see', 'come', 'shoulder', 'hair', 'democraticdeb', 'debatenight']",Conservative
"['good', 'hear', 'biden', 'enough', 'dirti', 'attack', 'talk', 'dont', 'deserv', 'countri', 'start', 'clean', 'slate', 'petebuttigieg', 'dem']",Liberal
"['dnc', 'thought', 'mayb', 'joebiden', 'corybook', 'ticket', 'divers', 'way', 'may', 'bring', 'rural', 'american', 'parti']",Liberal
"['take', 'backseat', 'one', 'liber', 'credenti', 'oh', 'god', 'kid', 'joe']",Conservative
"['hunter', 'compani', 'receiv', 'million', 'special', 'feder', 'loan', 'joe', 'biden', 'vp', 'rout', 'profit', 'cayman', 'island', 'via', 'gatewaypundit']",Conservative
"['democrat', 'offer', 'old', 'old', 'biden', 'inferior', 'hard', 'left', 'nutjob', 'similar', 'corbyn', 'ca', 'come', 'younger', 'forward', 'think', 'candid', 'bigot']",Conservative
"['justin', 'joebiden', 'amp', 'dnc', 'stop', 'use', 'racism', 'distract', 'tactic', 'amp', 'tool', 'campaign', 'either', 'hate', 'amp', 'blame', 'potu', 'everyth', 'without', 'agenda', 'benefit', 'countri', 'amp', 'citizen', 'without', 'rais', 'tax', 'amp', 'poor']",Conservative
"['joebiden', 'make', 'hide', 'afraid', 'mani', 'lie', 'bumper', 'sticker', 'plant', 'doubt', 'suscis', 'etc', 'campaien', 'make', 'bumper', 'sticker']",Conservative
"['erick', 'get', 'upset', 'baker', 'refus', 'serv', 'joebiden', 'speakerryan', 'ask', 'ralli', 'im', 'guess', 'love']",Liberal
"['handler', 'know', 'would', 'end', 'joe', 'hope', 'get', 'alway', 'multipl', 'voter', 'dead', 'peopl', 'illeg', 'alien', 'tri', 'get', 'mail', 'vote', 'cheat', 'even']",Conservative
"['joe', 'biden', 'longer', 'relev', 'need', 'find', 'nurs', 'home', 'book', 'room']",Conservative
"['joe', 'biden', 'fellow', 'wan', 'na', 'plantat', 'master', 'fear', 'lose', 'slave']",Conservative
"['joebiden', 'like', 'bob', 'barker', 'barker', 'bark', 'tree', 'peer', 'bedroom', 'see', 'take', 'ecstasi', 'hous', 'pass', 'feder', 'legisl', 'like', 'rave', 'act', 'prosecut', 'properti', 'owner', 'bar', 'veteran', 'therapi']",Conservative
"['biden', 'say', 'go', 'restor', 'integr', 'white', 'hous', 'lie', 'record', 'good', 'start', 'demdeb']",Conservative
"['thank', 'presid', 'barackobama', 'joebiden', 'guy', 'great', 'job', 'didnt', 'embarrass', 'us', 'like', 'dude']",Liberal
"['updat', 'put', 'friendship', 'pic', 'barackobama', 'joebiden']",Liberal
"['joebiden', 'dem', 'accept', 'fraudul', 'vote', 'illeg', 'deceas', 'ppl', 'felon', 'amp', 'vote', 'pedophil', 'lockhimup']",Conservative
"['apvotecast', 'joebiden', 'surpris', 'victori', 'supertuesday', 'power', 'democrat', 'voter', 'broke', 'way', 'day', 'cast', 'ballot', 'wave', 'late', 'momentum', 'scrambl', 'race', 'matter', 'hour']",Liberal
"['squar', 'select', 'amnesia', 'light', 'fact', 'joebiden', 'publicli', 'humili', 'anitahil', 'claranc', 'thoma', 'confirm', 'hear', 'funni', 'democrat', 'forget', 'one']",Conservative
"['love', 'pictur', 'former', 'presid', 'barackobama', 'obama', 'even', 'endors', 'good', 'old', 'boy', 'joe']",Conservative
"['vote', 'candid', 'best', 'chanc', 'supplant', 'donthecon', 'gener', 'howev', 'align', 'disqualifi', 'primari', 'biden', 'amp', 'booker', 'far', 'antisemit', 'antizion']",Conservative
"['agre', 'first', 'ancestor', 'arriv', 'weymouth', 'indentur', 'servant', 'amp', 'work', 'yr', 'gain', 'freemanship', 'allow', 'land', 'amp', 'vote', 'member', 'famili', 'fought', 'freedom', 'everi', 'war', 'ever', 'sinc', 'biden', 'beto', 'booker', 'warren', 'utterli', 'clueless']",Liberal
"['everi', 'american', 'god', 'given', 'right', 'debt', 'free', 'home', 'vote', 'propos', 'elimin', 'everyon', 'mortgag', 'pay', 'tax', 'rich', 'msnbc', 'foxnew', 'resist', 'dem', 'dnc', 'politicsn', 'nbcpolit', 'abc', 'cnn', 'pb', 'kqradio']",Liberal
"['asid', 'conceptu', 'semant', 'joebiden', 'voic', 'one', 'rise', 'wast', 'human', 'life', 'anger', 'frustrat', 'forget', 'lost', 'child', 'adamleidtk']",Liberal
"['joebiden', 'vote', 'joe', 'take', 'vp', 'younger', 'voter', 'amp', 'event', 'someth', 'happen', 'health', 'heaven', 'forbid', 'good', 'hand', 'fresh', 'realli', 'care', 'work', 'stand', 'real', 'friend', 'around', 'globe']",Liberal
"['racist', 'democrat', 'parti', 'biden', 'vote', 'parti', 'line', 'democrat', 'long', 'histori', 'racism', 'noth', 'chang', 'today', 'democrat', 'support', 'gay', 'bash', 'antifa', 'thug', 'somebodi', 'pleas', 'explain']",Conservative
"['media', 'final', 'fact', 'check', 'joe', 'biden', 'claim', 'obama', 'administr', 'lock', 'peopl', 'cage', 'democraticprimari', 'democraticdeb', 'via', 'theblaz']",Conservative
"['cute', 'think', 'presid', 'aim', 'high', 'joe']",Liberal
"['holi', 'cow', 'agre', 'funni', 'uncl', 'joe', 'he', 'right']",Liberal
"['ran', 'unit', 'state', 'senat', 'local', 'offici', 'hard', 'know', 'live', 'say', 'joebiden']",Liberal
"['biden', 'sister', 'sent', 'million', 'joe', 'campaign', 'dollar', 'firm', 'via', 'breitbartnew']",Conservative
"['hey', 'joebiden', 'right', 'women', 'respect', 'kid', 'molest', 'protect', 'also']",Conservative
"['poll', 'believ', 'biden', 'potenti', 'earli', 'stage', 'dementia', 'odd', 'almost', 'amount', 'peopl', 'believ', 'win']",Conservative
"['joebiden', 'would', 'contribut', 'one', 'run', 'corrupt', 'pervert']",Conservative
"['impeachmentday', 'impeachmenthear', 'watch', 'live', 'sever', 'network', 'shiffti', 'open', 'statement', 'talk', 'obama', 'biden', 'maga', 'kag', 'dem', 'gunna', 'flag', 'blame', 'canada', 'elect', 'interfer']",Liberal
"['cnn', 'friend', 'done', 'american', 'public', 'disservic', 'hold', 'biden', 'account', 'bidenli', 'somehow', 'peopl', 'think', 'idea', 'lie', 'other', 'get', 'draw', 'line', 'mondaymotiv']",Conservative
"['funni', 'guy', 'like', 'biden', 'alway', 'will', 'sacrific', 'someon', 'els', 'properti', 'greater', 'good', 'hey', 'joe', 'put', 'skin', 'game']",Conservative
"['wonder', 'mani', 'undecid', 'voter', 'go', 'inform', 'campaign', 'joebiden', 'nice', 'close', 'statement', 'bruh', 'democraticdeb']",Liberal
"['biden', 'right', 'pick', 'dnc', 'via']",Conservative
"['cant', 'believ', 'sleepi', 'joe', 'terribl', 'talk', 'today', 'godblesstheusa']",Conservative
"['gop', 'impeach', 'hunterbiden', 'burisma', 'democrat', 'act', 'like', 'exist', 'hope', 'someth', 'lol']",Conservative
"['worth', 'note', 'biden', 'hand', 'anitahil', 'mistreat', 'speed', 'thing', 'along', 'clarenc', 'thoma', 'mani', 'republican', 'enabl', 'one', 'want', 'work', 'across', 'aisl', 'none', 'work', 'benefit']",Conservative
"['joebiden', 'found', 'amaz', 'ice', 'cream', 'spot', 'tucson', 'ever', 'univers', 'arizona', 'need', 'hit', 'desert', 'dream', 'ice', 'cream']",Liberal
"['around', 'world', 'activist', 'advoc', 'everyday', 'citizensmoth', 'teacher', 'journalist', 'neighborsshar', 'convict', 'world', 'made', 'better', 'make', 'better', 'joebiden', 'democracymatt']",Liberal
"['decent', 'republican', 'would', 'affili', 'joebiden', 'rino', 'absolut', 'conserv', 'would']",Conservative
"['brain', 'exhaust', 'start', 'talk', 'like', 'biden', 'democraticdeb']",Conservative
"['get', 'woman', 'would', 'love', 'woman', 'presid', 'howev', 'order', 'win', 'need', 'someon', 'reach', 'gop', 'husband', 'gop', 'vote', 'biden', 'said', 'other', 'wont', 'vote']",Liberal
"['talk', 'honestli', 'want', 'huge', 'problem', 'kamala', 'truanci', 'booker', 'pharma', 'abram', 'like', 'want', 'run', 'senat', 'biden', 'give', 'damn', 'want', 'gone', 'go', 'one', 'got', 'couch']",Conservative
"['feed', 'tribun', 'need', 'creat', 'biden', 'plausibl', 'biden']",Conservative
"['thing', 'pope', 'white', 'kid', 'color', 'peopl', 'good', 'work', 'uncl', 'joebiden', 'iowastatefair']",Liberal
"['still', 'pay', 'high', 'speed', 'rail', 'never', 'happen', 'california', 'thank', 'joebiden', 'govern', 'especi', 'democrat', 'cant', 'anyth', 'effici', 'mondaymotivaton']",Conservative
"['exclus', 'depend', 'relationship', 'advertis', 'one', 'million', 'accord', 'group', 'say', 'via', 'thefreedompat', 'advertis', 'biden', 'carlson', 'depend', 'islam', 'presid', 'radic', 'relationship', 'republican', 'trend']",Liberal
"['biden', 'one', 'progress', 'millenni', 'staff', 'twitter', 'duti', 'match', 'biden', 'word', 'confid']",Liberal
"['joebiden', 'debat', 'like', 'teacher', 'complet', 'unprepar', 'class', 'know', 'none', 'kid', 'gut', 'call']",Conservative
"['andrew', 'yang', 'way', 'biden', 'never', 'make', 'way', 'run', 'thing', 'moment', 'warren', 'less', 'corrupt', 'polici', 'great']",Conservative
"['jaketapp', 'thought', 'said', 'joebiden', 'involv', 'ukrainian', 'prosecutor', 'fire', 'amp', 'get', 'rid', 'withhold', 'aid']",Conservative
"['exclus', 'joebiden', 'live', 'hous', 'forbid', 'resal', 'black', 'unless', 'famili', 'black', 'domest', 'servant', 'via', 'gatewaypundit']",Conservative
"['mondaymotiv', 'mondaythought', 'joebiden', 'write', 'letter', 'media', 'outlet', 'stop', 'rudi', 'giuliani', 'show', 'evid', 'next', 'day', 'us', 'hous', 'subpoena', 'show', 'evid', 'us']",Conservative
"['biden', 'admit', 'meddl', 'ukrain', 'court', 'system', 'talk', 'council', 'foreign', 'relat']",Conservative
"['that', 'right', 'juan', 'barackobama', 'joebiden', 'knew', 'russian', 'interfer', 'elect', 'absolut', 'noth', 'histori', 'alreadi', 'record']",Conservative
"['realli', 'like', 'joebiden', 'pleas', 'done', 'older', 'gener', 'us', 'rather', 'want', 'us', 'progress', 'nation', 'old', 'new']",Conservative
"['like', 'hillari', 'damag', 'distract', 'would', 'cloud', 'issu', 'reduc', 'forc', 'win', 'joebiden', 'amp', 'kamalaharri']",Liberal
"['disgust', 'pressur', 'joebiden', 'hold', 'taxpay', 'dollar', 'foreign', 'aid', 'presid', 'ukrain', 'ask', 'chief', 'prosecutor', 'resign', 'good', 'countri', 'pleas', 'bidencrimefamili', 'remind', 'obama', 'give', 'cash', 'iran']",Conservative
"['dumbass', 'joe', 'biden', 'want', 'voter', 'id', 'law', 'eveyon', 'know', 'person', 'vote', 'exactli', 'person', 'claim', 'peopl', 'would', 'disenfranchis', 'would', 'would', 'vote', 'illeg']",Conservative
"['justifi', 'support', 'biden', 'proven', 'liar', 'nightmar', 'track', 'record', 'anyon', 'care', 'civilright', 'amp', 'truth', 'realli', 'want', 'know', 'anyon', 'support', 'new', 'joe', 'deed', 'amp', 'word', 'public', 'yet', 'lie']",Conservative
"['politician', 'like', 'biden', 'need', 'support', 'actor', 'certainli', 'alreadi', 'lost']",Conservative
"['joenbc', 'made', 'realli', 'effect', 'point', 'hardbal', 'ye', 'realli', 'everi', 'democrat', 'run', 'offic', 'listen', 'gener', 'former', 'republican', 'pretti', 'good', 'know', 'stick', 'gop']",Liberal
"['second', 'michigan', 'poll', 'morn', 'show', 'joe', 'biden', 'lead', 'point', 'plan', 'takeact', 'today', 'help', 'keep', 'joementum']",Liberal
"['joebiden', 'debat', 'need', 'talk', 'republican', 'hous', 'block', 'dem', 'effort', 'reduc', 'prescript', 'drug', 'cost', 'amp', 'republican', 'senat', 'moscowmitch', 'block', 'hous', 'bill', 'help', 'american', 'peopl']",Liberal
"['joebiden', 'pleas', 'stay', 'germani', 'biggest', 'embarrass', 'govern', 'spat', 'grave', 'innoc', 'jewish', 'peopl', 'amp', 'everi', 'soldier', 'die', 'world', 'war', 'fight', 'nazi', 'may', 'german', 'peopl', 'elect', 'presid', 'disgrac']",Conservative
"['joebiden', 'run', 'news', 'gon', 'na', 'get', 'interest']",Liberal
"['miss', 'joebiden', 'smile', 'face', 'stateoftheunion', 'come', 'back', 'joe', 'love', 'god', 'come', 'back', 'us']",Liberal
"['sincer', 'condol', 'entir', 'mccain', 'famili', 'well', 'mr', 'biden', 'loss', 'good', 'friend', 'may', 'senat', 'mccain', 'rest', 'peac']",Liberal
"['rememb', 'biden', 'spoke', 'foreclosur', 'amp', 'bad', 'loan', 'shylock', 'haaretz', 'note', 'jewish', 'moneylend', 'shakespear', 'merchant', 'venic', 'demand', 'lb', 'flesh', 'christian', 'borrow', 'repay', 'loan']",Conservative
"['im', 'get', 'marri', 'unless', 'joe', 'biden', 'offici', 'wed', 'decis', 'made', 'go', 'back', 'asyouar', 'joebiden']",Liberal
"['grade', 'democraticdeb', 'kobarchar', 'impress', 'overal', 'knowledg', 'mayor', 'pete', 'steadi', 'prove', 'capabl', 'booker', 'slow', 'start', 'came', 'translat', 'c', 'warren', 'well', 'prepar', 'b', 'biden', 'held', 'steadi']",Liberal
"['u', 'poor', 'ole', 'dude', 'confus', 'modi', 'sympath', 'fascist', 'modi', 'got', 'fascist', 'modi', 'know', 'recent', 'kill', 'muslim', 'condon', 'let', 'gujarat', 'riot', 'kill', 'muslim', 'got', 'joey']",Conservative
"['among', 'mani', 'exampl', 'biden', 'admit', 'fulli', 'understand', 'dem', 'polici', 'desir', 'destroy', 'job', 'biden', 'expos', 'truth', 'behind', 'climatehoax', 'talk', 'station', 'paid', 'taxpay', 'corrupt', 'heartless', 'money', 'boondoggl']",Conservative
"['joe', 'biden', 'night', 'king', 'absolut', 'zero', 'chanc', 'democrat', 'nomine', 'watch', 'debat', 'democraticdeb', 'whitewalk']",Conservative
"['good', 'ole', 'uncl', 'joe', 'ca', 'keep', 'hand', 'women', 'privat', 'even', 'camera', 'light', 'joebiden']",Conservative
"['reconsid', 'joebiden', 'look', 'actual', 'genuin', 'polici', 'quit', 'radic', 'want', 'impos', 'tax', 'peopl', 'make', 'year', 'although', 'explain', 'money']",Conservative
"['need', 'democrat', 'senat', 'switch', 'republican', 'parti', 'move', 'countri', 'forward', 'welcom', 'support', 'maketheswitch']",Conservative
"['cnnnewsroom', 'dont', 'care', 'joebiden', 'buss', 'situat', 'made', 'decis', 'thought', 'best', 'time', 'said', 'work', 'racist', 'taken', 'way', 'context', 'meant', 'work', 'peopl', 'didnt', 'like', 'get', 'thing', 'accomplish']",Liberal
"['joe', 'biden', 'give', 'speech', 'race', 'morn', 'tri', 'convinc', 'voter', 'made', 'fool', 'third', 'democraticdeb', 'need', 'anoth', 'racist', 'white', 'white', 'famili', 'parent', 'problem']",Conservative
"['would', 'love', 'ifjo', 'biden', 'ran', 'presid', 'hypothet', 'paul', 'that', 'determin', 'coupl', 'democrat', 'im', 'excit', 'hope', 'run']",Liberal
"['democraticdeb', 'geez', 'everyth', 'tabl', 'look', 'mean', 'anyth', 'call', 'analysi', 'biden']",Liberal
"['call', 'stubborn', 'dont', 'think', 'wan', 'na', 'learn', 'cultur', 'joebiden', 'corrupt', 'mayb', 'cultur']",Conservative
"['crazi', 'liber', 'lol', 'progress', 'polici', 'work', 'buddi', 'biden', 'old', 'shit']",Conservative
"['lot', 'student', 'uwmadison', 'await', 'joebiden', 'morn', 'he', 'campaign', 'tammybaldwin', 'madison', 'milwauke', 'today']",Liberal
"['terribl', 'grammar', 'biden', 'plain', 'stupid', 'man', 'want', 'admittedli', 'presid', 'think', 'die', 'offic', 'democrat', 'suffer', 'unidentifi', 'collect', 'insan']",Conservative
"['dont', 'presid', 'staff', 'honor', 'social', 'distanc', 'especi', 'press', 'confer']",Conservative
"['dictatordon', 'like', 'contradict', 'misinform', 'campaign', 'trumpisthenationalsecuritythreat', 'trump']",Liberal
"['omg', 'much', 'yucki', 'trumpi', 'start', 'hair', 'weird', 'overcoat', 'look', 'like', 'lubivitch', 'use', 'share', 'f', 'train', 'brooklyn', 'ivanka', 'chinchilla', 'say', 'bebestest']",Liberal
"['one', 'invent', 'fact', 'suit', 'need', 'father', 'trumpliarinchief', 'trump', 'complicitgop', 'moscowmitch', 'jaredkushn', 'get', 'fact', 'straight', 'first', 'stop', 'push', 'fake', 'tweet']",Liberal
"['andrnico', 'luksic', 'benefit', 'trump', 'administr', 'revers', 'allow', 'mine', 'minnesota', 'wilder', 'chilean', 'businessman', 'also', 'own', 'million', 'washington', 'mansion', 'leas', 'ivanka', 'trump', 'husband', 'jare', 'kushner']",Liberal
"['bet', 'deal', 'trump', 'offer', 'franc', 'one', 'offer', 'kim', 'putin', 'govern', 'financ', 'trumphotel', 'somewher', 'wakeup', 'stoptrump']",Liberal
"['tell', 'us', 'someth', 'didnt', 'know', 'briberi', 'corrupt', 'obstruct', 'that', 'mo', 'trump']",Liberal
"['tedcruz', 'lack', 'train', 'inspector', 'reduct', 'number', 'requir', 'inspect', 'relax', 'regul', 'corp', 'greedi', 'wh', 'led', 'oil', 'ga', 'lng', 'explos', 'ever', 'peopl', 'still', 'evacu', 'home', 'trump']",Liberal
"['heard', 'go', 'run', 'suggest', 'run', 'fast', 'far', 'rememberkatiejohnson', 'trump']",Liberal
"['ha', 'ha', 'ha', 'donaldjtrumpjr', 'big', 'failur', 'daddi', 'hilari', 'trumptan', 'trumphatesmilitaryfamili', 'worthlesshuman']",Liberal
"['vote', 'kimmangon', 'beat', 'corrupt', 'mccarthi', 'kim', 'fight', 'us', 'trump']",Liberal
"['great', 'new', 'acronym', 'favorit', 'potu', 'putin', 'own', 'unit', 'state', 'impeach', 'resist', 'trump']",Liberal
"['fed', 'wednesday', 'expect', 'cut', 'rate', 'counter', 'see', 'threat', 'economi', 'rang', 'uncertainti', 'caus', 'donaldtrump', 'trade', 'conflict', 'persist', 'subpar', 'inflat', 'darken', 'global', 'outlook']",Liberal
"['brian', 'wussi', 'spineless', 'word', 'eunuch', 'come', 'mind', 'amodei', 'benedictdonald', 'oustamodei', 'trump']",Liberal
"['need', 'live', 'ideal', 'valu', 'enforc', 'law', 'find', 'path', 'forward', 'oh', 'thought', 'go', 'say', 'someth', 'put', 'stop', 'trump', 'corrupt', 'moment', 'impeach']",Liberal
"['one', 'surpris', 'trump', 'super', 'pac', 'paid', 'thousand', 'firm', 'own', 'brad', 'parscal', 'wife']",Liberal
"['least', 'wont', 'live', 'jail', 'cell', 'your', 'head', 'peopl', 'bet', 'your', 'indict', 'next', 'jare', 'thought', 'traitorsal', 'lockhimup', 'trump']",Liberal
"['let', 'see', 'tax', 'return', 'your', 'ir', 'audit', 'anymor', 'trump']",Liberal
