comment,biden_stance,trump_stance
cant fix stipid sell them a red hat show them fox news done,NONE,FAVOR
itll be funny to see the trump supporter comments,NONE,FAVOR
all you liberals better watch yo mouth you gonna be crying when hes president again and can actually form a sentence unlike the president we have now,FAVOR,FAVOR
dump the effing gop trash fox is as corrupt as the cult,FAVOR,AGAINST
michael cohen got jail time for nonviolent crimes trump organization accountant got jail time for nonviolent crimes if trump doesnt get jail time it just proves that our criminal justice system is trash no one should be above the law,NONE,AGAINST
its funny how many of you think this bars him from election,NONE,FAVOR
lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up lock him up,NONE,AGAINST
any updates on those clintonobama indictments yet,NONE,FAVOR
hes no longer allowed to run for presidency right since he is a felon a criminal,NONE,AGAINST
with 34 felony convictions in 1 day trump is a mass convicted felon why is it that a new york jury selected fairly by prosecutor and defense was able to do what congress failed to do during 2 impeachment proceedings,NONE,AGAINST
dont do the crime if you cant do the time,NONE,AGAINST
for any of us a key factor in our sentencing would be how well we conducted ourselves in the eyes of the judge during the trial,NONE,FAVOR
finally accountability for the orange clown criminal,NONE,AGAINST
first president to be found guilty over all the 45 we had even with all the scandals that have been going on its only him to be pushed to court this is a banana republic government tactics to get what they want because certain politicians are a threat is this really a free county and justice for all does the government really up hold the constitution if you are in power are you really above the law are we the people just pawns in this game,NONE,AGAINST
whoevers cheering are dumb if they think that weaponize government is a good thing they should be afraid we are becoming a third world country,FAVOR,FAVOR
all those things sean hannity tucker carlson ingraham and all the other fox news people said about other presidentscandidates having to remain in office even when they are being prosecuted or investigated karma came for everyone in this case,NONE,NONE
even if trump is found guilty you will never see him in jail i bet a million dollars jails are for poor people and rich people is above the law simple,NONE,AGAINST
integrity first service before self excellence in all we do loyalty duty respect selfless service honor integrity courage commitment these are samples of the core values across our military branches of which i was proud to serve in now sit there and tell this vet how you thank us for our service while you support a man who embodies none of these values character matters we must demand at least as much from our president and ourselves as we do from our armed forces,FAVOR,AGAINST
galtism1519 no point was missed if all you can do is talk about the color of a suit as if theres some comparison to the criminal conviction by a 12person jury of a corrupt criminal felony expresident you are the weakest link,NONE,AGAINST
its official new york is a banana republic shame on you new york,NONE,NONE
he didnt do anything wrong were you there to see it blinded by love,NONE,FAVOR
d0n removed on 68,NONE,AGAINST
if being prosecuted for crimes is election interference maybe he shouldnt have committed all those crimes,NONE,AGAINST
34 convictions and that doesnt include january 6th on that day alone he committed at least 10 crimes,NONE,AGAINST
trump is a criminal,NONE,AGAINST
judge merchan needs to go to jail one of the most corrupt judges i have ever seen,NONE,FAVOR
trump fans dont use the internet or what i came to fox news specifically looking to be entertained by them,NONE,FAVOR
if he wins the election he could swear in the office while serving time in prison dang i dont want to miss this,NONE,AGAINST
125 crazy that trump has been able to pay off people so long to never be held accountable but when he is not able to pay off people he is found guilty,NONE,AGAINST
accountability,NONE,AGAINST
the new world order was convicted of 34 counts of tyranny yesterday now a lot more people are awake,NONE,FAVOR
absolutely corruptthe entire system,NONE,AGAINST
2 impeachments a criminal conviction what a disgrace,NONE,AGAINST
enhance your satisfaction by understanding your existence se arch existnc,NONE,NONE
this was a witchunt,NONE,FAVOR
this world is evil hate is an awful disease i have no respect for biden but i have no hate except for what he does the hate for trump is the democrats true soul,AGAINST,AGAINST
if you think things are out of control now just wait until biden is reelected it will make the blm movement look like a sunny day in the park it will be out of control for most law enforcement and the military may need to step in many dont like biden and dont want him to be reelected im not 100 sure about trump either but it will be 1000 times worse with biden,AGAINST,FAVOR
what kinda sentence did the last new york criminals who were convicted of the same thing receive just out of curiosity,NONE,NONE
trump is a gemini what you expect,NONE,FAVOR
no one wanted to prosecute this case because well there was no crime to prosecute so biden realizing that voters are aware that he biden is destroying the country sent for bragg and ordered him to charge trump with something anything a democrat donor judge was picked and a democrat jury to insure evidence would be berried and of course trumps found guilty july 11th trump will be sentenced to 134 years in prison and biden will be reelected see mail in ballots no id needed good plan to usher in fascism,AGAINST,AGAINST
so sad the lady parts grabber is bigly guilty,NONE,AGAINST
why shouldnt trump be sentenced to prison lots of corrupt first time offenders have gone to prison rod blagojevich micheal cohen and soon to be bob menendez,NONE,AGAINST
justice has been served and more to come as a person who doesnt believe in the imaginary sky daddy of the bible god is good all the time,NONE,AGAINST
i only wanted trump to win the 2024 election for the president ai memes,NONE,FAVOR
yea total bullsht none of this amounts to sht phoney charges trumped up politically driven court of nonsense to interfere with an election if this keeps up the people are gonna lose their patience with the process and the people running it and then you will get a real insurection with real violence from a really angry populace,NONE,AGAINST
fox news is a joke just like forked tongue trump the people have spoken guilty the plug will be pulled soonno more trumpism,NONE,AGAINST
good i kniw white people pissed right now,NONE,NONE
so many maga tears i love it,NONE,FAVOR
party of law and order pretty upset about law and order,NONE,AGAINST
civil war is coming,NONE,AGAINST
guilty,NONE,AGAINST
everyone here is missing the bigger picture if this man can financially influence the elections who else you think can do it every one of them politicians have financial ties to elections they just happened to throw him out to dry,NONE,AGAINST
even the likes dislikes ratio proves how stupid american voters are they are mentally children that are told who to vote and are scared or going to jail if they dont vote,AGAINST,AGAINST
trump for prison 2024,NONE,AGAINST
yep thats well only happen in blue states thats jurors despise trump because of feelings not because of the truth it is a sad day that a former president and a person that has not committed a crime has found guilty of bogus charges,NONE,FAVOR
definitely my best fap,NONE,NONE
ignorant theres no way the payment was hidden or hush money when every news station told us about the 100000 stormy daniels payment the day the settlement happened many years ago,NONE,AGAINST
crazy times incredible,NONE,NONE
trump is innocent trump represents the majority of the american and australian people let america and australia great again biden and his adult diapers are not fit to be reelected the deep love from aussie for the president trump,NONE,FAVOR
just makes me a bigger trump fan will work harder to get him back where he belongs,NONE,FAVOR
ill still vote for trump even if he isnt on the ballot socialism is taking over this country it must be stopped,NONE,FAVOR
he needs off the ballots it didnt take a court case to see he was a con and criminal he been doing this since daddy been showing him as a kid,FAVOR,AGAINST
of course the cesspool of humanity found him guilty,NONE,AGAINST
my guess is that this is going to the supreme court and business will be handled there also i like how trumps incident with stormy daniels occurred before the election of 2016 why didnt they try to charge him thencoincidentally they are deciding to charge him 5 months before the election gtf out of here they are simply trying to jail bidens political opponent they know trump will win and they are now deciding to try and jail him 5 months before the election,FAVOR,AGAINST
average americans convicted trump lets go trumpless we need to celebrate our rule of law doing the job,FAVOR,AGAINST
trump lawyers will go down as the worst lawyers in history,NONE,AGAINST
im still voting for trump the first guilty president because america is guilty biden is guilty,AGAINST,FAVOR
i hope the sentencing goes as well as the verdicts,NONE,AGAINST
why should he not go to jail if we did it we woul go to jail,NONE,FAVOR
no its not sad its official hes now a true politician guilty of crimes now lets move forward and get it back in office,FAVOR,AGAINST
lunatic fox meltdown ha ha ha trump guilty,NONE,AGAINST
hey donald where do i send you a few bucks which jail oh your going to need a metal dipper otherwise you will lose your virginity,NONE,AGAINST
going to be the first president while being put on an ankle monitor and house arrest,FAVOR,AGAINST
the jury make america great again,NONE,FAVOR
this is how you make america great again,NONE,FAVOR
far left really did everything to bring mr trump down,NONE,FAVOR
theyll all be reversed obviously,NONE,NONE
republicans gotta move on from this clown,FAVOR,AGAINST
the former republican president of the united states has been found guilty of 34 felonies and fox only post a 2 min 36 sec clip of it if this was biden it would be hours and hours long,FAVOR,AGAINST
lock his azz up,NONE,AGAINST
theres no russian trolls here commenting because they dont want this video to get views,NONE,NONE
celebrate good times,NONE,NONE
finally the country is divided let it see who is who some of them support trump the other side savage hoomosexuals full of rage,FAVOR,AGAINST
well its about freaking time,NONE,AGAINST
don the coneligible for prison now please make this happen,NONE,AGAINST
handwriting on the wall anyone cherishing freedom leave,NONE,FAVOR
guilty of what this is nothing but a clown showthe jury was bought and paid for,NONE,FAVOR
undoubtedly trump is guilty on some of this but i have never heard of a firsttime offender being found guilty on all charges unless they were like a serial killer you would think that satan was put on trial,NONE,AGAINST
this must be interfered by zhina chinese ccp paid the juriesbought each of them a burger,NONE,AGAINST
if it was oj simpson it be innocent,NONE,FAVOR
im honestly not surprised they jury knew how this would end before openings,NONE,AGAINST
this is great verdict big applause for the jury for seeing that he is a criminal i always knew bruce wayne had shady dealings and finally they came to light no more buying weird offshore materials now on to lex luthor,NONE,AGAINST
its all a reality tv show to hype up the uneducated liberals these counts will never get passed by supreme court,NONE,FAVOR
this what you do in a third world country putin and russia cuba venezuelas is this what you want your country like it was a democrat party is trying to do with the crooked judges justice department,AGAINST,FAVOR
democrats have gone too far this time because of their blinding hate from now on any politician even biden should be take to court for any reason all these liberal judges and das should be taken to court no one is above the law as soon as biden is out of office in 6 months immediately take him to court in say texass most conservative area,AGAINST,NONE
republicans dont want felons voting for president just running for president,NONE,FAVOR
new world order dont want trump he is not in the club the clintons had waaayyy more controversy around them but because they are apart of the club it got swept under the rug,NONE,FAVOR
still not voting democrat,AGAINST,NONE
he said that he was a very innocent man,NONE,FAVOR
its so over for bro hes cooked,NONE,AGAINST
he did it to himself,NONE,AGAINST
this country is a embarrassment to the whole world sad,NONE,AGAINST
trumps felony conviction puts him on the mafias most wanted list,NONE,AGAINST
finally,NONE,NONE
politics has fallen to the lowest when you tell your kids commit all the crimes you want and aspire to be a convicted felon half of america dont care and want you to be their world convicted felon president,NONE,AGAINST
do not expect the courts especially the supreme court to provide justice we must vote blue and remove the corrupt ԙpubliʞaи party from all offices vote blue,FAVOR,AGAINST
so much winning 3434 thats a freaking 100 fuwk me thats hardcore wheres the transformers criminals are hot meme when you need it,NONE,FAVOR
trump you lost the popular vote by 22 in 2016 and by 48 in 2024 you will lose by double digits in 2024 your bots show you ahead in the polls but bots dont vote,NONE,NONE
trump is a convicted criminal found guilty on all 34 counts all unanimous that says a lot,NONE,AGAINST
you can have the rule of law or you can have trump the dictator but you cannot have both vote blue,FAVOR,AGAINST
in trumps imaginary world he will win the 2024 presidency first executive order remove criminal background checks from the employment process,NONE,FAVOR
what a joke,NONE,AGAINST
im sure its all a fake lie and big hoax and everyone in that courtroom is against him in the whole world is against trump this is our fake news and obama wearing his tan suit was way worse than this theres no way distinguished gentleman that likes to grab them by the py could do any of these things,NONE,FAVOR
trump is guilty period fox news please stop the bias reporting its pathetic,NONE,AGAINST
so how are we taking our country back from these criminals,AGAINST,FAVOR
dirty dog is guilty of everything,NONE,FAVOR
trump and his lawyers gambled and played with judges and juries like slot machines he finally hit the juryjackpot,NONE,FAVOR
buy silver today immediately its going to explode in value,NONE,NONE
and this just in judge merchans daughter is voting for trump,NONE,FAVOR
777skeptic obama is not a criminal which would you prefer blue suit prison cell or tan suit clean record and right to vote,NONE,NONE
rigged election rigged judicial our government has fallen very sad,NONE,AGAINST
trump said im fighting for our constitution in his posttrial speech its the same constitution he said should be terminated can you say hypocrite,NONE,NONE
once again all jury deliberation involving trump are always unanamous verdicts or indictments by ordinary people,NONE,FAVOR
every time a jury of ordinary citizens have been asked to look at the evidence against trump they have unanimously returned an indictment against him or a guilty verdict the only ones ignoring trump criminal behavior is the ԙpubliʞaи cult i say again its always unanamous,NONE,NONE
trump is not running for president he is running away from jail the most incredible thing in the us today is a cult that wants a convicted felon as its dictator believe trump when he says he wants to be a dictator,NONE,AGAINST
the crooked corrupt biden democrats and their corrupt doj minions are despicable hope karma comes around,AGAINST,NONE
should make him illegible to run for office now,NONE,AGAINST
lets see what the fox bots are angry about today ah they still want their dictator,FAVOR,NONE
just like the mueller investigation into russian collusion boris johnsons voteofconfidence w 148 mp votes to remove him this investigation will officially clear trumps name historically trump will be the next potus dems quit in 23,NONE,FAVOR
off in the far distance i can faintly hear lock him up lock him up is that you melania as i get closer yes it is,FAVOR,AGAINST
is he still allowed to run for president,NONE,NONE
why likes are so low and slow,NONE,AGAINST
what a dirt bag his rap sheet os bigger than most convicts in jail,NONE,AGAINST
joe biden is a boss,FAVOR,NONE
well whaddaya know the system still works good on you new york now lets go for a fair sentence,NONE,AGAINST
maga tears on the horizon,NONE,FAVOR
our country is absolutely doomed not because of this verdict though this verdict was great our country is doomed because its full of easily manipulated low iq cult followers that will worship a man despite any evidence thats presented to them its just so sad,FAVOR,AGAINST
justice,NONE,NONE
when trump wins the election the salt will flow greatly and i will be there to laugh at the tds cult members,FAVOR,AGAINST
no one is above the law in this great country,FAVOR,AGAINST
good this is real news not fake news,NONE,FAVOR
justice wins i hope the americans can draw the right conclusions from this conviction i come from germany and without the war of the allies we would have received a military dictatorship like in north korea i am grateful for that please dont break your great country,FAVOR,AGAINST
lock him up lock him up lock him up,NONE,NONE
hes innocent trump 2024 appeal,NONE,FAVOR
trump 2024 years in prison,NONE,AGAINST
cope harder morons,NONE,FAVOR
in other news hunter is caught butt naked and free not quilts,NONE,FAVOR
so as a convicted felon he cant own a gun but if hes elected president he can have the launch codes for our nuclear arsenal,NONE,AGAINST
im surprised it took this long,NONE,FAVOR
welp i guess biden will be reelected,FAVOR,AGAINST
things arent looking good for the orange man cult,NONE,AGAINST
you all are invited to the trump pity party because everything is always someone elses fault always loser,NONE,AGAINST
biden still wont get reelected trump 2024 this will all be overturned by appeal because this was rigged from the judge to the jury,AGAINST,FAVOR
fasten your seatbelts trumplican traitors it is going to be a bumpy night and there are three more trials to go,NONE,AGAINST
