comment,biden_stance,trump_stance
vote donny for prisontent,NONE,FAVOR
smh ridiculous,NONE,NONE
can anyone who is saying that this ensures trumps election explain something why would this verdict make those of us who voted against him the last two times suddenly want to vote for him now trump 2024 without parole,FAVOR,FAVOR
i almost feel sorry for donny except hes such a horrible human being i guess he finally won the popular vote which has eluded him until now america rejected him twice we want him locked up,NONE,AGAINST
you all are dirty as hell,NONE,NONE
trump is angry he is headed to 5th avenue,NONE,AGAINST
all the judges that ive seen interviewed since the verdict say he wont go to jail its a class e felony and he has no priors what the hell was all this then they all knew that even if this happened thered be no punishment,NONE,AGAINST
what do you expect you had a kangaroo court with the kangaroo jurors so what do you expect youre going to get definitely not a fair trial all the way around biden if youre watching this your turn next,AGAINST,FAVOR
its official fake presidents day 05302024 every year just to remind us we almost lost our entire country trump really was going to sell america out,FAVOR,AGAINST
flush the orange turd,NONE,AGAINST
lets hope the judge has the guts to send the convicted felon to prison,NONE,AGAINST
party tonight,NONE,NONE
when trump is president i cant wait to see him go after biden n all his crooked minions the judges n prosecutors,AGAINST,FAVOR
90 that was what dems needed to stop him from being president again,FAVOR,AGAINST
the republican party should disqualify him from running and put in the runner up,NONE,AGAINST
entire corrupt system hates and fears trump guilty,NONE,AGAINST
just donated to trump for president not for the reason you think justice system was weaponized and whored out to serve a political party this country is in big trouble the dnc is tearing this nation apart,NONE,FAVOR
i think im going to set this video clip as my daily morning alarm i cant imagine a better song to wake up to each day,NONE,FAVOR
trump won the popular vote finally,NONE,FAVOR
but he gave millions to charities,NONE,FAVOR
hush money i thought he was just paying for a bj,NONE,AGAINST
could this please be the beginning of trump disappearing from american politics etc,NONE,AGAINST
yet no accountability whatsoever on biden on the afghanistan pullout open borders signing over our sovereignty to the who etc etc etc etcetc,AGAINST,FAVOR
mother teresa,NONE,NONE
lock her upi mean him you get it,NONE,FAVOR
hes definitely crooked now following this conviction by a jury can he really call joe biden crooked now,FAVOR,AGAINST
when is cnn trial for falsifying news still voting trump 2024,FAVOR,FAVOR
i always knew he is 100 percent committed to committing crimes it was a perfect score,NONE,AGAINST
cover up to steal an election,FAVOR,AGAINST
peers my ass,NONE,NONE
now for the next court case,NONE,NONE
cnn youre guilty of all 34 count cnn youre guilty of all 34 counts cnn youre guilty of being online discussing news station cnn news you are guilty of any association with abc nbc msnbc you are all traders of the united states of america youre going down god bless donald j trump our next president and that is what it is not much to do to help me god i tell nothing about the truth one nation under god individually and justice for all you guys going to get justice up against you guys want me to take everything mother cnn guilty of treason sitting in guilty of being a traitor cnn guilty for protecting the lives of this great nation cnn guilty and thats the truth nothing but the truth so help me god,NONE,FAVOR
1751 falsifying business records has been a crime since at least 1986 before then i guess that it would have fallen under a more general fraud charge,NONE,NONE
a sad day to new york and america new york judicial system is death no more justice to be found you are a democrat you can commit a crime and got away if you are a republican you are guilty even without crime a very sad day for new york and for justice,NONE,AGAINST
that was seven or eight years ago and theyre just trying to do it now of course its in new york,NONE,FAVOR
this could be a rigged trialconsidering just the other day his ralley in the bronx had over 20000000 attendantshmmm,NONE,FAVOR
by this ny democrat jury,NONE,AGAINST
thank you face smiling thank you jurors for following the law,NONE,AGAINST
he will see the executive mansion only with binoculars not top secret clearance for intelligence briefings so long donald such a beautiful trial they all love me on the jury and confimed i was a racist felonies narcistic guiltyguiltyguilty and a blackman charged him,NONE,AGAINST
they just elected president trump america seized through this crap and we know whats going on and you guys are part of it and hopefully when he becomes present hell charge all of yall for treason,NONE,FAVOR
if only there was a more concise way to report this news,NONE,AGAINST
well he finally got the majority of the vote,FAVOR,AGAINST
you bet your ass those bible have a huge discountnow trump bibles was 5999 now 599get em while thier hot,NONE,FAVOR
lib not even child groomers get this many felony charges rep exactly our point not even pedophiles have this many charges this will be overturned and america will soon find out the lying thieves democrats really are,AGAINST,FAVOR
trump is built for pressure biden could never handle this,AGAINST,FAVOR
a jury of 12 ordinary citizens have more patriotism better judgement more courage and higher integrity than nearly every republican senator who betrayed their oath and betrayed their country by failing to convict the convicted felon for the january 6th attack on this country that the convicted felon planned incited and sat back and watched unfold republican senators you are a disgrace and these jurors just showed you how to do your job thank you jury for defending democracy you are heroes,NONE,AGAINST
yuuuuuge crowd at the big house waiting for him,NONE,AGAINST
traitor trump 0 chance to win in november just cheat if u have to biden stay in power no matter what cheat like traitor trump did,FAVOR,AGAINST
so i guess bill clinton is next for paying paula jones 850k to shut up go away or maybe adultry in the whitehouse while on duty as the potus no why the double standard for dems vs republicans,NONE,FAVOR
now is the time for all you americans to loudly demand his sentence is based on the past cases of others precedent if his charges are based on his short term mediocre presidency rather than precedent then the workers of the us need to all go on strike until proper justice is done,NONE,AGAINST
they did this during election year corruption at its finest its crazy how divided is the us instead of uniting against others,FAVOR,AGAINST
the fix was in joe biden will now be indicted the minute he leaves office by a republican da who will take this page from the democrats playbook the powerhungry democrats put their party above the country and opened pandoras box by prosecuting and potentially jailing a political opponent bec he threatens their power this case was manufactured by a local da who campaigned on getting trump but has no authority to prosecute a federal elections case that both the fec and doj said there was no crime and by a corrupt democrat judge in a democrat city with a democrat jury who let this charade go to trial and who violated judicial ethics on many occasions that will lead to this case being reversed on appeal,AGAINST,FAVOR
convicted yet i doubt hell be punished for it hes the teflon don of mob bosses and will never be punished to the full extent of the law because he has the corrupt supreme court in his back pocket,NONE,AGAINST
this country has now became lawless you sheep are in for a rude awakening,NONE,FAVOR
at least you guys picked a cool thumbnail trump looking like a g,NONE,FAVOR
everyone talking about the same thing nobody talking about what the punishment would be,NONE,NONE
the question is what are we going to do about it this sonofabitch will get through the cracks like he always did and worse than that he will be our next president as for me im leaving america for another country ive been planning it for years and if the country im going to asked me to give up my american passport i would do it in a heartbeat this is how toxic our political debates have become,NONE,AGAINST
let every person be subject to the governing authorities for there is no authority except from god and those that exist have been instituted by god therefore whoever resists the authorities resists what god has appointed and those who resist will incur judgment for rulers are not a terror to good conduct but to bad would you have no fear of the one who is in authority then do what is good and you will receive his approval for he is gods servant for your good but if you do wrong be afraid for he does not bear the sword in vain for he is the servant of god an avenger who carries out gods wrath on the wrongdoer,NONE,NONE
listen folks if the democrats can do this to trump the democrats will do the same thing to you never ever vote for another democrat,AGAINST,FAVOR
trump guilty on all 34 counts let the whining begin no convicted felon for president jail trump now vote blue,FAVOR,AGAINST
the system works vote bluepleeez,FAVOR,NONE
i got the most perfect verdict believe me djt,NONE,FAVOR
fake,NONE,NONE
absolutely fantastic news,NONE,NONE
trump should have been taken into custody immediately after trial pending sentencing,NONE,AGAINST
just came to say fu cnn,NONE,NONE
those jurors are no ones peers,NONE,FAVOR
trump literally just won the election,NONE,FAVOR
maga fantasy world hits the brick wall of reality at break neck speed,NONE,AGAINST
oh what a day what a lovely day,NONE,NONE
nothing is gonna happen to him sadly,NONE,FAVOR
a stormy verdict forecast in new york today,NONE,AGAINST
its a beautiful day in america,NONE,FAVOR
trump is now more desperate than he has ever experienced in his entire affluent and charmed life he said it himself with these words the real verdict will be nov 5th so now the clock is finally ticking on him a lost would mean after the initial hubbub trump will shrink into a little man caught up in trial after trial shuffling from courthouse to courthouse hell fade from the front pages to surface on when other convictions come down a fitting end to a truly bizarre political saga,NONE,AGAINST
lolthis is the biggest pile of cow crap i have ever seen,NONE,FAVOR
the only shameful thing are the republicants coming out for him and fluffing him up im guessing the house gop will pass some meaningless resolution condemning the verdict trump is akin to john gotti now,NONE,AGAINST
wheres that small loan of a million dollars now,NONE,AGAINST
all of these charges and you can all go to hell,NONE,FAVOR
when you believe michael cohen to convict then you have no morals,NONE,AGAINST
thank you to the 12 jurors because justice matters,NONE,NONE
loser trump and his grifting family is done,FAVOR,AGAINST
if you guys agree with this bs then you are blind to the weaponizing of our judicial system this was all a witchhunt by the democratic party today im ashamed to ever have been a democrat voted obama but november i will vote for this so called felon,AGAINST,FAVOR
biden is the reason for inflation in america,AGAINST,FAVOR
i had a crooked judge a democrat judge a democrat jury and the judge would not let trump have any witnesses and the judge tell the jury they cannot leave today get a guilty verdict this what you do in a third world country,NONE,AGAINST
no man is above the law and that also applies to whatever trump is,NONE,AGAINST
the sad state of american politics,NONE,NONE
jack odonnell former president coo of trumps casino barb res former exect vp of trumps co were both on cnn at 740 pm and they both stated finally hes been convicted of his crimes barb worked for trump 18 years knows his cons schemes well they also warned of his vindictiveness eg the jurors prosecution witnesses now have to be protected from the fanatics within trumps cult as hell continue to incite them with his constant lies,NONE,AGAINST
witchunt bullshit what a joke,NONE,FAVOR
cohen went to prison for trump directing him to break the law the man who ordered the criminal behavior should also be guilty,NONE,AGAINST
justice finally,NONE,AGAINST
from the river too the ocean,NONE,NONE
thank you all this only solidifies he will be elected president this year he just won the black vote for being found guilty compton has trump flags all over the place right now and its crazy,AGAINST,FAVOR
stop i can only be so erect at a time,NONE,NONE
i can imagine him thinking those arent my peers though im above everybody,NONE,AGAINST
perfect score,FAVOR,AGAINST
so does this mean that trump cant vote for himself in november serious question,NONE,FAVOR
count von count sesamestreet,NONE,NONE
how can this clown possibly be in a position to make a run at the presidency after this what will it take for the trump fanatics to face the facts about this guy are you that blind america,FAVOR,AGAINST
move on jake the entire world knows trump is a scum bag this is not news news is why president joe biden is backing netanyahus genocide of palestinians in gaza,AGAINST,NONE
trump 2024 for prison yard shot caller,NONE,AGAINST
mad props for all the jurors,NONE,AGAINST
a masterclass in repetition,NONE,NONE
still not voting for genocide joe,AGAINST,NONE
four more years of biden and this country will be 100 in war with russia and china we will be a one party system there will be two classes rich and poor christians will be not allowed to practice their religious beliefs first amendmentgone second amendment gone people will be surveilled like in china you will own nothing and like it you think democracy was upheld here for donald trump and his supporters democracy this was the biggest step to rid this country of being a democratic republic,AGAINST,FAVOR
michael cohen went to prison for 3 years after pleading guilty to the exact same crimes cohen didnt publicly attack the jurors the family of the judge the prosecutors and others donald trump must go to prison for the 4 year maximum penalty on each of 34 counts 134 years seems right vote blue,FAVOR,AGAINST
glad we dont have to worry about him being president again,FAVOR,AGAINST
all bullshit,NONE,NONE
at last grabbed,NONE,NONE
the people calling this justice are scary they cant be saved,NONE,FAVOR
all this for a presented we wanted but we can all agree on biden after right whats the next fuck up for 4 years how we fighting a system that cant even be a functional system having people locked up being victims and locking away more of the suspect lookalike crazy we think of old cases being solved with todays era do we have to wait another generation to get justice when all yall do is ticket the hardworking ones corrupted as fuck how you expect people from project leaving when you 53 hundred less in rent they have to live in that poverty they been wanting to escape obviously there tryna coupe being realistic most thugs only have a mom and shes to bussy maintaining the house hold but yet they think they brothers love them why they forget about you in jail and cant find no way back but to play victim system is fucked and killing is a confidence to these youth crazy to think most these murders came from somewhere they family wanted to give a chance too,FAVOR,AGAINST
now america is like the other thrid world countries political,NONE,AGAINST
democrats are celebrating ya bums,FAVOR,AGAINST
yall have no idea that ww3 is about to start as the same time this happens i hope you guys are all ready for the draft,NONE,FAVOR
pinocchiofound guilty,NONE,AGAINST
how much you wanna bet that not 1 charge will hold up on appeal but thats not what this was about was it its gonna backfire lol,NONE,FAVOR
as soon as it is perfectly established that he is ineligible to hold the office of potus putin is going to show america what a traitor to his country trump really is because he would be no more use to him,NONE,AGAINST
you couldnt make me go to nyc these were cohen invoices lying stealing cohen let that sink in dems make a hero of the devil to try a stop trump time for americans to take our country back 2020 was an obvious falsification of documents by intelligence officials in the hunter biden report yet they do this to trump over invoices and bank entries in 2016 talk about criminal,AGAINST,FAVOR
we are officially a 3rd world country under the most corrupt regime this country has ever seen still voting trump 2024 and just donated to his campaign the site is down due to traffic looks like a lot of people are doing the same,AGAINST,FAVOR
yippeeee american democracy won,FAVOR,AGAINST
it is unbelievableweaponizing the doj against another political partywe fkn columbia now lefties are trash,NONE,FAVOR
this is a no brainer for this to get overturned rules of evidence was not followed that alone will get it tossed but democrats knew this all along ruthless politics biden and the establishment are in for rude awakening,AGAINST,FAVOR
how is this clown even a presidential candidate,NONE,AGAINST
guilty guilty guilty the system does appear to work i live in canada and have been obsessed with this case to the point where my husband thought maybe i had a problem i kid you not a bird pooped on me this morning before work and i absolutely knew the verdict would come in today guilty i am so very happy for the usa right now i wish you all luck in november,FAVOR,AGAINST
woke globalists that is,FAVOR,FAVOR
so when is he going to jail trump and biden need to be in jail,AGAINST,AGAINST
sad day wait till november,FAVOR,AGAINST
stretch it jake stretch it like a yoga master,NONE,NONE
this is the first 34 steps towards making america great again,NONE,FAVOR
my neighbor is dancing singing out loud from across the hall zipadeedooda zipadeea my oh my what a beautiful day plenty of sunshine coming my way a wonderful feeling a wonderful day i asked what is the joyful occasion he told me to turn on the news,NONE,AGAINST
djt reminds me of de niro as al capone in the untouchables threatening bitching at eliot ness all the way to prison thank you bob de niro,NONE,AGAINST
the end is near for our freedoms,NONE,NONE
it will be overturned its just a matter of time meanwhile they will program you for the next 6months with the phrase convicted felon,NONE,FAVOR
if you think trump got a fair trail you are blind to justice and only have eyes for your party trump is innocent and is now a martyr for freedom and the american people,NONE,FAVOR
thank you judge and jury for helping trump win the presidency in november,NONE,FAVOR
stormy daniels the booty that saved democracy,NONE,AGAINST
holy s,NONE,NONE
american has no right to point fingers at any other nation because america no longer ais a constitutional republic we are officially a banana republic,NONE,FAVOR
communists are running amok the weaponization of the american justice system to silence or crush any political opposition should be alarming to the public we are in a slippery slope for the life of our great republic we are heading for or are already in a silencing police state if you oppose the work globalists you will be crushed,NONE,FAVOR
ok i would be going to prison for at least 20 years what will he do,NONE,AGAINST
so this guy is guilty of a felony for paying a mistress off and trying to hide the payment thats a felonyfederal offense for hiding mistess payments,NONE,AGAINST
donald trump just became the nelson mandela of americaevery ex president alive in america should fear and embrace this new system of justice in americaif trump is convicted after 8 yearsjoe biden will be convicted in dayswe all know he is not clean not to mention his family,AGAINST,FAVOR
he loves criminals now hes one himself,NONE,AGAINST
thank you jury and judge for your courage and service to the truth,NONE,AGAINST
wow 10 minutes to say they found him guilty,NONE,FAVOR
you mean to say that a republican was found guilty of a crime in a democrat state in an election year oh nooooo,NONE,FAVOR
trump has a rap sheet as long as my arm lol,NONE,AGAINST
ok prison now,NONE,AGAINST
my popcorn on this day tastes so good,NONE,NONE
democracy prevails if you dont like it move to russia with donald,FAVOR,AGAINST
now on to the sentencing arguments ten years hard time done deal,NONE,AGAINST
this will only boost his polls,NONE,FAVOR
if i win it wasnt rigged if i lose it was rigged,NONE,AGAINST
there is a god,NONE,NONE
at least nixon had the dignity to resign after disgracing himself this convicted criminal does not have any integrity whatsoever nor does he feel any accountability or remorse hell just keep on scheming and his followers will keep denying and living in a fantasy world,NONE,AGAINST
don lemon sucking up wonder why hes sucking on to get that job back remember cnn got done leaving now after the verdict goblin for a job back and he cant wait to get outside of the smear the former president god bless the former president do you want to know his name donald j trump a true a true hero god bless you later i give three hearts to donald j trump,NONE,FAVOR
what about joe sending money to the taliban and storing documents and records in his garage no ones charging him for that stuff this all is a setup starting to look more like a jake paul fight,AGAINST,FAVOR
here they are getting him for anything other that what the trial was for typical rail roading to convict him of something,NONE,FAVOR
he finally made america great again,NONE,FAVOR
boohoo don lemon sucking up to see msnbc i guess thats what station he was on i dont know he just a damn phone cnn maybe hes on that anyway it doesnt matter so hes really crying he wants his job back and hes doing real good job of sucking up,NONE,FAVOR
but his due process rights were violated by a biased democrat judge and jury who prosecuted him for federal crimes in a state court,NONE,FAVOR
guess when he gets reelected trump will have to get his doj to actually take hillary to court an then of course biden will be in court untill his passing so hope it was worth it guys,AGAINST,FAVOR
34 different records were falsified at 34 different times,NONE,AGAINST
i cant wait to vote for this great man god bless donald trump,NONE,FAVOR
communist court what a shame on the corruption trump 2024,NONE,FAVOR
hey your favorite guy you farted while back trying to get back and then don lemon do you remember him dont you im done with trying to suck up to get his old job back home back then i need we need him to laugh at me about your damn traders,NONE,AGAINST
and the sentence is 4 years of white house house arrest,NONE,AGAINST
this mans presidency is now in question he belongs in gitmo as we decide whether his supreme court picks should remain in place he stole his presidency by cheating our election process,NONE,AGAINST
willy nelson smoke reeffer,NONE,NONE
cnn i still have free speech for now before you come in and call me off and give me being a guilty of being a center which i am but that is a different story god bless america anyway youre a bunch of traders trad i saw cnn news you got a new you just a bunch of damn traders god,NONE,FAVOR
im sure all the skinny pants wearing clowns are squealing with glee,NONE,AGAINST
and hell still be president you crying peasants,NONE,FAVOR
lol this guy is sooo stupid cant he just say guilty on all charges,NONE,FAVOR
judge paid by joe to shut trump down so he doesnt lose the election but hes gonna lose anyway,FAVOR,AGAINST
greatpeople are still going to vote for him,NONE,FAVOR
biden will win yay we can all hold hands and celebrate,FAVOR,AGAINST
so is this like breaking a law that is punishable or like youve been a bad boy now promise youll never do this again and heres a cookie go play,NONE,AGAINST
brain dead new york,NONE,FAVOR
i didnt think it would happen welp,NONE,AGAINST
what is all these damn guilty charge you the name of 34 chargers dont worry your favorite don lemon is preaching hard to get his job back im just saying,NONE,AGAINST
remember when biden had classified documents as a senator and felt american justiceyeah 2 tier of justice and america sees it for what it is,AGAINST,NONE
no surprise in new york,NONE,NONE
cnn count 200 traders that you are guilty guilty cnn news traders,NONE,AGAINST
political persecution classic textbook maga 2024,NONE,FAVOR
convicted felon trump lol i love it,NONE,AGAINST
call 16 for cnn guilty 17,NONE,AGAINST
call 16 for cnn guilty 17,NONE,AGAINST
just makes me want him even more trump 2024 baby,NONE,FAVOR
district 1 making sure they stay number 1 sad day in america,NONE,FAVOR
trying poll man lock this dude up they always trying find away out smh,NONE,AGAINST
jake tapper looks like hes gonna fucking cry,NONE,FAVOR
don lemon has hope now he can get back in on cnn really really be on your side like hes not on your side so he said he forgives john he has no heart heart feeling,NONE,AGAINST
when he says count one guilty and in the background you can here aaaaahhhgg celebration lol,NONE,AGAINST
haha only the fake news would act like they didnt know what would happen well new trump new nothing is going to happen he will still win but wow they make him so much greater now then ever,NONE,FAVOR
12 jurors said prosecuted 1 criminal says persecuted 12 to 1 jurors win,NONE,AGAINST
where are or were all the republicans screaming the hell out of every democrat why cant they back this man i guess they side with the democrats this country is so fucked,FAVOR,AGAINST
to all of you praising this verdict know that we have just stepped into the banana republic we are no better than venezuela,NONE,FAVOR
hey i need a heads up seeing in don lemon trying to suck up to get a job back on your show your heart back and hes wondering thats a mouth like you guys are on this verdict,NONE,FAVOR
so the border stays open another 4 years and america is gone zionists rule 40 million that hate the usa,NONE,FAVOR
you have been found guilty cnn your days are up your numbers up handwriting on the wall for you just saying god bless,NONE,FAVOR
im only voting for trump fjb,AGAINST,FAVOR
lock him up lock him up,NONE,AGAINST
capital one of treason traders that you are to the american people on this that you guys are guilty of traitors you are traitors the american people god bless donald j trump,NONE,FAVOR
your shit cnn,NONE,NONE
and hes still beating biden see ya in november douchewads,AGAINST,FAVOR
lol what a joke how embarrassing for nazi democrats they know hes going to whoop them bad for the third time and this is their only hope,AGAINST,FAVOR
are you legally blind and have the government pay for your food and well being or are you just a rich person that doesnt even look at the prices because youre entitled did you actually do proper unbiased research or just read headlines of controlled main stream media the entire country is hurting core inflation is up 13 since biden took office groceries are up 50 fast food has doubled gas is more it was way more until biden needed to get votes 14 million illegal immigrants have crossed our borders crime and human trafficking is up murderers and violent convicts being released with no bail atf are killing people serving unannounced search warrants the deficit is the highest its ever been in the history of america and our schools are indoctrinating the kids how blind can you be we need to come together as a country this is not about dem or repub this isnt about race or religion this is about a place we all have to live together i beg you do proper research with an open mind and you will see things very differently if you think this trial was handled properly you are infact blind and have not done your due diligence try again dig deeper and this time ask the right questions then make an educated well informed decision the very fabric of our country depends on it,NONE,NONE
wheres the biden rallies at i want to celebrate too,FAVOR,NONE
im switching teams i cant vote for a 34x loser im voting for the green party now,FAVOR,AGAINST
another sour grapes remark,NONE,FAVOR
wheres the republican party silence come on mitch act like you care thune romney im a republican where the crap are you,NONE,AGAINST
i would not trust a felon,NONE,AGAINST
congrats president trump for winning the 2024 election,NONE,FAVOR
we are blessed with good weather today praise be,NONE,NONE
congrats president trump for winning the 2024 election,NONE,FAVOR
when the complexion for the protection fails but i tell u what folks act up if they wanna just stay out my way wit the foolishness cus imma be judged by 12 and youll be carried by 6 dont start that capitol hill part 2 around me,NONE,AGAINST
87 of the jurors voted for biden no surprise when you weaponize a judicial system against your political opponent funny how everyone loves to say orange man bad but not take any accountability for the disaster of an administration biden has had so far its all smoke and mirrors to keep attention away from pedo joe,AGAINST,FAVOR
i want to say hello t i foxnews hello you all wrong foxnews known all along trump is guilty,NONE,AGAINST
election interference at its finest,NONE,AGAINST
as an atheist thank god still springs to mind,NONE,NONE
the american people know that this is a sham trial,NONE,AGAINST
thank the lord,NONE,NONE
the polls just jumped up 45 for trump thank you branden,NONE,FAVOR
whos riding to jail with stanky pampers that bathroom going to be funky tonight,NONE,FAVOR
civil war movie,NONE,NONE
why doesnt the statute of limitations come in to play here this is a kangaroo court this will only get dt more votes,NONE,FAVOR
lmao law and order justice served guilty guilty guilty which of his secret service detail will stay in jail with him,NONE,AGAINST
i am guilty also,NONE,AGAINST
did we actually think a fuc ing ny jury would be impartial sfi,NONE,NONE
my wishes come through im so glad he found guiltyall count happy new for americans lock him up,NONE,AGAINST
jake tapper you should be laughing and drinking some champagne,NONE,FAVOR
anybody else hear someone on the panel laugh when he read the first verdict im dying over here,NONE,AGAINST
yes this is how screwed up we are here in usa yet we want freedom in the world hypocrite,NONE,AGAINST
found guilty of 34 charges he can even be sentenced and still can become president and literally be president from prison i didnt think so but just read an article on this maybe im wrong id like to be because it doesnt matter which party one is fromone shouldnt be allowed to run with even just 1 felony,NONE,AGAINST
what really happed in merchans court today with trumps conviction is that the flag of tyranny has been planted our legal system in the united states will forever change for the worse vote trump24,NONE,FAVOR
three more indictments to gonobody loses in court like trump,NONE,AGAINST
still waiting on hillary illegal acts pelosi insider trading acts biden circumventing congress keeping confidential white house papers when a vp a known illegal act whomsoever left cocaine in the big house during a tour etc etc etc oh yeah the laundrring of funds thru ukraine by joe and his son and election tampering 81k votes god save america,AGAINST,FAVOR
definitely going to look more in to this,NONE,NONE
the image of the judicial system have to be protected specially by the law makers the world its watching that bullt of political persecution you can see it third world countries no in the united states of america but america has proven that no one its above the law and thats what we have to project to the world,NONE,AGAINST
only scotus will determine case outcome nobody else none of scotus judges will be recusing themself those are the facts,NONE,FAVOR
its gonna be awfully embarrassing for biden when voting stats show half the country would rather vote for a literal convicted felon than four more years of dementia dan,AGAINST,FAVOR
great example make america great againthank you,NONE,NONE
horseshit,NONE,AGAINST
its just a disgrace them coming up with a verdict,NONE,FAVOR
guilty america is greatagain,NONE,AGAINST
this is ridiculous every document is a charge and why isnt biden charge with treason,AGAINST,FAVOR
shock of shocks law fair at its worst all based a proven liars testimony shame on them all,NONE,NONE
now this will make america great again,NONE,FAVOR
even in jail he will be the president donald j trump thank you,NONE,FAVOR
its just a big game we play in todays society those with the money and play the game will be the winners because they do what they are told those with lots of money that are honest and hardworking people are the ones that will lose because they didnt follow the game take a look at what happened in canada truck drivers bank accounts were seized because they tried to be for the people protesting for a good reason,NONE,NONE
1 presidential convict down with 1 more presidential convict to go,NONE,AGAINST
thats quite the resume for the so called law order president,NONE,AGAINST
what a fabulous day in history i see a lot more lawyers not getting paid,NONE,AGAINST
this is what happens when the guy whos entire life is built on lies and cheating isnt allowed to lie and theres no way to cheat,NONE,AGAINST
theyd rather falsely accuse an innocent man of things that he didnt do then keep rapists and murderers out of this country via the border,NONE,FAVOR
so bogus what a circus court hopefully this is overturned before the election,NONE,FAVOR
guilty of being americas greatest ahole,NONE,AGAINST
congratulations usa rico take all,NONE,FAVOR
rigged by a judge who is a democrat donor along with his daughter and an all dumbocrat jury welcome to our banana republic,NONE,FAVOR
alright so now hes been convicted what does this mean for the election can he still run if he wins can he overturn this verdict and exonerate himself up till now trump has seemed bulletproof and able to get away with anything what will this conviction change going forward,NONE,AGAINST
so basically half the countries vote wont really matter anymore wonder if thats ever happened before they couldve had the trial after he lost the election civil war 20 caused by a porn star will be one for the books,NONE,AGAINST
gulity but is he actually going to jail 100 ĥis pamper must be getting crowded as is magas,NONE,AGAINST
finally some good news,NONE,FAVOR
thank you jury,NONE,AGAINST
sentence large fine and community servicemaybe probation,NONE,AGAINST
now thothe appeals start,NONE,AGAINST
cnn is so pathetic you call yourself journalist ha ha pitiful why dont you pathetic people tell the truth this is a setup from the corrupt justice department corrupt judge unbelievable that cnn shows lies and pushes bullshit lies like the russian lies from hillary clinton and justice department fbi proven hillary and democratics paid the lies impeachment 1 and impeachment 2 all lies now hillary and jill biden with this corrupt justice department making up bullshit to stoptrump i pray to god we will get justice hillary needs to pay for destroying america and if the so called journalists at cnn and other outlets have any dignity or feelings for whats right help save america 18 million illegal criminals coming into our country is on purpose to destroy america for hillary clinton to get revenge open your eyes people please,AGAINST,FAVOR
the government can convict a grape for falling off the vine,NONE,NONE
im not gonna lie finna start getting prepared for war and a great depression trump getting framed,NONE,FAVOR
and trump thought he would be found innocent next thing trump will say that the jury was paid to find him guilty trump really believes that he is above the law poor sap he forgot to come home from fantasy island the plane boss the plane,NONE,AGAINST
i was expecting a ah ah ah at some point,NONE,FAVOR
this was a political prosecution an aversion to democracy it is a sad day corrupt prosecuters thanks to bidens judicial system,AGAINST,FAVOR
the bests new of the year no boty is over the law god bless america,NONE,FAVOR
now what we really and truly need is for donald j trump to be thrown into prison immediately for his crimes we dont need him to remain free while he appeals this for years and years and years and drag this on for years and years and years while he stays free and still campaigns as president that would truly be a travesty trump is guilty he needs to be incarcerated immediately not a slap on the wrist not home confinement still living the life of luxury tweeting his madness 247 trump is a fcking criminal trump is a fcking traitor now lets punish this criminal and traitor immediately the way he should have been punished long ago,NONE,AGAINST
as they used to sayhiphiphorayyyyyyy,NONE,FAVOR
the simplest answer is usually the correct one now what do you think is more likely the whole world is wrong and they just do not like trump because they are prejudiced or is it more likely that trump is simply a slimy criminal and that that fact has now been proven and the criminal donald trump has finally been found accountable for his crimes that is of course the more likely and correct answer how can trumps supporters believe that the entire world is prejudiced against trump for absolutely no reason at all that is sheer stupidity the correct answer is that donald trump is a slimy criminal and traitor and he is finally going to be made to pay for all of his crimes thats the true answer,NONE,AGAINST
we all know that this criminal will appeal all convictions we must insist as one voice that he be placed in custody and held without bond through the appeals process he is found guilty of 34 felonies a known flight risk and now because of his compromised nature an extreme security risk to the united states of america no excuses we want donald trump behind bars now,NONE,AGAINST
if this idiot doesnt see jail time there is something seriously wrong with the us justice system,NONE,AGAINST
i wonder if trump wasnt running for president if this trial would have even taken place,NONE,FAVOR
we still want him as president the last 3 former presidents did more crimes than trump,NONE,FAVOR
this was the plan all along to make t the nnext prez,NONE,FAVOR
he still gonna win,NONE,FAVOR
trump isnt it past your jail time,NONE,AGAINST
welcome to prison trumplow,NONE,AGAINST
now take the biden family to court and broadcast it for the next few years,AGAINST,FAVOR
as if there was a doubt that this show was going to have any other outcome what a travesty,NONE,AGAINST
wwiii is right around the corner and they will bring back the draft because enlistment rates are at a all time low biden voters should be drafted 1st this is what you voted for,AGAINST,NONE
and they thought that january 6th was bad,NONE,NONE
sentenced doesnt mean jail they already explained he likely wont get jail time for this due to his age and no prior criminal history,NONE,AGAINST
the heavy democratic control county in america as a jury pool not to mention the activist judge to go along with the da who campaigned on finding a criminal case against president trump sad what democrats leadership has done to america,NONE,FAVOR
trump gets convicted and biden gets a free passdoesnt make sense i will never trust the system againthis is wrong what they didthe system is broken forever,FAVOR,AGAINST
if the country allows this verdict to stand we are in trouble as a nation judge should be in jail for prejudice and nut allowing a true defense,NONE,FAVOR
the only thing would shame the usa is if he bevomes president,FAVOR,AGAINST
the nexus point,NONE,NONE
cold champagne and traitor tears its so good i broke out my krazystaw cheers,NONE,FAVOR
whether youre left or right today is a sad day for america trump just won the election,NONE,FAVOR
everyones guilty,NONE,AGAINST
so sad for americatrump2024,NONE,FAVOR
america on the road to actually being being great for once,FAVOR,FAVOR
even cnn cant hide the fact that this is bs,NONE,FAVOR
